time 1,PET_0.03mm1, time 2,PGA-commercial-1,time 3,Asics-goretex_1, time 4,Asics-goretex_2,time 5 ,Asics-goretex_3, time 6,Nothing,time 7,northface-dryvent_1, time 8,northface-dryvent_2,time 9 ,northface-dryvent_3, time 10,H-M_1,time 11,H-M_2, time 12,H-M_3,time 13 ,Natural-Gear_1, time 14,Natural-Gear_2,time 15,Natural-Gear_3, time 16,PGA-commercial_2
3172, 176142.7, 3172, 240359.5, 3172, 1143597.0, 3172, 396197.6, 3172, 415592.0, 3172, 0.0, 3172, 192086.7, 3172, 361417.1, 3172, 273416.6, 3172, 328037.0, 3172, 262047.8, 3172, 348540.2, 3172, 270484.7, 3172, 351160.3, 3172, 404579.4, 3172, 260205.3
3174, 176091.0, 3174, 240338.7, 3174, 1143569.0, 3174, 396190.8, 3174, 415576.1, 3174, 0.0, 3174, 192061.4, 3174, 361405.0, 3174, 273384.2, 3174, 328019.4, 3174, 262031.9, 3174, 348530.6, 3174, 270479.3, 3174, 351147.4, 3174, 404592.3, 3174, 260206.3
3176, 176112.2, 3176, 240337.3, 3176, 1143572.0, 3176, 396178.4, 3176, 415566.3, 3176, 0.0, 3176, 192068.8, 3176, 361383.3, 3176, 273425.8, 3176, 328030.3, 3176, 262033.9, 3176, 348546.4, 3176, 270465.6, 3176, 351170.9, 3176, 404568.7, 3176, 260209.8
3178, 176145.8, 3178, 240358.3, 3178, 1143572.0, 3178, 396192.6, 3178, 415581.0, 3178, 0.0, 3178, 192073.4, 3178, 361419.9, 3178, 273397.7, 3178, 328052.3, 3178, 262088.7, 3178, 348577.5, 3178, 270480.3, 3178, 351155.5, 3178, 404585.2, 3178, 260209.0
3180, 176137.8, 3180, 240326.4, 3180, 1143530.0, 3180, 396221.3, 3180, 415577.6, 3180, 0.0, 3180, 192061.9, 3180, 361373.2, 3180, 273395.1, 3180, 328073.1, 3180, 262037.1, 3180, 348568.1, 3180, 270505.9, 3180, 351136.1, 3180, 404645.0, 3180, 260222.4
3182, 176126.3, 3182, 240342.7, 3182, 1143541.0, 3182, 396248.0, 3182, 415566.3, 3182, 0.0, 3182, 192061.2, 3182, 361411.3, 3182, 273375.4, 3182, 328072.9, 3182, 262023.6, 3182, 348558.7, 3182, 270468.9, 3182, 351125.4, 3182, 404658.2, 3182, 260233.2
3184, 176137.0, 3184, 240355.0, 3184, 1143556.0, 3184, 396228.3, 3184, 415569.9, 3184, 0.0, 3184, 192061.3, 3184, 361403.2, 3184, 273351.6, 3184, 328079.2, 3184, 262004.7, 3184, 348549.0, 3184, 270478.6, 3184, 351097.7, 3184, 404640.7, 3184, 260208.5
3186, 176160.6, 3186, 240382.7, 3186, 1143575.0, 3186, 396205.0, 3186, 415556.3, 3186, 0.0, 3186, 192066.3, 3186, 361404.1, 3186, 273405.0, 3186, 328055.8, 3186, 262020.9, 3186, 348563.4, 3186, 270476.4, 3186, 351130.0, 3186, 404591.0, 3186, 260231.7
3188, 176144.9, 3188, 240351.8, 3188, 1143553.0, 3188, 396215.6, 3188, 415544.0, 3188, 0.0, 3188, 192078.4, 3188, 361379.3, 3188, 273369.3, 3188, 328029.8, 3188, 262000.8, 3188, 348533.8, 3188, 270456.8, 3188, 351121.6, 3188, 404590.9, 3188, 260212.5
3190, 176132.6, 3190, 240366.3, 3190, 1143554.0, 3190, 396195.9, 3190, 415562.6, 3190, 0.0, 3190, 192075.2, 3190, 361383.3, 3190, 273377.6, 3190, 328021.5, 3190, 262023.3, 3190, 348550.0, 3190, 270454.6, 3190, 351121.9, 3190, 404565.3, 3190, 260227.2
3192, 176143.2, 3192, 240328.1, 3192, 1143535.0, 3192, 396159.2, 3192, 415543.7, 3192, 0.0, 3192, 192055.3, 3192, 361385.4, 3192, 273377.9, 3192, 328010.9, 3192, 262037.2, 3192, 348544.8, 3192, 270450.9, 3192, 351135.7, 3192, 404585.0, 3192, 260216.2
3194, 176116.1, 3194, 240323.5, 3194, 1143532.0, 3194, 396177.7, 3194, 415547.3, 3194, 0.0, 3194, 192053.7, 3194, 361356.3, 3194, 273375.3, 3194, 328007.9, 3194, 262025.1, 3194, 348536.4, 3194, 270438.1, 3194, 351141.0, 3194, 404564.3, 3194, 260209.0
3196, 176147.5, 3196, 240335.2, 3196, 1143545.0, 3196, 396152.9, 3196, 415546.6, 3196, 0.0, 3196, 192074.0, 3196, 361371.3, 3196, 273395.6, 3196, 328009.8, 3196, 262060.2, 3196, 348548.6, 3196, 270420.5, 3196, 351118.1, 3196, 404545.0, 3196, 260221.3
3198, 176116.1, 3198, 240302.0, 3198, 1143492.0, 3198, 396169.4, 3198, 415514.7, 3198, 0.0, 3198, 192060.2, 3198, 361360.1, 3198, 273369.2, 3198, 328002.9, 3198, 262018.7, 3198, 348518.2, 3198, 270410.6, 3198, 351124.9, 3198, 404571.9, 3198, 260204.2
3200, 176099.1, 3200, 240312.0, 3200, 1143528.0, 3200, 396156.9, 3200, 415540.5, 3200, 0.0, 3200, 192084.1, 3200, 361357.0, 3200, 273380.5, 3200, 327989.0, 3200, 262041.4, 3200, 348527.4, 3200, 270436.5, 3200, 351110.7, 3200, 404557.2, 3200, 260199.2
3202, 176135.8, 3202, 240332.2, 3202, 1143533.0, 3202, 396150.1, 3202, 415532.9, 3202, 0.0, 3202, 192077.0, 3202, 361368.9, 3202, 273413.9, 3202, 328009.6, 3202, 262074.2, 3202, 348541.5, 3202, 270444.6, 3202, 351133.0, 3202, 404578.9, 3202, 260220.3
3204, 176147.4, 3204, 240321.3, 3204, 1143551.0, 3204, 396194.9, 3204, 415528.0, 3204, 0.0, 3204, 192073.2, 3204, 361373.6, 3204, 273377.9, 3204, 328058.8, 3204, 262035.3, 3204, 348540.7, 3204, 270490.1, 3204, 351116.6, 3204, 404626.7, 3204, 260245.7
3206, 176159.2, 3206, 240346.2, 3206, 1143576.0, 3206, 396268.0, 3206, 415545.4, 3206, 0.0, 3206, 192067.1, 3206, 361400.4, 3206, 273334.4, 3206, 328148.2, 3206, 261976.2, 3206, 348552.6, 3206, 270507.0, 3206, 351070.9, 3206, 404715.9, 3206, 260241.8
3208, 176173.7, 3208, 240398.3, 3208, 1143596.0, 3208, 396315.4, 3208, 415562.2, 3208, 0.0, 3208, 192041.5, 3208, 361399.9, 3208, 273320.9, 3208, 328171.2, 3208, 261918.1, 3208, 348553.5, 3208, 270551.5, 3208, 351047.5, 3208, 404803.8, 3208, 260255.7
3210, 176207.3, 3210, 240456.5, 3210, 1143633.0, 3210, 396324.8, 3210, 415568.7, 3210, 0.0, 3210, 192060.6, 3210, 361445.4, 3210, 273315.9, 3210, 328183.2, 3210, 261874.2, 3210, 348542.8, 3210, 270534.8, 3210, 351034.6, 3210, 404815.1, 3210, 260259.7
3212, 176213.7, 3212, 240452.9, 3212, 1143672.0, 3212, 396298.3, 3212, 415564.7, 3212, 0.0, 3212, 192059.9, 3212, 361468.2, 3212, 273328.7, 3212, 328181.4, 3212, 261893.2, 3212, 348546.9, 3212, 270528.1, 3212, 351038.4, 3212, 404784.9, 3212, 260267.3
3214, 176213.9, 3214, 240440.5, 3214, 1143655.0, 3214, 396267.6, 3214, 415564.3, 3214, 0.0, 3214, 192048.4, 3214, 361465.1, 3214, 273333.0, 3214, 328175.1, 3214, 261877.6, 3214, 348547.9, 3214, 270522.5, 3214, 351036.8, 3214, 404772.0, 3214, 260236.7
3216, 176215.3, 3216, 240443.5, 3216, 1143627.0, 3216, 396293.1, 3216, 415554.9, 3216, 0.0, 3216, 192038.8, 3216, 361479.4, 3216, 273327.5, 3216, 328158.9, 3216, 261863.0, 3216, 348535.5, 3216, 270526.9, 3216, 351048.0, 3216, 404748.2, 3216, 260256.4
3218, 176201.5, 3218, 240410.9, 3218, 1143616.0, 3218, 396279.9, 3218, 415565.0, 3218, 0.0, 3218, 192029.3, 3218, 361459.9, 3218, 273323.8, 3218, 328126.1, 3218, 261849.9, 3218, 348518.9, 3218, 270507.6, 3218, 351027.4, 3218, 404684.1, 3218, 260225.5
3220, 176209.8, 3220, 240404.9, 3220, 1143609.0, 3220, 396242.2, 3220, 415554.4, 3220, 0.0, 3220, 192043.8, 3220, 361457.6, 3220, 273340.6, 3220, 328106.5, 3220, 261874.1, 3220, 348523.0, 3220, 270485.3, 3220, 351046.5, 3220, 404610.4, 3220, 260220.0
3222, 176195.1, 3222, 240390.1, 3222, 1143574.0, 3222, 396194.6, 3222, 415548.1, 3222, 0.0, 3222, 192057.4, 3222, 361438.9, 3222, 273351.9, 3222, 328085.7, 3222, 261902.1, 3222, 348520.1, 3222, 270452.7, 3222, 351033.7, 3222, 404579.1, 3222, 260219.3
3224, 176166.1, 3224, 240378.4, 3224, 1143529.0, 3224, 396176.9, 3224, 415549.6, 3224, 0.0, 3224, 192032.3, 3224, 361416.8, 3224, 273336.5, 3224, 328031.3, 3224, 261898.3, 3224, 348509.3, 3224, 270419.1, 3224, 351049.9, 3224, 404559.5, 3224, 260219.1
3226, 176145.3, 3226, 240357.7, 3226, 1143544.0, 3226, 396169.3, 3226, 415535.5, 3226, 0.0, 3226, 192061.7, 3226, 361423.3, 3226, 273371.1, 3226, 328040.5, 3226, 261953.4, 3226, 348516.5, 3226, 270425.2, 3226, 351062.2, 3226, 404532.9, 3226, 260210.5
3228, 176139.6, 3228, 240319.7, 3228, 1143516.0, 3228, 396133.2, 3228, 415529.3, 3228, 0.0, 3228, 192045.6, 3228, 361399.5, 3228, 273346.5, 3228, 327986.9, 3228, 261957.9, 3228, 348519.1, 3228, 270402.4, 3228, 351042.2, 3228, 404514.8, 3228, 260209.1
3230, 176114.4, 3230, 240306.2, 3230, 1143492.0, 3230, 396125.3, 3230, 415518.9, 3230, 0.0, 3230, 192043.6, 3230, 361405.0, 3230, 273342.8, 3230, 328000.1, 3230, 261952.1, 3230, 348485.3, 3230, 270391.4, 3230, 351059.4, 3230, 404511.4, 3230, 260221.7
3232, 176123.6, 3232, 240324.5, 3232, 1143484.0, 3232, 396131.5, 3232, 415519.6, 3232, 0.0, 3232, 192029.9, 3232, 361393.1, 3232, 273356.7, 3232, 328005.4, 3232, 261965.4, 3232, 348510.8, 3232, 270392.1, 3232, 351068.6, 3232, 404474.1, 3232, 260222.5
3234, 176115.5, 3234, 240290.7, 3234, 1143446.0, 3234, 396121.6, 3234, 415521.3, 3234, 0.0, 3234, 192035.3, 3234, 361371.6, 3234, 273341.2, 3234, 327981.6, 3234, 261977.1, 3234, 348478.0, 3234, 270373.2, 3234, 351033.0, 3234, 404468.9, 3234, 260186.0
3236, 176122.3, 3236, 240312.9, 3236, 1143470.0, 3236, 396118.3, 3236, 415511.7, 3236, 0.0, 3236, 192042.5, 3236, 361365.6, 3236, 273355.2, 3236, 327973.1, 3236, 262004.8, 3236, 348520.3, 3236, 270376.8, 3236, 351065.8, 3236, 404465.6, 3236, 260202.0
3238, 176115.9, 3238, 240295.5, 3238, 1143438.0, 3238, 396135.3, 3238, 415480.9, 3238, 0.0, 3238, 192034.1, 3238, 361348.7, 3238, 273338.6, 3238, 327963.1, 3238, 261997.8, 3238, 348481.9, 3238, 270363.7, 3238, 351048.1, 3238, 404469.3, 3238, 260205.0
3240, 176116.8, 3240, 240287.3, 3240, 1143442.0, 3240, 396107.7, 3240, 415505.2, 3240, 0.0, 3240, 192055.0, 3240, 361346.5, 3240, 273362.6, 3240, 327948.6, 3240, 261994.6, 3240, 348491.3, 3240, 270357.5, 3240, 351055.1, 3240, 404460.9, 3240, 260195.6
3242, 176125.9, 3242, 240280.7, 3242, 1143451.0, 3242, 396095.5, 3242, 415519.5, 3242, 0.0, 3242, 192051.9, 3242, 361353.7, 3242, 273355.1, 3242, 327961.9, 3242, 261997.2, 3242, 348497.4, 3242, 270358.1, 3242, 351032.3, 3242, 404472.0, 3242, 260199.8
3244, 176100.2, 3244, 240264.3, 3244, 1143447.0, 3244, 396099.8, 3244, 415472.7, 3244, 0.0, 3244, 192028.7, 3244, 361329.8, 3244, 273357.3, 3244, 327945.4, 3244, 261997.3, 3244, 348479.6, 3244, 270343.3, 3244, 351049.9, 3244, 404462.0, 3244, 260190.3
3246, 176121.0, 3246, 240303.1, 3246, 1143447.0, 3246, 396113.3, 3246, 415477.5, 3246, 0.0, 3246, 192064.7, 3246, 361347.2, 3246, 273349.1, 3246, 327980.6, 3246, 262018.3, 3246, 348506.6, 3246, 270347.7, 3246, 351049.4, 3246, 404474.8, 3246, 260208.7
3248, 176131.0, 3248, 240299.2, 3248, 1143437.0, 3248, 396095.6, 3248, 415482.5, 3248, 0.0, 3248, 192038.7, 3248, 361352.7, 3248, 273340.8, 3248, 327994.8, 3248, 262032.7, 3248, 348527.7, 3248, 270393.2, 3248, 351071.0, 3248, 404481.3, 3248, 260236.6
3250, 176128.9, 3250, 240291.1, 3250, 1143412.0, 3250, 396163.8, 3250, 415488.9, 3250, 0.0, 3250, 192056.3, 3250, 361370.0, 3250, 273320.8, 3250, 328040.2, 3250, 261979.1, 3250, 348526.8, 3250, 270385.3, 3250, 351019.6, 3250, 404557.7, 3250, 260220.4
3252, 176156.4, 3252, 240328.2, 3252, 1143468.0, 3252, 396200.0, 3252, 415503.5, 3252, 0.0, 3252, 192036.7, 3252, 361356.8, 3252, 273297.9, 3252, 328068.5, 3252, 261922.8, 3252, 348521.8, 3252, 270400.5, 3252, 350992.8, 3252, 404609.1, 3252, 260252.1
3254, 176150.4, 3254, 240354.7, 3254, 1143470.0, 3254, 396221.3, 3254, 415490.2, 3254, 0.0, 3254, 192019.7, 3254, 361372.6, 3254, 273292.1, 3254, 328060.0, 3254, 261889.1, 3254, 348512.9, 3254, 270396.0, 3254, 350970.5, 3254, 404609.4, 3254, 260234.0
3256, 176153.2, 3256, 240376.0, 3256, 1143495.0, 3256, 396201.6, 3256, 415487.8, 3256, 0.0, 3256, 192039.7, 3256, 361396.6, 3256, 273294.8, 3256, 328046.6, 3256, 261899.4, 3256, 348489.2, 3256, 270406.4, 3256, 350978.5, 3256, 404575.3, 3256, 260224.1
3258, 176161.5, 3258, 240353.7, 3258, 1143504.0, 3258, 396147.2, 3258, 415478.7, 3258, 0.0, 3258, 192049.4, 3258, 361404.8, 3258, 273311.5, 3258, 328033.1, 3258, 261923.5, 3258, 348483.8, 3258, 270380.4, 3258, 350981.4, 3258, 404548.5, 3258, 260221.4
3260, 176135.4, 3260, 240320.4, 3260, 1143444.0, 3260, 396102.8, 3260, 415472.5, 3260, 0.0, 3260, 192033.1, 3260, 361373.8, 3260, 273328.0, 3260, 328006.0, 3260, 261910.6, 3260, 348480.1, 3260, 270368.4, 3260, 350986.9, 3260, 404471.1, 3260, 260178.7
3262, 176140.3, 3262, 240312.8, 3262, 1143450.0, 3262, 396122.2, 3262, 415473.6, 3262, 0.0, 3262, 192049.5, 3262, 361388.7, 3262, 273323.8, 3262, 327986.6, 3262, 261954.4, 3262, 348485.9, 3262, 270358.2, 3262, 351020.6, 3262, 404453.6, 3262, 260230.7
3264, 176122.8, 3264, 240291.0, 3264, 1143444.0, 3264, 396099.5, 3264, 415465.6, 3264, 0.0, 3264, 192049.5, 3264, 361348.4, 3264, 273313.8, 3264, 327967.5, 3264, 261955.0, 3264, 348473.1, 3264, 270343.5, 3264, 351006.1, 3264, 404466.1, 3264, 260180.4
3266, 176100.2, 3266, 240273.5, 3266, 1143434.0, 3266, 396103.2, 3266, 415453.0, 3266, 0.0, 3266, 192036.5, 3266, 361342.3, 3266, 273326.7, 3266, 327964.4, 3266, 261949.4, 3266, 348467.4, 3266, 270340.6, 3266, 351006.9, 3266, 404445.2, 3266, 260205.0
3268, 176136.0, 3268, 240272.5, 3268, 1143438.0, 3268, 396074.1, 3268, 415448.5, 3268, 0.0, 3268, 192048.9, 3268, 361345.4, 3268, 273339.7, 3268, 327946.9, 3268, 261968.9, 3268, 348482.1, 3268, 270312.1, 3268, 350997.7, 3268, 404433.3, 3268, 260205.1
3270, 176105.4, 3270, 240279.9, 3270, 1143388.0, 3270, 396050.5, 3270, 415449.1, 3270, 0.0, 3270, 192030.3, 3270, 361342.4, 3270, 273310.4, 3270, 327919.5, 3270, 261944.8, 3270, 348474.2, 3270, 270315.0, 3270, 350995.3, 3270, 404419.7, 3270, 260188.2
3272, 176088.0, 3272, 240274.5, 3272, 1143395.0, 3272, 396075.8, 3272, 415451.6, 3272, 8738.1, 3272, 192054.7, 3272, 361332.0, 3272, 273335.0, 3272, 327932.7, 3272, 261981.6, 3272, 348472.5, 3272, 270319.1, 3272, 351005.9, 3272, 404424.1, 3272, 260208.8
3274, 176091.5, 3274, 240253.6, 3274, 1143382.0, 3274, 396049.4, 3274, 415432.8, 3274, 0.0, 3274, 192031.6, 3274, 361331.7, 3274, 273313.1, 3274, 327933.1, 3274, 261974.0, 3274, 348486.9, 3274, 270307.9, 3274, 350989.1, 3274, 404407.4, 3274, 260198.2
3276, 176101.9, 3276, 240241.3, 3276, 1143376.0, 3276, 396061.7, 3276, 415455.2, 3276, 0.0, 3276, 192041.4, 3276, 361319.8, 3276, 273326.1, 3276, 327932.3, 3276, 261968.2, 3276, 348466.4, 3276, 270289.1, 3276, 351009.3, 3276, 404428.5, 3276, 260193.4
3278, 176119.0, 3278, 240258.4, 3278, 1143378.0, 3278, 396050.3, 3278, 415463.6, 3278, 0.0, 3278, 192074.6, 3278, 361342.6, 3278, 273337.7, 3278, 327920.3, 3278, 261992.8, 3278, 348487.1, 3278, 270311.6, 3278, 351014.9, 3278, 404396.8, 3278, 260212.2
3280, 176114.7, 3280, 240261.1, 3280, 1143379.0, 3280, 396062.3, 3280, 415438.9, 3280, 0.0, 3280, 192034.7, 3280, 361293.5, 3280, 273316.6, 3280, 327954.1, 3280, 261985.9, 3280, 348449.5, 3280, 270302.5, 3280, 350976.3, 3280, 404453.2, 3280, 260209.8
3282, 176144.4, 3282, 240274.0, 3282, 1143433.0, 3282, 396103.4, 3282, 415437.2, 3282, 2184.5, 3282, 192051.8, 3282, 361340.4, 3282, 273324.3, 3282, 328005.5, 3282, 261965.3, 3282, 348498.7, 3282, 270335.1, 3282, 350963.9, 3282, 404504.0, 3282, 260227.0
3284, 176158.4, 3284, 240315.5, 3284, 1143437.0, 3284, 396143.7, 3284, 415453.7, 3284, 0.0, 3284, 192045.5, 3284, 361368.4, 3284, 273310.8, 3284, 328065.6, 3284, 261948.4, 3284, 348513.3, 3284, 270382.1, 3284, 350979.3, 3284, 404542.2, 3284, 260239.7
3286, 176154.7, 3286, 240349.5, 3286, 1143413.0, 3286, 396196.9, 3286, 415460.9, 3286, 0.0, 3286, 192015.5, 3286, 361405.9, 3286, 273268.6, 3286, 328092.2, 3286, 261868.1, 3286, 348497.0, 3286, 270377.5, 3286, 350931.7, 3286, 404629.3, 3286, 260232.8
3288, 176202.9, 3288, 240368.2, 3288, 1143473.0, 3288, 396240.2, 3288, 415453.2, 3288, 0.0, 3288, 192009.6, 3288, 361395.6, 3288, 273262.4, 3288, 328104.6, 3288, 261826.8, 3288, 348495.7, 3288, 270402.0, 3288, 350915.2, 3288, 404665.9, 3288, 260255.7
3290, 176196.3, 3290, 240400.8, 3290, 1143477.0, 3290, 396214.4, 3290, 415447.0, 3290, 0.0, 3290, 192014.2, 3290, 361422.6, 3290, 273257.6, 3290, 328089.8, 3290, 261781.9, 3290, 348464.1, 3290, 270388.4, 3290, 350891.4, 3290, 404623.6, 3290, 260245.6
3292, 176191.7, 3292, 240373.0, 3292, 1143517.0, 3292, 396171.2, 3292, 415448.0, 3292, 0.0, 3292, 192020.4, 3292, 361429.0, 3292, 273260.2, 3292, 328059.4, 3292, 261800.3, 3292, 348449.1, 3292, 270370.9, 3292, 350900.3, 3292, 404577.6, 3292, 260234.6
3294, 176236.7, 3294, 240369.3, 3294, 1143507.0, 3294, 396147.6, 3294, 415449.3, 3294, 0.0, 3294, 192021.8, 3294, 361408.0, 3294, 273297.4, 3294, 328028.7, 3294, 261837.9, 3294, 348451.7, 3294, 270356.6, 3294, 350919.4, 3294, 404514.1, 3294, 260201.1
3296, 176169.0, 3296, 240324.2, 3296, 1143450.0, 3296, 396100.3, 3296, 415452.0, 3296, 0.0, 3296, 192012.0, 3296, 361379.3, 3296, 273275.9, 3296, 327997.8, 3296, 261837.1, 3296, 348442.4, 3296, 270313.6, 3296, 350925.1, 3296, 404450.1, 3296, 260176.5
3298, 176152.8, 3298, 240322.7, 3298, 1143464.0, 3298, 396099.6, 3298, 415445.0, 3298, 0.0, 3298, 192042.5, 3298, 361383.1, 3298, 273305.6, 3298, 327969.7, 3298, 261886.1, 3298, 348450.5, 3298, 270275.3, 3298, 350946.6, 3298, 404421.8, 3298, 260203.2
3300, 176137.8, 3300, 240296.2, 3300, 1143425.0, 3300, 396061.5, 3300, 415439.1, 3300, 0.0, 3300, 192040.9, 3300, 361380.0, 3300, 273310.9, 3300, 327966.8, 3300, 261898.8, 3300, 348445.5, 3300, 270283.4, 3300, 350951.6, 3300, 404402.7, 3300, 260190.1
3302, 176104.0, 3302, 240273.0, 3302, 1143388.0, 3302, 396057.5, 3302, 415418.0, 3302, 0.0, 3302, 192013.7, 3302, 361360.3, 3302, 273286.0, 3302, 327925.0, 3302, 261888.1, 3302, 348414.3, 3302, 270277.6, 3302, 350924.8, 3302, 404386.9, 3302, 260165.8
3304, 176153.2, 3304, 240287.2, 3304, 1143414.0, 3304, 396053.5, 3304, 415425.0, 3304, 0.0, 3304, 192021.0, 3304, 361349.5, 3304, 273316.5, 3304, 327959.9, 3304, 261906.1, 3304, 348427.8, 3304, 270283.4, 3304, 350943.6, 3304, 404398.9, 3304, 260193.0
3306, 176128.7, 3306, 240280.9, 3306, 1143404.0, 3306, 396059.4, 3306, 415413.0, 3306, 0.0, 3306, 192000.7, 3306, 361333.4, 3306, 273313.7, 3306, 327966.4, 3306, 261917.9, 3306, 348450.9, 3306, 270270.9, 3306, 350936.0, 3306, 404382.4, 3306, 260187.1
3308, 176129.3, 3308, 240289.2, 3308, 1143414.0, 3308, 396049.9, 3308, 415415.4, 3308, 69905.03, 3308, 192014.0, 3308, 361317.4, 3308, 273282.6, 3308, 327927.7, 3308, 261906.4, 3308, 348438.1, 3308, 270276.3, 3308, 350915.8, 3308, 404370.8, 3308, 260216.3
3310, 176123.9, 3310, 240278.2, 3310, 1143437.0, 3310, 396051.6, 3310, 415403.9, 3310, 0.0, 3310, 192025.9, 3310, 361349.6, 3310, 273306.6, 3310, 327937.6, 3310, 261917.8, 3310, 348428.5, 3310, 270252.0, 3310, 350936.5, 3310, 404395.9, 3310, 260186.6
3312, 176111.9, 3312, 240269.0, 3312, 1143372.0, 3312, 396031.6, 3312, 415397.8, 3312, 0.0, 3312, 192005.3, 3312, 361346.0, 3312, 273308.7, 3312, 327916.1, 3312, 261905.3, 3312, 348429.4, 3312, 270256.8, 3312, 350926.6, 3312, 404377.7, 3312, 260183.3
3314, 176110.5, 3314, 240258.4, 3314, 1143398.0, 3314, 396043.1, 3314, 415404.1, 3314, 0.0, 3314, 192025.0, 3314, 361316.0, 3314, 273301.7, 3314, 327892.2, 3314, 261928.4, 3314, 348428.3, 3314, 270254.4, 3314, 350929.1, 3314, 404374.6, 3314, 260206.9
3316, 176124.0, 3316, 240235.8, 3316, 1143376.0, 3316, 396012.1, 3316, 415392.1, 3316, 0.0, 3316, 192015.6, 3316, 361334.1, 3316, 273310.8, 3316, 327907.1, 3316, 261931.3, 3316, 348441.3, 3316, 270243.5, 3316, 350927.7, 3316, 404354.5, 3316, 260191.1
3318, 176129.6, 3318, 240262.5, 3318, 1143388.0, 3318, 396039.4, 3318, 415386.9, 3318, 0.0, 3318, 192021.4, 3318, 361340.5, 3318, 273305.8, 3318, 327959.3, 3318, 261933.4, 3318, 348475.6, 3318, 270267.9, 3318, 350939.9, 3318, 404386.7, 3318, 260210.4
3320, 176125.5, 3320, 240272.5, 3320, 1143340.0, 3320, 396072.9, 3320, 415403.4, 3320, 0.0, 3320, 192004.7, 3320, 361339.8, 3320, 273268.0, 3320, 327994.9, 3320, 261895.6, 3320, 348491.1, 3320, 270278.7, 3320, 350906.2, 3320, 404455.9, 3320, 260226.8
3322, 176151.9, 3322, 240297.9, 3322, 1143382.0, 3322, 396121.1, 3322, 415412.5, 3322, 0.0, 3322, 191992.7, 3322, 361375.0, 3322, 273242.2, 3322, 328045.5, 3322, 261848.5, 3322, 348488.0, 3322, 270289.2, 3322, 350876.4, 3322, 404547.4, 3322, 260254.0
3324, 176161.2, 3324, 240324.8, 3324, 1143383.0, 3324, 396144.6, 3324, 415415.1, 3324, 0.0, 3324, 191996.0, 3324, 361389.9, 3324, 273235.1, 3324, 328023.2, 3324, 261805.8, 3324, 348452.4, 3324, 270310.3, 3324, 350864.2, 3324, 404535.7, 3324, 260236.6
3326, 176173.9, 3326, 240339.4, 3326, 1143408.0, 3326, 396093.8, 3326, 415386.0, 3326, 0.0, 3326, 192005.8, 3326, 361377.3, 3326, 273269.4, 3326, 328006.6, 3326, 261811.3, 3326, 348429.8, 3326, 270299.2, 3326, 350876.7, 3326, 404482.0, 3326, 260203.7
3328, 176199.0, 3328, 240313.0, 3328, 1143394.0, 3328, 396061.3, 3328, 415409.2, 3328, 0.0, 3328, 192000.5, 3328, 361388.5, 3328, 273270.5, 3328, 327989.5, 3328, 261825.6, 3328, 348436.0, 3328, 270277.0, 3328, 350884.2, 3328, 404416.7, 3328, 260206.9
3330, 176155.8, 3330, 240276.4, 3330, 1143361.0, 3330, 396034.9, 3330, 415376.9, 3330, 0.0, 3330, 192005.6, 3330, 361349.1, 3330, 273260.4, 3330, 327952.4, 3330, 261813.9, 3330, 348409.8, 3330, 270236.9, 3330, 350889.6, 3330, 404379.2, 3330, 260187.1
3332, 176147.9, 3332, 240299.3, 3332, 1143373.0, 3332, 396010.6, 3332, 415366.9, 3332, 0.0, 3332, 192014.1, 3332, 361354.1, 3332, 273277.5, 3332, 327942.9, 3332, 261857.7, 3332, 348423.2, 3332, 270241.4, 3332, 350898.9, 3332, 404337.6, 3332, 260202.0
3334, 176130.2, 3334, 240258.0, 3334, 1143317.0, 3334, 396019.6, 3334, 415362.5, 3334, 0.0, 3334, 192006.9, 3334, 361343.0, 3334, 273271.7, 3334, 327906.9, 3334, 261878.9, 3334, 348443.7, 3334, 270225.7, 3334, 350883.9, 3334, 404337.0, 3334, 260181.5
3336, 176108.7, 3336, 240272.5, 3336, 1143328.0, 3336, 396000.7, 3336, 415369.7, 3336, 0.0, 3336, 191983.8, 3336, 361331.1, 3336, 273293.8, 3336, 327908.8, 3336, 261886.1, 3336, 348415.9, 3336, 270198.6, 3336, 350892.6, 3336, 404340.1, 3336, 260192.9
3338, 176136.2, 3338, 240253.0, 3338, 1143342.0, 3338, 396010.4, 3338, 415392.1, 3338, 8738.1, 3338, 192017.8, 3338, 361329.7, 3338, 273292.3, 3338, 327933.5, 3338, 261904.6, 3338, 348435.7, 3338, 270234.0, 3338, 350889.3, 3338, 404330.3, 3338, 260207.3
3340, 176113.2, 3340, 240269.7, 3340, 1143302.0, 3340, 395995.6, 3340, 415365.6, 3340, 0.0, 3340, 192012.4, 3340, 361326.5, 3340, 273261.0, 3340, 327912.8, 3340, 261883.9, 3340, 348409.7, 3340, 270221.2, 3340, 350876.3, 3340, 404385.6, 3340, 260198.3
3342, 176121.1, 3342, 240287.3, 3342, 1143352.0, 3342, 396037.7, 3342, 415364.6, 3342, 0.0, 3342, 191989.3, 3342, 361337.7, 3342, 273237.1, 3342, 327920.1, 3342, 261848.9, 3342, 348416.5, 3342, 270234.1, 3342, 350878.1, 3342, 404381.6, 3342, 260198.3
