time 1,PLA_1, time 2,PLA_2,time 3,PLA_3, time 4,PLA_4,time 5 ,PCL_1, time 6,PCL_2,time 7,PCL_3, time 8,PCL_4,time 9 ,PBS_1, time 10,PBS_2,time 11,PBS_3, time 12,PBS_4,time 13 ,Borosilicate_1, time 14,Borosilicate_2,time 15,Borosilicate_3, time 16,Borosilicate_4
1394, 169812.2, 1394, 234538.2, 1394, 1140242.0, 1394, 393488.5, 1394, 417435.6, 1394, 299150.1, 1394, 192608.0, 1394, 360818.5, 1394, 266060.7, 1394, 321845.9, 1394, 255718.3, 1394, 365830.0, 1394, 265582.3, 1394, 347978.8, 1394, 399714.1, 1394, 255563.5
1396, 169861.8, 1396, 234528.9, 1396, 1140205.0, 1396, 393540.8, 1396, 417421.9, 1396, 299083.2, 1396, 192570.2, 1396, 360802.6, 1396, 266033.5, 1396, 321796.0, 1396, 255629.6, 1396, 365814.1, 1396, 265529.2, 1396, 347907.8, 1396, 399712.4, 1396, 255534.1
1398, 169827.4, 1398, 234513.9, 1398, 1140201.0, 1398, 393466.7, 1398, 417419.6, 1398, 299067.4, 1398, 192584.3, 1398, 360748.8, 1398, 266074.5, 1398, 321773.1, 1398, 255625.7, 1398, 365797.5, 1398, 265608.6, 1398, 347891.4, 1398, 399598.5, 1398, 255532.0
1400, 169894.7, 1400, 234486.9, 1400, 1140225.0, 1400, 393391.7, 1400, 417372.1, 1400, 299040.0, 1400, 192556.4, 1400, 360774.2, 1400, 266039.0, 1400, 321724.2, 1400, 255711.0, 1400, 365813.9, 1400, 265502.4, 1400, 347887.0, 1400, 399549.1, 1400, 255447.0
1402, 169747.2, 1402, 234430.5, 1402, 1140171.0, 1402, 393383.8, 1402, 417412.5, 1402, 299079.2, 1402, 192569.8, 1402, 360696.9, 1402, 266029.2, 1402, 321687.5, 1402, 255663.5, 1402, 365771.9, 1402, 265440.3, 1402, 347926.1, 1402, 399512.2, 1402, 255445.6
1404, 169830.0, 1404, 234480.8, 1404, 1140157.0, 1404, 393397.4, 1404, 417371.3, 1404, 298976.8, 1404, 192576.1, 1404, 360766.8, 1404, 266055.1, 1404, 321718.6, 1404, 255683.6, 1404, 365745.0, 1404, 265452.7, 1404, 347906.0, 1404, 399493.9, 1404, 255418.4
1406, 169798.4, 1406, 234461.5, 1406, 1140205.0, 1406, 393326.6, 1406, 417385.0, 1406, 299012.1, 1406, 192572.1, 1406, 360723.2, 1406, 266036.7, 1406, 321649.9, 1406, 255740.0, 1406, 365747.3, 1406, 265453.2, 1406, 347932.1, 1406, 399467.9, 1406, 255433.5
1408, 169780.6, 1408, 234402.1, 1408, 1140095.0, 1408, 393338.5, 1408, 417351.3, 1408, 299057.7, 1408, 192587.0, 1408, 360717.7, 1408, 266060.1, 1408, 321614.1, 1408, 255715.5, 1408, 365707.7, 1408, 265502.1, 1408, 347957.9, 1408, 399473.0, 1408, 255433.9
1410, 169780.9, 1410, 234410.3, 1410, 1140120.0, 1410, 393337.1, 1410, 417401.4, 1410, 299025.4, 1410, 192606.5, 1410, 360726.0, 1410, 266035.0, 1410, 321627.4, 1410, 255699.0, 1410, 365751.1, 1410, 265441.7, 1410, 347906.0, 1410, 399469.8, 1410, 255468.1
1412, 169703.4, 1412, 234396.5, 1412, 1140130.0, 1412, 393297.9, 1412, 417382.7, 1412, 299011.5, 1412, 192579.8, 1412, 360710.0, 1412, 266027.9, 1412, 321615.3, 1412, 255701.1, 1412, 365748.5, 1412, 265410.3, 1412, 347918.6, 1412, 399437.2, 1412, 255414.3
1414, 169784.5, 1414, 234385.5, 1414, 1140109.0, 1414, 393311.4, 1414, 417353.5, 1414, 299018.4, 1414, 192568.4, 1414, 360688.5, 1414, 266042.9, 1414, 321600.5, 1414, 255708.7, 1414, 365741.2, 1414, 265424.6, 1414, 347898.5, 1414, 399436.2, 1414, 255437.8
1416, 169725.1, 1416, 234408.5, 1416, 1140147.0, 1416, 393333.5, 1416, 417364.1, 1416, 299050.9, 1416, 192554.0, 1416, 360647.2, 1416, 266032.7, 1416, 321623.7, 1416, 255663.9, 1416, 365754.4, 1416, 265427.4, 1416, 347893.8, 1416, 399418.5, 1416, 255395.4
1418, 169745.5, 1418, 234354.8, 1418, 1140097.0, 1418, 393303.3, 1418, 417305.4, 1418, 299000.5, 1418, 192584.6, 1418, 360673.3, 1418, 266023.0, 1418, 321614.6, 1418, 255735.7, 1418, 365695.5, 1418, 265386.5, 1418, 347902.4, 1418, 399473.6, 1418, 255403.5
1420, 169745.8, 1420, 234396.6, 1420, 1140112.0, 1420, 393295.2, 1420, 417321.4, 1420, 299005.6, 1420, 192502.2, 1420, 360653.0, 1420, 266033.0, 1420, 321652.9, 1420, 255706.3, 1420, 365770.8, 1420, 265403.8, 1420, 347877.1, 1420, 399445.3, 1420, 255422.0
1422, 169732.0, 1422, 234380.5, 1422, 1140072.0, 1422, 393321.9, 1422, 417370.4, 1422, 299082.0, 1422, 192528.8, 1422, 360696.5, 1422, 266001.7, 1422, 321624.8, 1422, 255680.1, 1422, 365727.4, 1422, 265365.2, 1422, 347908.6, 1422, 399523.9, 1422, 255440.7
1424, 169767.8, 1424, 234396.7, 1424, 1140138.0, 1424, 393364.6, 1424, 417300.0, 1424, 299004.5, 1424, 192585.0, 1424, 360676.5, 1424, 265996.4, 1424, 321632.6, 1424, 255672.2, 1424, 365717.0, 1424, 265407.7, 1424, 347915.9, 1424, 399551.0, 1424, 255433.5
1426, 169821.5, 1426, 234435.0, 1426, 1140144.0, 1426, 393383.5, 1426, 417308.7, 1426, 299029.1, 1426, 192537.2, 1426, 360702.1, 1426, 266021.4, 1426, 321723.3, 1426, 255632.4, 1426, 365689.8, 1426, 265479.9, 1426, 347883.1, 1426, 399515.8, 1426, 255446.1
1428, 169831.5, 1428, 234415.5, 1428, 1140140.0, 1428, 393373.0, 1428, 417346.4, 1428, 299014.5, 1428, 192470.9, 1428, 360704.2, 1428, 265980.3, 1428, 321720.3, 1428, 255638.3, 1428, 365772.4, 1428, 265427.4, 1428, 347854.9, 1428, 399565.0, 1428, 255424.5
1430, 169775.8, 1430, 234406.3, 1430, 1140131.0, 1430, 393387.6, 1430, 417360.4, 1430, 298973.8, 1430, 192496.6, 1430, 360658.6, 1430, 265907.7, 1430, 321732.1, 1430, 255538.5, 1430, 365747.9, 1430, 265419.1, 1430, 347785.4, 1430, 399550.6, 1430, 255409.3
1432, 169796.2, 1432, 234443.2, 1432, 1140127.0, 1432, 393388.8, 1432, 417327.5, 1432, 298977.8, 1432, 192490.7, 1432, 360736.4, 1432, 265892.0, 1432, 321655.2, 1432, 255576.0, 1432, 365716.5, 1432, 265448.2, 1432, 347788.4, 1432, 399540.3, 1432, 255422.9
1434, 169764.4, 1434, 234423.2, 1434, 1140109.0, 1434, 393279.9, 1434, 417285.9, 1434, 298965.5, 1434, 192446.3, 1434, 360708.2, 1434, 265950.8, 1434, 321629.0, 1434, 255568.0, 1434, 365693.4, 1434, 265413.3, 1434, 347803.2, 1434, 399501.2, 1434, 255379.1
1436, 169753.5, 1436, 234397.5, 1436, 1140127.0, 1436, 393276.1, 1436, 417261.5, 1436, 298954.5, 1436, 192466.9, 1436, 360633.0, 1436, 265905.3, 1436, 321590.0, 1436, 255554.4, 1436, 365703.1, 1436, 265450.5, 1436, 347811.7, 1436, 399439.0, 1436, 255354.8
1438, 169670.8, 1438, 234387.5, 1438, 1140056.0, 1438, 393262.4, 1438, 417252.5, 1438, 298969.8, 1438, 192490.0, 1438, 360656.0, 1438, 265937.3, 1438, 321570.4, 1438, 255556.9, 1438, 365680.7, 1438, 265389.9, 1438, 347789.7, 1438, 399433.1, 1438, 255383.2
1440, 169733.0, 1440, 234376.6, 1440, 1140061.0, 1440, 393267.6, 1440, 417279.8, 1440, 298925.7, 1440, 192525.5, 1440, 360697.3, 1440, 265922.4, 1440, 321553.9, 1440, 255527.2, 1440, 365672.8, 1440, 265311.1, 1440, 347828.5, 1440, 399391.1, 1440, 255337.9
1442, 169670.4, 1442, 234342.9, 1442, 1140031.0, 1442, 393227.6, 1442, 417254.4, 1442, 298938.8, 1442, 192460.6, 1442, 360639.7, 1442, 265939.4, 1442, 321531.2, 1442, 255567.0, 1442, 365669.1, 1442, 265299.7, 1442, 347763.1, 1442, 399363.7, 1442, 255333.0
1444, 169662.9, 1444, 234354.9, 1444, 1140096.0, 1444, 393247.4, 1444, 417268.4, 1444, 298896.8, 1444, 192454.7, 1444, 360605.9, 1444, 265941.7, 1444, 321578.2, 1444, 255569.3, 1444, 365669.9, 1444, 265355.2, 1444, 347843.4, 1444, 399380.4, 1444, 255368.7
1446, 169695.0, 1446, 234378.2, 1446, 1140083.0, 1446, 393288.2, 1446, 417330.8, 1446, 298892.1, 1446, 192469.0, 1446, 360602.0, 1446, 265891.9, 1446, 321642.9, 1446, 255548.3, 1446, 365688.6, 1446, 265398.2, 1446, 347799.3, 1446, 399461.1, 1446, 255394.9
1448, 169693.5, 1448, 234366.5, 1448, 1140074.0, 1448, 393364.9, 1448, 417252.9, 1448, 299001.8, 1448, 192424.9, 1448, 360702.3, 1448, 265857.3, 1448, 321672.4, 1448, 255480.5, 1448, 365655.4, 1448, 265408.7, 1448, 347784.1, 1448, 399557.2, 1448, 255396.7
1450, 169702.3, 1450, 234408.5, 1450, 1140100.0, 1450, 393422.7, 1450, 417204.1, 1450, 298922.7, 1450, 192426.3, 1450, 360646.6, 1450, 265823.7, 1450, 321686.8, 1450, 255404.6, 1450, 365685.4, 1450, 265395.5, 1450, 347740.9, 1450, 399600.8, 1450, 255382.8
1452, 169713.7, 1452, 234442.7, 1452, 1140109.0, 1452, 393359.6, 1452, 417255.4, 1452, 298939.6, 1452, 192443.8, 1452, 360704.2, 1452, 265879.6, 1452, 321649.7, 1452, 255441.0, 1452, 365648.5, 1452, 265364.0, 1452, 347734.2, 1452, 399580.9, 1452, 255377.9
1454, 169727.5, 1454, 234423.0, 1454, 1140091.0, 1454, 393294.3, 1454, 417232.8, 1454, 298917.8, 1454, 192435.6, 1454, 360652.7, 1454, 265867.4, 1454, 321608.0, 1454, 255405.5, 1454, 365649.9, 1454, 265384.6, 1454, 347735.4, 1454, 399496.9, 1454, 255305.3
1456, 169754.5, 1456, 234428.5, 1456, 1140072.0, 1456, 393267.6, 1456, 417246.0, 1456, 298899.9, 1456, 192461.7, 1456, 360647.0, 1456, 265855.8, 1456, 321602.6, 1456, 255459.7, 1456, 365608.4, 1456, 265341.0, 1456, 347755.1, 1456, 399372.2, 1456, 255350.9
1458, 169706.2, 1458, 234396.5, 1458, 1140063.0, 1458, 393227.7, 1458, 417223.8, 1458, 298853.8, 1458, 192401.5, 1458, 360621.1, 1458, 265891.4, 1458, 321531.9, 1458, 255511.8, 1458, 365665.7, 1458, 265343.6, 1458, 347754.2, 1458, 399328.5, 1458, 255325.8
1460, 169726.5, 1460, 234355.8, 1460, 1140029.0, 1460, 393245.4, 1460, 417225.4, 1460, 298831.6, 1460, 192398.1, 1460, 360621.8, 1460, 265918.0, 1460, 321525.2, 1460, 255460.5, 1460, 365620.9, 1460, 265310.4, 1460, 347717.3, 1460, 399336.1, 1460, 255282.9
1462, 169708.4, 1462, 234336.2, 1462, 1140003.0, 1462, 393223.1, 1462, 417262.6, 1462, 298848.8, 1462, 192426.9, 1462, 360575.2, 1462, 265884.0, 1462, 321552.1, 1462, 255453.5, 1462, 365631.2, 1462, 265325.6, 1462, 347778.7, 1462, 399302.0, 1462, 255300.1
1464, 169638.9, 1464, 234306.5, 1464, 1139972.0, 1464, 393212.3, 1464, 417168.6, 1464, 298887.0, 1464, 192379.5, 1464, 360600.2, 1464, 265839.2, 1464, 321524.4, 1464, 255440.1, 1464, 365648.5, 1464, 265283.1, 1464, 347746.7, 1464, 399412.5, 1464, 255310.6
1466, 169673.5, 1466, 234330.0, 1466, 1140011.0, 1466, 393261.3, 1466, 417158.1, 1466, 298871.9, 1466, 192429.7, 1466, 360591.4, 1466, 265833.7, 1466, 321545.6, 1466, 255413.2, 1466, 365621.5, 1466, 265325.7, 1466, 347683.0, 1466, 399379.5, 1466, 255316.3
1468, 169681.2, 1468, 234387.8, 1468, 1140011.0, 1468, 393223.6, 1468, 417192.0, 1468, 298891.1, 1468, 192408.8, 1468, 360635.4, 1468, 265885.1, 1468, 321499.9, 1468, 255459.2, 1468, 365626.5, 1468, 265286.0, 1468, 347727.5, 1468, 399288.7, 1468, 255270.8
1470, 169617.5, 1470, 234337.5, 1470, 1139957.0, 1470, 393190.3, 1470, 417171.5, 1470, 298806.9, 1470, 192434.3, 1470, 360569.8, 1470, 265884.6, 1470, 321476.1, 1470, 255453.8, 1470, 365574.1, 1470, 265270.0, 1470, 347714.1, 1470, 399260.3, 1470, 255301.5
1472, 169597.1, 1472, 234294.8, 1472, 1139966.0, 1472, 393176.5, 1472, 417190.2, 1472, 298824.8, 1472, 192362.9, 1472, 360506.4, 1472, 265871.4, 1472, 321444.2, 1472, 255466.6, 1472, 365639.9, 1472, 265218.6, 1472, 347766.9, 1472, 399218.5, 1472, 255230.5
1474, 169623.5, 1474, 234262.8, 1474, 1139940.0, 1474, 393146.0, 1474, 417181.9, 1474, 298831.6, 1474, 192380.4, 1474, 360522.2, 1474, 265865.5, 1474, 321495.3, 1474, 255440.7, 1474, 365611.8, 1474, 265189.8, 1474, 347757.5, 1474, 399250.3, 1474, 255288.0
1476, 169611.3, 1476, 234266.0, 1476, 1139910.0, 1476, 393147.5, 1476, 417183.2, 1476, 298824.5, 1476, 192336.3, 1476, 360498.0, 1476, 265869.4, 1476, 321451.1, 1476, 255509.7, 1476, 365598.6, 1476, 265243.9, 1476, 347723.5, 1476, 399279.5, 1476, 255241.6
1478, 169585.1, 1478, 234255.9, 1478, 1140002.0, 1478, 393099.3, 1478, 417159.0, 1478, 298814.1, 1478, 192400.9, 1478, 360501.9, 1478, 265868.5, 1478, 321431.5, 1478, 255499.1, 1478, 365641.0, 1478, 265222.5, 1478, 347723.1, 1478, 399206.7, 1478, 255252.5
1480, 169588.6, 1480, 234184.0, 1480, 1139915.0, 1480, 393126.2, 1480, 417108.1, 1480, 298816.7, 1480, 192359.3, 1480, 360482.5, 1480, 265858.1, 1480, 321412.8, 1480, 255507.6, 1480, 365561.5, 1480, 265220.5, 1480, 347691.0, 1480, 399203.8, 1480, 255254.1
1482, 169625.4, 1482, 234208.4, 1482, 1139947.0, 1482, 393136.3, 1482, 417101.9, 1482, 298795.6, 1482, 192379.7, 1482, 360497.6, 1482, 265835.9, 1482, 321431.2, 1482, 255514.8, 1482, 365579.8, 1482, 265236.1, 1482, 347836.6, 1482, 399269.0, 1482, 255240.2
1484, 169585.5, 1484, 234257.3, 1484, 1139963.0, 1484, 393140.3, 1484, 417136.0, 1484, 298798.9, 1484, 192364.0, 1484, 360403.1, 1484, 265811.2, 1484, 321557.9, 1484, 255424.1, 1484, 365599.6, 1484, 265203.0, 1484, 347783.0, 1484, 399279.3, 1484, 255210.2
1486, 169556.4, 1486, 234192.0, 1486, 1139977.0, 1486, 393154.7, 1486, 417122.8, 1486, 298846.3, 1486, 192299.7, 1486, 360533.8, 1486, 265800.0, 1486, 321579.7, 1486, 255443.9, 1486, 365593.0, 1486, 265170.7, 1486, 347756.0, 1486, 399356.4, 1486, 255211.9
1488, 169566.0, 1488, 234214.4, 1488, 1139958.0, 1488, 393203.0, 1488, 417105.0, 1488, 298815.5, 1488, 192306.9, 1488, 360510.9, 1488, 265761.6, 1488, 321591.4, 1488, 255422.3, 1488, 365582.6, 1488, 265161.4, 1488, 347685.7, 1488, 399397.1, 1488, 255197.3
1490, 169641.6, 1490, 234265.5, 1490, 1139916.0, 1490, 393193.6, 1490, 417043.1, 1490, 298793.3, 1490, 192347.8, 1490, 360476.5, 1490, 265749.0, 1490, 321527.9, 1490, 255348.0, 1490, 365596.2, 1490, 265204.4, 1490, 347713.9, 1490, 399371.6, 1490, 255189.1
1492, 169616.6, 1492, 234246.1, 1492, 1139894.0, 1492, 393170.7, 1492, 417079.0, 1492, 298741.9, 1492, 192309.9, 1492, 360536.5, 1492, 265754.8, 1492, 321552.3, 1492, 255429.1, 1492, 365552.4, 1492, 265193.5, 1492, 347633.0, 1492, 399318.4, 1492, 255196.5
1494, 169578.0, 1494, 234256.5, 1494, 1139957.0, 1494, 393158.0, 1494, 417139.3, 1494, 298741.4, 1494, 192283.3, 1494, 360408.0, 1494, 265805.6, 1494, 321534.2, 1494, 255368.7, 1494, 365561.2, 1494, 265252.1, 1494, 347703.5, 1494, 399290.5, 1494, 255213.4
1496, 169622.7, 1496, 234272.8, 1496, 1139942.0, 1496, 393200.3, 1496, 417111.2, 1496, 298856.9, 1496, 192370.7, 1496, 360516.3, 1496, 265767.5, 1496, 321659.9, 1496, 255364.4, 1496, 365611.1, 1496, 265217.0, 1496, 347664.8, 1496, 399325.5, 1496, 255185.1
1498, 169559.2, 1498, 234262.0, 1498, 1139929.0, 1498, 393167.2, 1498, 417091.5, 1498, 298773.9, 1498, 192290.9, 1498, 360433.4, 1498, 265645.2, 1498, 321667.9, 1498, 255256.6, 1498, 365546.1, 1498, 265190.2, 1498, 347633.7, 1498, 399428.4, 1498, 255233.1
1500, 169554.8, 1500, 234321.0, 1500, 1139961.0, 1500, 393217.7, 1500, 417098.8, 1500, 298798.6, 1500, 192285.6, 1500, 360562.9, 1500, 265702.5, 1500, 321636.3, 1500, 255267.3, 1500, 365537.5, 1500, 265177.2, 1500, 347592.2, 1500, 399455.0, 1500, 255218.3
1502, 169606.8, 1502, 234325.2, 1502, 1139982.0, 1502, 393198.0, 1502, 417120.9, 1502, 298765.4, 1502, 192273.5, 1502, 360565.6, 1502, 265722.0, 1502, 321569.7, 1502, 255226.0, 1502, 365534.9, 1502, 265182.4, 1502, 347575.2, 1502, 399433.9, 1502, 255231.5
1504, 169562.4, 1504, 234338.9, 1504, 1139951.0, 1504, 393235.5, 1504, 417104.6, 1504, 298746.2, 1504, 192266.4, 1504, 360550.5, 1504, 265724.3, 1504, 321599.9, 1504, 255230.5, 1504, 365557.7, 1504, 265216.7, 1504, 347654.5, 1504, 399278.0, 1504, 255135.8
1506, 169549.1, 1506, 234219.2, 1506, 1139901.0, 1506, 393146.8, 1506, 417117.9, 1506, 298709.5, 1506, 192301.1, 1506, 360513.9, 1506, 265679.4, 1506, 321501.9, 1506, 255279.8, 1506, 365562.2, 1506, 265195.6, 1506, 347634.7, 1506, 399195.5, 1506, 255171.0
1508, 169535.0, 1508, 234217.8, 1508, 1139875.0, 1508, 393065.6, 1508, 417073.8, 1508, 298722.9, 1508, 192254.4, 1508, 360454.1, 1508, 265742.9, 1508, 321452.5, 1508, 255299.4, 1508, 365528.3, 1508, 265185.1, 1508, 347627.4, 1508, 399228.1, 1508, 255167.5
1510, 169550.8, 1510, 234192.3, 1510, 1139811.0, 1510, 393080.2, 1510, 417034.6, 1510, 298698.4, 1510, 192263.6, 1510, 360425.3, 1510, 265689.0, 1510, 321519.0, 1510, 255350.6, 1510, 365500.7, 1510, 265134.8, 1510, 347613.5, 1510, 399168.7, 1510, 255144.8
1512, 169493.7, 1512, 234179.2, 1512, 1139849.0, 1512, 393048.0, 1512, 416998.2, 1512, 298715.2, 1512, 192267.1, 1512, 360416.1, 1512, 265686.7, 1512, 321383.8, 1512, 255313.7, 1512, 365523.1, 1512, 265125.2, 1512, 347577.5, 1512, 399201.1, 1512, 255118.6
1514, 169554.1, 1514, 234150.1, 1514, 1139837.0, 1514, 393053.2, 1514, 417048.0, 1514, 298709.4, 1514, 192243.6, 1514, 360427.4, 1514, 265707.1, 1514, 321442.8, 1514, 255382.0, 1514, 365460.7, 1514, 265129.1, 1514, 347645.8, 1514, 399172.5, 1514, 255137.0
1516, 169471.3, 1516, 234179.3, 1516, 1139818.0, 1516, 393013.6, 1516, 417045.1, 1516, 298683.9, 1516, 192285.0, 1516, 360386.6, 1516, 265697.6, 1516, 321365.7, 1516, 255367.5, 1516, 365480.0, 1516, 265079.5, 1516, 347601.5, 1516, 399138.5, 1516, 255153.5
1518, 169449.2, 1518, 234116.8, 1518, 1139767.0, 1518, 393025.7, 1518, 416993.1, 1518, 298712.8, 1518, 192259.2, 1518, 360372.0, 1518, 265708.7, 1518, 321403.5, 1518, 255293.8, 1518, 365468.2, 1518, 265137.4, 1518, 347620.4, 1518, 399115.4, 1518, 255091.1
1520, 169501.8, 1520, 234134.6, 1520, 1139777.0, 1520, 393042.8, 1520, 416980.0, 1520, 298685.5, 1520, 192242.7, 1520, 360366.3, 1520, 265723.1, 1520, 321401.4, 1520, 255407.1, 1520, 365500.3, 1520, 265050.4, 1520, 347586.5, 1520, 399102.3, 1520, 255061.0
1522, 169449.6, 1522, 234078.8, 1522, 1139809.0, 1522, 393061.1, 1522, 416962.2, 1522, 298726.4, 1522, 192233.1, 1522, 360321.5, 1522, 265672.2, 1522, 321371.2, 1522, 255331.7, 1522, 365437.3, 1522, 265048.6, 1522, 347537.6, 1522, 399113.3, 1522, 255094.8
1524, 169398.6, 1524, 234159.8, 1524, 1139771.0, 1524, 393014.1, 1524, 416979.5, 1524, 298700.6, 1524, 192251.4, 1524, 360393.1, 1524, 265729.7, 1524, 321373.5, 1524, 255343.4, 1524, 365444.1, 1524, 265075.6, 1524, 347577.7, 1524, 399133.2, 1524, 255057.5
1526, 169456.4, 1526, 234123.2, 1526, 1139786.0, 1526, 392995.9, 1526, 416989.7, 1526, 298665.0, 1526, 192271.1, 1526, 360343.4, 1526, 265646.9, 1526, 321336.4, 1526, 255351.3, 1526, 365448.4, 1526, 265066.8, 1526, 347565.8, 1526, 399116.3, 1526, 255044.9
1528, 169387.9, 1528, 234057.1, 1528, 1139773.0, 1528, 392990.0, 1528, 416939.9, 1528, 298668.2, 1528, 192245.5, 1528, 360324.1, 1528, 265716.9, 1528, 321359.4, 1528, 255430.8, 1528, 365474.9, 1528, 265066.9, 1528, 347556.7, 1528, 399086.9, 1528, 255070.7
1530, 169368.9, 1530, 234098.4, 1530, 1139755.0, 1530, 392993.0, 1530, 416969.2, 1530, 298671.2, 1530, 192254.4, 1530, 360334.1, 1530, 265694.1, 1530, 321382.1, 1530, 255286.5, 1530, 365510.8, 1530, 265073.6, 1530, 347565.3, 1530, 399154.9, 1530, 255096.6
1532, 169430.4, 1532, 234126.8, 1532, 1139864.0, 1532, 393031.8, 1532, 416964.7, 1532, 298673.3, 1532, 192257.3, 1532, 360334.2, 1532, 265684.4, 1532, 321435.5, 1532, 255284.4, 1532, 365496.8, 1532, 265033.1, 1532, 347599.6, 1532, 399198.3, 1532, 255124.8
1534, 169390.1, 1534, 234070.3, 1534, 1139777.0, 1534, 393040.7, 1534, 416874.8, 1534, 298658.9, 1534, 192250.8, 1534, 360362.1, 1534, 265665.4, 1534, 321411.2, 1534, 255271.4, 1534, 365433.3, 1534, 265071.4, 1534, 347537.5, 1534, 399186.6, 1534, 255119.6
1536, 169458.2, 1536, 234126.1, 1536, 1139779.0, 1536, 393035.4, 1536, 416953.0, 1536, 298699.6, 1536, 192266.8, 1536, 360324.7, 1536, 265640.8, 1536, 321420.0, 1536, 255257.8, 1536, 365465.6, 1536, 265060.9, 1536, 347490.9, 1536, 399190.4, 1536, 255077.3
1538, 169482.0, 1538, 234117.0, 1538, 1139808.0, 1538, 393053.9, 1538, 416963.7, 1538, 298679.0, 1538, 192272.9, 1538, 360313.8, 1538, 265676.6, 1538, 321410.2, 1538, 255359.8, 1538, 365467.8, 1538, 265119.0, 1538, 347579.2, 1538, 399204.5, 1538, 255126.5
1540, 169474.2, 1540, 234129.2, 1540, 1139804.0, 1540, 393041.3, 1540, 416974.6, 1540, 298658.3, 1540, 192188.7, 1540, 360371.4, 1540, 265601.8, 1540, 321512.5, 1540, 255219.8, 1540, 365438.7, 1540, 265135.1, 1540, 347615.7, 1540, 399298.8, 1540, 255115.8
1542, 169493.4, 1542, 234143.8, 1542, 1139850.0, 1542, 393182.1, 1542, 416987.2, 1542, 298696.4, 1542, 192187.8, 1542, 360375.3, 1542, 265607.8, 1542, 321590.9, 1542, 255158.1, 1542, 365438.8, 1542, 265194.7, 1542, 347570.3, 1542, 399419.1, 1542, 255112.3
1544, 169512.8, 1544, 234211.4, 1544, 1139880.0, 1544, 393201.0, 1544, 416922.3, 1544, 298704.5, 1544, 192156.4, 1544, 360473.8, 1544, 265528.4, 1544, 321644.0, 1544, 255027.8, 1544, 365478.6, 1544, 265212.5, 1544, 347424.5, 1544, 399515.3, 1544, 255120.3
1546, 169579.7, 1546, 234260.9, 1546, 1139866.0, 1546, 393176.5, 1546, 416985.7, 1546, 298665.1, 1546, 192154.8, 1546, 360464.6, 1546, 265526.5, 1546, 321638.9, 1546, 254937.1, 1546, 365439.2, 1546, 265142.5, 1546, 347410.4, 1546, 399502.4, 1546, 255140.7
1548, 169534.1, 1548, 234267.1, 1548, 1139848.0, 1548, 393134.3, 1548, 416982.0, 1548, 298588.0, 1548, 192156.0, 1548, 360477.7, 1548, 265495.5, 1548, 321540.5, 1548, 254947.0, 1548, 365397.1, 1548, 265139.7, 1548, 347391.5, 1548, 399361.2, 1548, 255075.2
1550, 169596.8, 1550, 234249.8, 1550, 1139858.0, 1550, 393103.1, 1550, 416971.2, 1550, 298555.5, 1550, 192177.9, 1550, 360458.4, 1550, 265573.0, 1550, 321487.7, 1550, 255008.5, 1550, 365398.0, 1550, 265151.9, 1550, 347421.1, 1550, 399259.8, 1550, 255070.9
1552, 169566.4, 1552, 234154.0, 1552, 1139856.0, 1552, 393018.0, 1552, 416977.6, 1552, 298540.6, 1552, 192150.2, 1552, 360384.9, 1552, 265515.1, 1552, 321403.4, 1552, 255045.1, 1552, 365405.0, 1552, 265058.7, 1552, 347394.8, 1552, 399149.4, 1552, 255035.2
1554, 169480.8, 1554, 234155.2, 1554, 1139822.0, 1554, 393013.7, 1554, 416911.6, 1554, 298498.8, 1554, 192181.8, 1554, 360375.6, 1554, 265539.4, 1554, 321400.3, 1554, 255076.1, 1554, 365334.2, 1554, 265005.2, 1554, 347426.1, 1554, 399088.3, 1554, 255033.8
1556, 169489.2, 1556, 234156.4, 1556, 1139781.0, 1556, 392977.9, 1556, 416928.1, 1556, 298530.2, 1556, 192122.2, 1556, 360332.6, 1556, 265591.4, 1556, 321327.5, 1556, 255062.0, 1556, 365399.0, 1556, 265073.4, 1556, 347453.2, 1556, 399082.0, 1556, 255002.0
1558, 169451.3, 1558, 234039.8, 1558, 1139738.0, 1558, 392958.8, 1558, 416886.7, 1558, 298501.7, 1558, 192176.4, 1558, 360329.3, 1558, 265551.9, 1558, 321326.8, 1558, 255067.5, 1558, 365364.1, 1558, 264973.4, 1558, 347442.4, 1558, 399038.7, 1558, 254996.1
1560, 169400.3, 1560, 234049.5, 1560, 1139720.0, 1560, 392886.1, 1560, 416948.9, 1560, 298531.6, 1560, 192144.3, 1560, 360308.1, 1560, 265604.9, 1560, 321333.6, 1560, 255164.9, 1560, 365332.1, 1560, 265015.7, 1560, 347469.7, 1560, 399077.7, 1560, 254989.2
1562, 169380.4, 1562, 234061.0, 1562, 1139716.0, 1562, 392950.5, 1562, 416875.4, 1562, 298564.2, 1562, 192150.6, 1562, 360328.8, 1562, 265591.1, 1562, 321319.2, 1562, 255171.5, 1562, 365303.9, 1562, 264969.9, 1562, 347450.8, 1562, 398978.9, 1562, 254988.2
1564, 169362.0, 1564, 234020.1, 1564, 1139690.0, 1564, 392888.6, 1564, 416912.0, 1564, 298527.4, 1564, 192143.1, 1564, 360249.3, 1564, 265631.6, 1564, 321263.9, 1564, 255151.3, 1564, 365332.9, 1564, 264971.5, 1564, 347445.2, 1564, 399000.0, 1564, 254942.7
