time 1,PLA_1, time 2,PLA_2,time 3,PLA_3, time 4,PLA_4,time 5 ,PCL_1, time 6,PCL_2,time 7,PCL_3, time 8,PCL_4,time 9 ,PBS_1, time 10,PBS_2,time 11,PBS_3, time 12,PBS_4,time 13 ,Borosilicate_1, time 14,Borosilicate_2,time 15,Borosilicate_3, time 16,Borosilicate_4
4210, 165137.6, 4210, 230272.7, 4210, 1137421.0, 4210, 389009.9, 4210, 414395.7, 4210, 296003.1, 4210, 189257.4, 4210, 357513.9, 4210, 263905.0, 4210, 318008.3, 4210, 253252.6, 4210, 362500.5, 4210, 263612.5, 4210, 345370.5, 4210, 398508.2, 4210, 253282.8
4212, 165156.0, 4212, 230211.5, 4212, 1137510.0, 4212, 388964.8, 4212, 414426.1, 4212, 295993.9, 4212, 189222.5, 4212, 357468.1, 4212, 263851.4, 4212, 317987.0, 4212, 253188.7, 4212, 362471.4, 4212, 263605.6, 4212, 345364.9, 4212, 398537.6, 4212, 253318.4
4214, 165161.5, 4214, 230292.9, 4214, 1137403.0, 4214, 388976.6, 4214, 414415.3, 4214, 295999.5, 4214, 189218.8, 4214, 357489.3, 4214, 263817.1, 4214, 317967.0, 4214, 253230.7, 4214, 362483.8, 4214, 263660.4, 4214, 345322.9, 4214, 398537.4, 4214, 253327.6
4216, 165177.4, 4216, 230250.0, 4216, 1137466.0, 4216, 388918.7, 4216, 414438.5, 4216, 295993.4, 4216, 189224.8, 4216, 357509.9, 4216, 263861.9, 4216, 317992.3, 4216, 253232.8, 4216, 362532.4, 4216, 263677.1, 4216, 345348.3, 4216, 398499.6, 4216, 253316.2
4218, 165123.4, 4218, 230243.6, 4218, 1137381.0, 4218, 388944.5, 4218, 414469.4, 4218, 296050.3, 4218, 189247.6, 4218, 357501.7, 4218, 263858.9, 4218, 317905.7, 4218, 253274.2, 4218, 362479.4, 4218, 263643.1, 4218, 345333.6, 4218, 398515.9, 4218, 253309.9
4220, 165177.8, 4220, 230180.8, 4220, 1137443.0, 4220, 388972.8, 4220, 414420.8, 4220, 296029.6, 4220, 189259.0, 4220, 357460.0, 4220, 263875.6, 4220, 318006.1, 4220, 253187.7, 4220, 362490.8, 4220, 263668.7, 4220, 345357.5, 4220, 398474.8, 4220, 253307.7
4222, 165127.4, 4222, 230216.9, 4222, 1137374.0, 4222, 388904.7, 4222, 414419.2, 4222, 295998.3, 4222, 189176.1, 4222, 357471.5, 4222, 263791.1, 4222, 317943.9, 4222, 253232.2, 4222, 362490.9, 4222, 263647.1, 4222, 345395.2, 4222, 398478.7, 4222, 253336.7
4224, 165133.8, 4224, 230225.6, 4224, 1137447.0, 4224, 388970.9, 4224, 414415.3, 4224, 296039.8, 4224, 189278.5, 4224, 357539.5, 4224, 263877.0, 4224, 317978.4, 4224, 253285.3, 4224, 362483.3, 4224, 263678.6, 4224, 345356.5, 4224, 398464.6, 4224, 253294.5
4226, 165151.2, 4226, 230255.3, 4226, 1137466.0, 4226, 388950.2, 4226, 414405.1, 4226, 296027.1, 4226, 189281.2, 4226, 357512.7, 4226, 263920.4, 4226, 318027.8, 4226, 253276.2, 4226, 362468.8, 4226, 263641.7, 4226, 345363.9, 4226, 398503.9, 4226, 253340.3
4228, 165177.6, 4228, 230248.7, 4228, 1137504.0, 4228, 389005.3, 4228, 414404.6, 4228, 296057.4, 4228, 189253.0, 4228, 357423.6, 4228, 263861.7, 4228, 318092.7, 4228, 253249.4, 4228, 362536.3, 4228, 263692.5, 4228, 345373.0, 4228, 398624.7, 4228, 253345.7
4230, 165183.2, 4230, 230268.5, 4230, 1137519.0, 4230, 389030.1, 4230, 414416.1, 4230, 296039.4, 4230, 189209.7, 4230, 357497.8, 4230, 263849.4, 4230, 318090.0, 4230, 253196.0, 4230, 362527.6, 4230, 263717.1, 4230, 345362.2, 4230, 398654.0, 4230, 253375.8
4232, 165189.6, 4232, 230295.3, 4232, 1137498.0, 4232, 389108.8, 4232, 414397.3, 4232, 296048.9, 4232, 189238.1, 4232, 357513.5, 4232, 263824.0, 4232, 318080.8, 4232, 253233.7, 4232, 362574.0, 4232, 263703.9, 4232, 345322.8, 4232, 398683.7, 4232, 253381.2
4234, 165185.8, 4234, 230321.3, 4234, 1137420.0, 4234, 389034.8, 4234, 414438.6, 4234, 296044.7, 4234, 189231.2, 4234, 357568.0, 4234, 263851.6, 4234, 318007.4, 4234, 253199.5, 4234, 362518.7, 4234, 263694.7, 4234, 345335.0, 4234, 398609.7, 4234, 253354.0
4236, 165229.4, 4236, 230246.4, 4236, 1137506.0, 4236, 388976.1, 4236, 414389.6, 4236, 296029.5, 4236, 189232.7, 4236, 357531.7, 4236, 263828.8, 4236, 318086.9, 4236, 253181.6, 4236, 362531.0, 4236, 263663.5, 4236, 345359.6, 4236, 398600.7, 4236, 253352.1
4238, 165214.9, 4238, 230325.3, 4238, 1137482.0, 4238, 389023.5, 4238, 414459.7, 4238, 296010.5, 4238, 189260.8, 4238, 357528.4, 4238, 263832.4, 4238, 318066.2, 4238, 253174.2, 4238, 362523.9, 4238, 263680.5, 4238, 345322.3, 4238, 398627.5, 4238, 253327.0
4240, 165168.7, 4240, 230318.0, 4240, 1137467.0, 4240, 389043.1, 4240, 414483.4, 4240, 296068.9, 4240, 189228.8, 4240, 357535.0, 4240, 263831.9, 4240, 318006.2, 4240, 253209.9, 4240, 362496.9, 4240, 263663.8, 4240, 345250.1, 4240, 398579.6, 4240, 253333.2
4242, 165255.3, 4242, 230295.1, 4242, 1137456.0, 4242, 388965.0, 4242, 414419.9, 4242, 295995.6, 4242, 189251.7, 4242, 357500.1, 4242, 263843.1, 4242, 317995.4, 4242, 253162.0, 4242, 362557.1, 4242, 263712.0, 4242, 345270.6, 4242, 398617.3, 4242, 253316.7
4244, 165195.4, 4244, 230276.8, 4244, 1137478.0, 4244, 388968.1, 4244, 414394.6, 4244, 295987.4, 4244, 189242.8, 4244, 357502.4, 4244, 263844.7, 4244, 317999.9, 4244, 253178.2, 4244, 362520.0, 4244, 263725.4, 4244, 345319.5, 4244, 398554.6, 4244, 253355.9
4246, 165099.6, 4246, 230246.0, 4246, 1137496.0, 4246, 388923.0, 4246, 414463.3, 4246, 296031.9, 4246, 189249.2, 4246, 357496.8, 4246, 263820.3, 4246, 318034.6, 4246, 253188.9, 4246, 362511.1, 4246, 263663.9, 4246, 345353.7, 4246, 398520.5, 4246, 253328.1
4248, 165165.8, 4248, 230268.5, 4248, 1137468.0, 4248, 389023.4, 4248, 414434.7, 4248, 296037.2, 4248, 189260.4, 4248, 357517.0, 4248, 263812.1, 4248, 317983.0, 4248, 253216.4, 4248, 362499.0, 4248, 263689.1, 4248, 345316.9, 4248, 398513.5, 4248, 253351.7
4250, 165179.6, 4250, 230273.8, 4250, 1137458.0, 4250, 388965.7, 4250, 414459.4, 4250, 295944.2, 4250, 189223.3, 4250, 357499.7, 4250, 263894.2, 4250, 317970.3, 4250, 253290.9, 4250, 362475.1, 4250, 263653.4, 4250, 345335.5, 4250, 398522.0, 4250, 253354.0
4252, 165191.2, 4252, 230225.6, 4252, 1137421.0, 4252, 388939.8, 4252, 414424.7, 4252, 295981.6, 4252, 189227.7, 4252, 357498.0, 4252, 263833.3, 4252, 317938.3, 4252, 253185.2, 4252, 362509.6, 4252, 263651.0, 4252, 345338.4, 4252, 398550.4, 4252, 253295.8
4254, 165129.9, 4254, 230207.5, 4254, 1137388.0, 4254, 388965.7, 4254, 414449.7, 4254, 295982.6, 4254, 189234.8, 4254, 357516.8, 4254, 263855.8, 4254, 318022.0, 4254, 253213.4, 4254, 362482.5, 4254, 263648.5, 4254, 345379.4, 4254, 398485.5, 4254, 253367.5
4256, 165124.1, 4256, 230215.4, 4256, 1137470.0, 4256, 388959.3, 4256, 414467.4, 4256, 296015.7, 4256, 189259.3, 4256, 357472.9, 4256, 263878.8, 4256, 317967.2, 4256, 253266.5, 4256, 362487.3, 4256, 263671.6, 4256, 345355.5, 4256, 398486.4, 4256, 253347.7
4258, 165165.8, 4258, 230273.2, 4258, 1137457.0, 4258, 388967.4, 4258, 414426.6, 4258, 296047.6, 4258, 189253.3, 4258, 357470.7, 4258, 263832.6, 4258, 317974.9, 4258, 253230.2, 4258, 362556.3, 4258, 263654.0, 4258, 345376.9, 4258, 398537.0, 4258, 253357.8
4260, 165171.3, 4260, 230201.0, 4260, 1137421.0, 4260, 388962.5, 4260, 414430.9, 4260, 296032.3, 4260, 189254.5, 4260, 357457.0, 4260, 263829.3, 4260, 318041.5, 4260, 253289.9, 4260, 362477.3, 4260, 263606.2, 4260, 345364.5, 4260, 398486.3, 4260, 253308.2
4262, 165178.8, 4262, 230232.8, 4262, 1137450.0, 4262, 388976.0, 4262, 414423.1, 4262, 296064.7, 4262, 189221.5, 4262, 357459.6, 4262, 263859.0, 4262, 317974.3, 4262, 253264.7, 4262, 362507.2, 4262, 263706.8, 4262, 345346.6, 4262, 398528.0, 4262, 253362.7
4264, 165184.3, 4264, 230215.3, 4264, 1137444.0, 4264, 389017.9, 4264, 414415.6, 4264, 296086.6, 4264, 189235.4, 4264, 357474.8, 4264, 263848.9, 4264, 317972.6, 4264, 253280.4, 4264, 362533.2, 4264, 263685.5, 4264, 345369.6, 4264, 398585.2, 4264, 253306.4
4266, 165146.6, 4266, 230232.2, 4266, 1137434.0, 4266, 388965.9, 4266, 414362.5, 4266, 296026.6, 4266, 189273.9, 4266, 357441.3, 4266, 263837.6, 4266, 317980.6, 4266, 253250.4, 4266, 362538.9, 4266, 263645.1, 4266, 345346.0, 4266, 398540.0, 4266, 253308.6
4268, 165190.8, 4268, 230205.7, 4268, 1137443.0, 4268, 388998.2, 4268, 414406.2, 4268, 296019.9, 4268, 189220.8, 4268, 357486.9, 4268, 263836.8, 4268, 317962.6, 4268, 253221.6, 4268, 362490.8, 4268, 263646.0, 4268, 345340.8, 4268, 398463.3, 4268, 253283.2
4270, 165140.9, 4270, 230229.8, 4270, 1137463.0, 4270, 388973.9, 4270, 414379.6, 4270, 296025.5, 4270, 189273.2, 4270, 357484.0, 4270, 263836.8, 4270, 317957.1, 4270, 253203.0, 4270, 362505.5, 4270, 263688.1, 4270, 345369.9, 4270, 398511.9, 4270, 253269.2
4272, 165143.3, 4272, 230225.7, 4272, 1137428.0, 4272, 388988.1, 4272, 414410.5, 4272, 296040.0, 4272, 189243.7, 4272, 357483.9, 4272, 263840.8, 4272, 317925.2, 4272, 253289.7, 4272, 362463.4, 4272, 263664.2, 4272, 345345.4, 4272, 398530.7, 4272, 253331.1
4274, 165155.4, 4274, 230262.8, 4274, 1137387.0, 4274, 388971.9, 4274, 414449.4, 4274, 295996.8, 4274, 189278.5, 4274, 357506.9, 4274, 263906.6, 4274, 317980.2, 4274, 253265.8, 4274, 362484.8, 4274, 263735.8, 4274, 345356.8, 4274, 398510.0, 4274, 253307.4
4276, 165155.4, 4276, 230200.5, 4276, 1137391.0, 4276, 388935.0, 4276, 414377.9, 4276, 296045.9, 4276, 189244.7, 4276, 357418.8, 4276, 263865.7, 4276, 317928.2, 4276, 253304.4, 4276, 362488.2, 4276, 263620.2, 4276, 345342.4, 4276, 398492.2, 4276, 253341.0
4278, 165182.5, 4278, 230190.2, 4278, 1137428.0, 4278, 388961.6, 4278, 414399.1, 4278, 296020.1, 4278, 189268.1, 4278, 357424.9, 4278, 263877.6, 4278, 317936.9, 4278, 253270.5, 4278, 362514.3, 4278, 263664.1, 4278, 345348.3, 4278, 398489.0, 4278, 253276.7
4280, 165157.2, 4280, 230270.6, 4280, 1137496.0, 4280, 388945.3, 4280, 414451.1, 4280, 296022.1, 4280, 189260.3, 4280, 357438.8, 4280, 263843.1, 4280, 317990.9, 4280, 253304.2, 4280, 362504.6, 4280, 263641.8, 4280, 345386.8, 4280, 398507.9, 4280, 253255.5
4282, 165154.6, 4282, 230206.4, 4282, 1137394.0, 4282, 388979.8, 4282, 414399.1, 4282, 296012.0, 4282, 189245.8, 4282, 357431.1, 4282, 263908.4, 4282, 317973.8, 4282, 253282.5, 4282, 362551.8, 4282, 263634.1, 4282, 345360.0, 4282, 398514.9, 4282, 253312.8
4284, 165160.8, 4284, 230209.0, 4284, 1137422.0, 4284, 388987.8, 4284, 414438.5, 4284, 296074.1, 4284, 189223.4, 4284, 357472.9, 4284, 263881.9, 4284, 318017.8, 4284, 253273.6, 4284, 362485.0, 4284, 263667.6, 4284, 345384.6, 4284, 398581.9, 4284, 253335.9
4286, 165136.6, 4286, 230208.2, 4286, 1137463.0, 4286, 389024.2, 4286, 414400.0, 4286, 296096.8, 4286, 189237.7, 4286, 357534.5, 4286, 263809.7, 4286, 318049.0, 4286, 253258.3, 4286, 362507.3, 4286, 263664.7, 4286, 345336.3, 4286, 398618.6, 4286, 253345.8
4288, 165146.4, 4288, 230250.4, 4288, 1137454.0, 4288, 389028.1, 4288, 414422.0, 4288, 295993.2, 4288, 189246.5, 4288, 357519.8, 4288, 263804.4, 4288, 317981.7, 4288, 253257.8, 4288, 362472.2, 4288, 263673.4, 4288, 345324.4, 4288, 398598.6, 4288, 253361.0
4290, 165143.6, 4290, 230256.0, 4290, 1137478.0, 4290, 388976.1, 4290, 414425.8, 4290, 296028.2, 4290, 189284.4, 4290, 357500.5, 4290, 263818.4, 4290, 317984.2, 4290, 253234.7, 4290, 362472.2, 4290, 263654.9, 4290, 345381.8, 4290, 398593.4, 4290, 253339.6
4292, 165154.9, 4292, 230233.6, 4292, 1137469.0, 4292, 388953.1, 4292, 414381.4, 4292, 295993.4, 4292, 189239.3, 4292, 357480.4, 4292, 263867.1, 4292, 318050.8, 4292, 253142.7, 4292, 362491.8, 4292, 263615.4, 4292, 345353.1, 4292, 398537.1, 4292, 253269.9
4294, 165179.3, 4294, 230211.5, 4294, 1137452.0, 4294, 388988.3, 4294, 414429.5, 4294, 296037.6, 4294, 189257.3, 4294, 357512.1, 4294, 263877.1, 4294, 317954.1, 4294, 253275.3, 4294, 362512.7, 4294, 263658.0, 4294, 345362.7, 4294, 398529.3, 4294, 253347.8
4296, 165179.5, 4296, 230226.0, 4296, 1137420.0, 4296, 388943.1, 4296, 414428.0, 4296, 295982.4, 4296, 189229.5, 4296, 357483.1, 4296, 263872.1, 4296, 317968.3, 4296, 253293.0, 4296, 362504.8, 4296, 263706.7, 4296, 345374.5, 4296, 398502.5, 4296, 253325.1
4298, 165174.6, 4298, 230239.7, 4298, 1137442.0, 4298, 388983.2, 4298, 414396.9, 4298, 296040.8, 4298, 189292.7, 4298, 357460.8, 4298, 263881.8, 4298, 317997.6, 4298, 253352.2, 4298, 362530.3, 4298, 263666.4, 4298, 345350.9, 4298, 398594.0, 4298, 253352.4
4300, 165117.9, 4300, 230196.8, 4300, 1137391.0, 4300, 388968.0, 4300, 414377.8, 4300, 296095.3, 4300, 189250.9, 4300, 357492.6, 4300, 263799.8, 4300, 318008.2, 4300, 253283.2, 4300, 362550.5, 4300, 263702.4, 4300, 345325.9, 4300, 398593.4, 4300, 253357.8
4302, 165170.9, 4302, 230257.2, 4302, 1137422.0, 4302, 389032.6, 4302, 414384.4, 4302, 296064.4, 4302, 189304.6, 4302, 357497.8, 4302, 263867.9, 4302, 318024.2, 4302, 253217.7, 4302, 362512.9, 4302, 263669.5, 4302, 345283.1, 4302, 398626.2, 4302, 253341.8
4304, 165189.8, 4304, 230276.0, 4304, 1137372.0, 4304, 388990.4, 4304, 414422.8, 4304, 296027.1, 4304, 189296.8, 4304, 357483.9, 4304, 263876.8, 4304, 317977.0, 4304, 253225.0, 4304, 362490.0, 4304, 263700.4, 4304, 345377.3, 4304, 398546.9, 4304, 253321.8
4306, 165142.4, 4306, 230219.0, 4306, 1137429.0, 4306, 388898.5, 4306, 414406.0, 4306, 295990.2, 4306, 189279.5, 4306, 357545.8, 4306, 263882.0, 4306, 318021.8, 4306, 253271.2, 4306, 362487.8, 4306, 263681.5, 4306, 345305.9, 4306, 398530.3, 4306, 253329.8
4308, 165133.1, 4308, 230207.9, 4308, 1137401.0, 4308, 388927.6, 4308, 414389.3, 4308, 296007.3, 4308, 189225.1, 4308, 357476.9, 4308, 263869.5, 4308, 317950.4, 4308, 253242.4, 4308, 362482.3, 4308, 263650.9, 4308, 345418.9, 4308, 398541.3, 4308, 253308.3
4310, 165130.8, 4310, 230184.9, 4310, 1137477.0, 4310, 388971.5, 4310, 414355.1, 4310, 296009.6, 4310, 189282.3, 4310, 357473.9, 4310, 263864.4, 4310, 317971.4, 4310, 253237.4, 4310, 362490.6, 4310, 263667.7, 4310, 345363.2, 4310, 398541.5, 4310, 253278.1
4312, 165142.3, 4312, 230171.6, 4312, 1137387.0, 4312, 388914.4, 4312, 414369.9, 4312, 296032.5, 4312, 189237.1, 4312, 357465.3, 4312, 263853.0, 4312, 317957.2, 4312, 253309.0, 4312, 362484.7, 4312, 263679.1, 4312, 345389.4, 4312, 398538.3, 4312, 253347.8
4314, 165123.1, 4314, 230196.9, 4314, 1137400.0, 4314, 388886.9, 4314, 414430.8, 4314, 296007.7, 4314, 189270.2, 4314, 357439.0, 4314, 263866.3, 4314, 317962.6, 4314, 253265.7, 4314, 362466.8, 4314, 263662.6, 4314, 345337.9, 4314, 398520.5, 4314, 253277.5
4316, 165152.0, 4316, 230161.3, 4316, 1137409.0, 4316, 388903.8, 4316, 414384.1, 4316, 296053.8, 4316, 189307.0, 4316, 357426.2, 4316, 263908.6, 4316, 317887.0, 4316, 253292.7, 4316, 362499.0, 4316, 263626.8, 4316, 345375.4, 4316, 398516.7, 4316, 253356.0
4318, 165139.7, 4318, 230227.1, 4318, 1137405.0, 4318, 388959.1, 4318, 414389.9, 4318, 296058.0, 4318, 189237.8, 4318, 357473.9, 4318, 263924.2, 4318, 317928.6, 4318, 253350.1, 4318, 362539.7, 4318, 263629.9, 4318, 345320.0, 4318, 398493.5, 4318, 253314.1
4320, 165148.6, 4320, 230208.8, 4320, 1137403.0, 4320, 388911.0, 4320, 414389.6, 4320, 296049.7, 4320, 189245.4, 4320, 357451.8, 4320, 263919.7, 4320, 317960.4, 4320, 253320.7, 4320, 362471.9, 4320, 263627.9, 4320, 345356.6, 4320, 398487.1, 4320, 253289.8
4322, 165152.6, 4322, 230155.9, 4322, 1137363.0, 4322, 388944.2, 4322, 414381.9, 4322, 296047.0, 4322, 189266.7, 4322, 357564.5, 4322, 263831.0, 4322, 317889.4, 4322, 253282.7, 4322, 362483.2, 4322, 263639.3, 4322, 345352.0, 4322, 398515.2, 4322, 253343.8
4324, 165129.3, 4324, 230213.5, 4324, 1137436.0, 4324, 388957.4, 4324, 414430.0, 4324, 296060.4, 4324, 189320.4, 4324, 357491.7, 4324, 263926.3, 4324, 317953.0, 4324, 253299.8, 4324, 362490.7, 4324, 263639.9, 4324, 345366.2, 4324, 398563.4, 4324, 253328.4
4326, 165125.1, 4326, 230185.3, 4326, 1137417.0, 4326, 388926.1, 4326, 414395.1, 4326, 296015.3, 4326, 189269.2, 4326, 357418.9, 4326, 263877.9, 4326, 317950.5, 4326, 253274.1, 4326, 362488.0, 4326, 263609.4, 4326, 345321.5, 4326, 398550.6, 4326, 253331.9
4328, 165123.8, 4328, 230192.4, 4328, 1137411.0, 4328, 388926.8, 4328, 414361.0, 4328, 296052.6, 4328, 189294.8, 4328, 357460.3, 4328, 263866.2, 4328, 317927.8, 4328, 253282.9, 4328, 362514.3, 4328, 263652.3, 4328, 345349.7, 4328, 398466.5, 4328, 253270.1
4330, 165173.4, 4330, 230196.7, 4330, 1137419.0, 4330, 388913.1, 4330, 414361.9, 4330, 296039.0, 4330, 189282.3, 4330, 357474.9, 4330, 263891.4, 4330, 317965.5, 4330, 253321.8, 4330, 362483.0, 4330, 263664.9, 4330, 345364.9, 4330, 398499.4, 4330, 253337.2
4332, 165160.8, 4332, 230186.2, 4332, 1137396.0, 4332, 388991.7, 4332, 414362.4, 4332, 296051.0, 4332, 189255.3, 4332, 357407.4, 4332, 263881.3, 4332, 317964.3, 4332, 253311.3, 4332, 362532.5, 4332, 263678.0, 4332, 345372.7, 4332, 398540.2, 4332, 253295.5
4334, 165145.1, 4334, 230245.6, 4334, 1137484.0, 4334, 388979.9, 4334, 414348.7, 4334, 296081.1, 4334, 189296.2, 4334, 357550.5, 4334, 263838.7, 4334, 318031.2, 4334, 253303.1, 4334, 362523.3, 4334, 263655.2, 4334, 345365.7, 4334, 398636.3, 4334, 253341.8
4336, 165165.3, 4336, 230238.2, 4336, 1137465.0, 4336, 389000.6, 4336, 414379.8, 4336, 296067.5, 4336, 189225.1, 4336, 357530.4, 4336, 263847.7, 4336, 318049.2, 4336, 253235.8, 4336, 362516.2, 4336, 263636.0, 4336, 345351.5, 4336, 398637.4, 4336, 253332.2
4338, 165109.5, 4338, 230242.3, 4338, 1137472.0, 4338, 389001.9, 4338, 414412.2, 4338, 296067.2, 4338, 189278.4, 4338, 357538.8, 4338, 263911.0, 4338, 317970.0, 4338, 253245.9, 4338, 362544.0, 4338, 263702.9, 4338, 345371.8, 4338, 398585.1, 4338, 253268.0
4340, 165178.9, 4340, 230191.2, 4340, 1137391.0, 4340, 388978.4, 4340, 414417.2, 4340, 296007.9, 4340, 189317.4, 4340, 357515.2, 4340, 263859.4, 4340, 317992.5, 4340, 253252.0, 4340, 362584.4, 4340, 263673.7, 4340, 345376.7, 4340, 398513.1, 4340, 253344.0
4342, 165151.8, 4342, 230233.5, 4342, 1137401.0, 4342, 388915.5, 4342, 414381.4, 4342, 296038.2, 4342, 189237.9, 4342, 357483.3, 4342, 263847.1, 4342, 317975.9, 4342, 253212.9, 4342, 362483.6, 4342, 263638.7, 4342, 345312.4, 4342, 398551.6, 4342, 253301.2
4344, 165179.3, 4344, 230231.8, 4344, 1137440.0, 4344, 388999.6, 4344, 414392.0, 4344, 295988.5, 4344, 189261.9, 4344, 357501.2, 4344, 263875.7, 4344, 317990.4, 4344, 253270.4, 4344, 362527.8, 4344, 263696.1, 4344, 345374.3, 4344, 398577.5, 4344, 253319.0
4346, 165200.3, 4346, 230177.9, 4346, 1137383.0, 4346, 388949.8, 4346, 414350.7, 4346, 296030.8, 4346, 189257.6, 4346, 357509.5, 4346, 263885.0, 4346, 317954.0, 4346, 253218.8, 4346, 362511.9, 4346, 263670.5, 4346, 345311.9, 4346, 398525.0, 4346, 253304.4
4348, 165130.3, 4348, 230172.5, 4348, 1137387.0, 4348, 388947.0, 4348, 414437.8, 4348, 296024.1, 4348, 189252.7, 4348, 357439.7, 4348, 263893.4, 4348, 317974.3, 4348, 253301.8, 4348, 362540.9, 4348, 263686.3, 4348, 345359.4, 4348, 398534.2, 4348, 253286.0
4350, 165147.8, 4350, 230235.4, 4350, 1137413.0, 4350, 388985.7, 4350, 414367.4, 4350, 296029.9, 4350, 189282.6, 4350, 357522.6, 4350, 263828.5, 4350, 317997.4, 4350, 253257.8, 4350, 362510.9, 4350, 263658.5, 4350, 345357.7, 4350, 398590.5, 4350, 253346.8
4352, 165138.3, 4352, 230218.5, 4352, 1137442.0, 4352, 388959.0, 4352, 414414.6, 4352, 296040.6, 4352, 189307.2, 4352, 357465.8, 4352, 263861.8, 4352, 318006.4, 4352, 253235.0, 4352, 362525.1, 4352, 263671.9, 4352, 345340.0, 4352, 398611.0, 4352, 253302.2
4354, 165162.3, 4354, 230271.3, 4354, 1137411.0, 4354, 389017.0, 4354, 414413.2, 4354, 296075.2, 4354, 189272.7, 4354, 357454.0, 4354, 263860.5, 4354, 317973.6, 4354, 253253.7, 4354, 362513.4, 4354, 263685.5, 4354, 345336.0, 4354, 398569.3, 4354, 253339.3
4356, 165166.0, 4356, 230259.7, 4356, 1137414.0, 4356, 388968.2, 4356, 414370.7, 4356, 296036.7, 4356, 189315.9, 4356, 357502.1, 4356, 263870.8, 4356, 317971.4, 4356, 253251.3, 4356, 362495.2, 4356, 263668.8, 4356, 345349.0, 4356, 398580.0, 4356, 253349.0
4358, 165092.8, 4358, 230231.3, 4358, 1137394.0, 4358, 388958.3, 4358, 414388.5, 4358, 296039.9, 4358, 189239.6, 4358, 357464.1, 4358, 263857.0, 4358, 317995.1, 4358, 253271.1, 4358, 362513.4, 4358, 263679.3, 4358, 345346.1, 4358, 398504.6, 4358, 253311.5
4360, 165110.4, 4360, 230243.6, 4360, 1137492.0, 4360, 388963.7, 4360, 414377.9, 4360, 295982.4, 4360, 189303.1, 4360, 357485.2, 4360, 263921.8, 4360, 317960.0, 4360, 253310.7, 4360, 362504.0, 4360, 263654.2, 4360, 345381.7, 4360, 398594.7, 4360, 253348.0
4362, 165144.3, 4362, 230170.9, 4362, 1137384.0, 4362, 388965.7, 4362, 414399.0, 4362, 296030.5, 4362, 189243.7, 4362, 357462.5, 4362, 263887.4, 4362, 317961.0, 4362, 253303.6, 4362, 362559.4, 4362, 263656.0, 4362, 345289.5, 4362, 398508.8, 4362, 253358.5
4364, 165178.3, 4364, 230221.1, 4364, 1137395.0, 4364, 388915.4, 4364, 414404.1, 4364, 296073.7, 4364, 189248.5, 4364, 357419.4, 4364, 263911.6, 4364, 317993.7, 4364, 253283.2, 4364, 362498.6, 4364, 263636.7, 4364, 345392.4, 4364, 398520.9, 4364, 253272.7
4366, 165211.4, 4366, 230228.6, 4366, 1137432.0, 4366, 388971.1, 4366, 414391.6, 4366, 296046.8, 4366, 189300.1, 4366, 357484.8, 4366, 263906.5, 4366, 317941.5, 4366, 253271.2, 4366, 362541.1, 4366, 263655.3, 4366, 345365.5, 4366, 398564.0, 4366, 253303.0
4368, 165199.4, 4368, 230279.9, 4368, 1137434.0, 4368, 388988.4, 4368, 414424.5, 4368, 296031.7, 4368, 189316.8, 4368, 357478.5, 4368, 263906.8, 4368, 318036.9, 4368, 253307.4, 4368, 362547.4, 4368, 263741.7, 4368, 345397.0, 4368, 398640.9, 4368, 253392.7
4370, 165175.3, 4370, 230269.6, 4370, 1137472.0, 4370, 389045.9, 4370, 414425.0, 4370, 296085.2, 4370, 189261.0, 4370, 357528.5, 4370, 263854.0, 4370, 318160.4, 4370, 253211.9, 4370, 362554.0, 4370, 263756.6, 4370, 345351.5, 4370, 398745.7, 4370, 253379.3
4372, 165144.2, 4372, 230309.8, 4372, 1137489.0, 4372, 389066.6, 4372, 414471.5, 4372, 296066.5, 4372, 189251.2, 4372, 357515.0, 4372, 263837.4, 4372, 318124.4, 4372, 253166.7, 4372, 362550.9, 4372, 263730.7, 4372, 345295.8, 4372, 398711.3, 4372, 253321.9
4374, 165231.6, 4374, 230311.5, 4374, 1137459.0, 4374, 389086.6, 4374, 414431.9, 4374, 296047.0, 4374, 189252.1, 4374, 357535.0, 4374, 263837.5, 4374, 318109.4, 4374, 253147.5, 4374, 362574.1, 4374, 263691.1, 4374, 345250.5, 4374, 398666.8, 4374, 253385.1
4376, 165230.7, 4376, 230339.4, 4376, 1137520.0, 4376, 389028.0, 4376, 414409.7, 4376, 296028.6, 4376, 189250.8, 4376, 357587.5, 4376, 263878.7, 4376, 318084.6, 4376, 253162.5, 4376, 362498.1, 4376, 263714.3, 4376, 345374.8, 4376, 398650.9, 4376, 253303.2
4378, 165243.3, 4378, 230300.7, 4378, 1137493.0, 4378, 389056.9, 4378, 414412.4, 4378, 296047.0, 4378, 189221.6, 4378, 357520.7, 4378, 263844.1, 4378, 318092.9, 4378, 253142.1, 4378, 362532.3, 4378, 263759.7, 4378, 345350.4, 4378, 398650.2, 4378, 253354.5
4380, 165185.8, 4380, 230247.0, 4380, 1137416.0, 4380, 389020.0, 4380, 414425.5, 4380, 296032.0, 4380, 189258.1, 4380, 357524.7, 4380, 263830.2, 4380, 318020.7, 4380, 253152.3, 4380, 362477.0, 4380, 263693.1, 4380, 345367.6, 4380, 398621.9, 4380, 253351.7
