time 1,PLA_1, time 2,PLA_2,time 3,PLA_3, time 4,PLA_4,time 5 ,PCL_1, time 6,PCL_2,time 7,PCL_3, time 8,PCL_4,time 9 ,PBA_1, time 10,PBA_2,time 11,PBA_3, time 12,PBA_4,time 13 ,Borosilicate_1, time 14,Borosilicate_2,time 15,Cellulose_1, time 16,Cellulose_2
178, 178881.6, 178, 242802.8, 178, 1151798.0, 178, 402129.3, 178, 426651.4, 178, 307852.5, 178, 200420.2, 178, 368310.0, 178, 276240.5, 178, 330090.5, 178, 266160.1, 178, 373244.7, 178, 275801.6, 178, 357119.8, 178, 411588.5, 178, 266366.9
180, 178898.0, 180, 242798.6, 180, 1151778.0, 180, 402125.3, 180, 426610.6, 180, 307842.1, 180, 200418.7, 180, 368268.0, 180, 276238.8, 180, 330102.0, 180, 266196.4, 180, 373272.9, 180, 275792.4, 180, 357138.3, 180, 411633.6, 180, 266464.9
182, 178869.2, 182, 242780.5, 182, 1151838.0, 182, 402113.5, 182, 426554.6, 182, 307882.8, 182, 200426.7, 182, 368232.7, 182, 276212.0, 182, 330080.8, 182, 266213.5, 182, 373221.5, 182, 275712.0, 182, 357120.4, 182, 411632.2, 182, 266458.7
184, 178797.8, 184, 242768.3, 184, 1151753.0, 184, 402107.4, 184, 426520.6, 184, 307910.9, 184, 200401.8, 184, 368249.0, 184, 276197.6, 184, 330006.6, 184, 266163.1, 184, 373235.7, 184, 275798.1, 184, 357160.9, 184, 411613.2, 184, 266453.6
186, 178853.7, 186, 242852.3, 186, 1151785.0, 186, 402100.9, 186, 426575.5, 186, 307748.0, 186, 200433.7, 186, 368263.4, 186, 276237.3, 186, 330040.5, 186, 266169.0, 186, 373249.1, 186, 275785.3, 186, 357107.0, 186, 411610.2, 186, 266482.7
188, 178840.1, 188, 242754.3, 188, 1151768.0, 188, 402096.2, 188, 426578.7, 188, 307865.9, 188, 200342.6, 188, 368207.0, 188, 276204.4, 188, 330057.9, 188, 266143.8, 188, 373248.9, 188, 275759.4, 188, 357076.2, 188, 411605.4, 188, 266427.5
190, 178805.1, 190, 242759.5, 190, 1151806.0, 190, 402162.6, 190, 426535.2, 190, 307795.5, 190, 200402.5, 190, 368228.9, 190, 276202.3, 190, 330031.3, 190, 266123.4, 190, 373228.8, 190, 275719.1, 190, 357120.2, 190, 411569.2, 190, 266435.5
192, 178853.4, 192, 242762.7, 192, 1151739.0, 192, 402155.4, 192, 426564.5, 192, 307828.1, 192, 200424.3, 192, 368234.5, 192, 276202.9, 192, 330031.8, 192, 266172.6, 192, 373224.2, 192, 275767.7, 192, 357085.5, 192, 411619.3, 192, 266471.6
194, 178870.2, 194, 242805.4, 194, 1151791.0, 194, 402135.2, 194, 426527.5, 194, 307807.8, 194, 200397.1, 194, 368252.8, 194, 276165.7, 194, 330152.0, 194, 266208.5, 194, 373270.5, 194, 275823.4, 194, 357074.8, 194, 411730.7, 194, 266454.0
196, 178850.5, 196, 242766.8, 196, 1151795.0, 196, 402211.7, 196, 426562.9, 196, 307881.7, 196, 200388.8, 196, 368221.2, 196, 276107.1, 196, 330233.8, 196, 266093.6, 196, 373273.8, 196, 275830.5, 196, 357054.0, 196, 411777.2, 196, 266473.7
198, 178897.0, 198, 242843.6, 198, 1151822.0, 198, 402307.6, 198, 426555.3, 198, 307861.6, 198, 200335.8, 198, 368264.9, 198, 276057.2, 198, 330198.5, 198, 266046.5, 198, 373206.2, 198, 275769.7, 198, 357041.0, 198, 411863.5, 198, 266491.5
200, 178873.1, 200, 242892.9, 200, 1151832.0, 200, 402274.6, 200, 426504.9, 200, 307842.6, 200, 200320.0, 200, 368289.4, 200, 276096.1, 200, 330165.1, 200, 266032.4, 200, 373233.2, 200, 275794.2, 200, 356995.4, 200, 411795.9, 200, 266464.7
202, 178946.8, 202, 242892.2, 202, 1151811.0, 202, 402150.1, 202, 426540.9, 202, 307749.9, 202, 200331.7, 202, 368305.6, 202, 276113.8, 202, 330123.7, 202, 265958.1, 202, 373191.0, 202, 275751.9, 202, 356991.2, 202, 411758.8, 202, 266486.0
204, 178893.2, 204, 242861.3, 204, 1151830.0, 204, 402220.1, 204, 426536.8, 204, 307773.5, 204, 200299.9, 204, 368212.1, 204, 276076.3, 204, 330067.6, 204, 265983.8, 204, 373249.0, 204, 275740.6, 204, 356983.3, 204, 411650.7, 204, 266472.6
206, 178892.6, 206, 242818.3, 206, 1151778.0, 206, 402141.5, 206, 426553.5, 206, 307739.1, 206, 200306.7, 206, 368237.9, 206, 276151.4, 206, 330110.5, 206, 266000.3, 206, 373204.2, 206, 275710.9, 206, 357018.1, 206, 411652.2, 206, 266438.1
208, 178825.4, 208, 242789.7, 208, 1151831.0, 208, 402124.1, 208, 426513.6, 208, 307792.0, 208, 200292.3, 208, 368202.3, 208, 276050.1, 208, 330031.6, 208, 265996.4, 208, 373177.5, 208, 275715.1, 208, 357013.2, 208, 411607.8, 208, 266435.5
210, 178792.5, 210, 242791.6, 210, 1151799.0, 210, 402095.9, 210, 426504.9, 210, 307782.4, 210, 200353.7, 210, 368163.9, 210, 276062.9, 210, 329980.2, 210, 266013.9, 210, 373175.5, 210, 275641.7, 210, 356981.1, 210, 411643.3, 210, 266437.0
212, 178818.5, 212, 242800.0, 212, 1151811.0, 212, 402084.2, 212, 426445.1, 212, 307752.4, 212, 200287.9, 212, 368234.4, 212, 276117.9, 212, 329978.5, 212, 266001.5, 212, 373169.5, 212, 275697.6, 212, 356940.7, 212, 411653.4, 212, 266417.8
214, 178858.4, 214, 242745.4, 214, 1151793.0, 214, 402092.2, 214, 426460.6, 214, 307721.3, 214, 200324.6, 214, 368163.1, 214, 276043.5, 214, 329980.5, 214, 265979.4, 214, 373085.6, 214, 275672.8, 214, 356981.7, 214, 411593.2, 214, 266492.7
216, 178782.8, 216, 242759.6, 216, 1151762.0, 216, 402113.9, 216, 426456.3, 216, 307741.1, 216, 200244.1, 216, 368141.8, 216, 276083.4, 216, 329965.0, 216, 265996.5, 216, 373175.4, 216, 275621.4, 216, 356942.4, 216, 411593.4, 216, 266391.9
218, 178746.4, 218, 242766.4, 218, 1151783.0, 218, 402073.0, 218, 426448.7, 218, 307768.5, 218, 200349.0, 218, 368189.6, 218, 276093.9, 218, 329937.1, 218, 266027.1, 218, 373170.8, 218, 275627.4, 218, 357036.8, 218, 411554.5, 218, 266440.4
220, 178769.1, 220, 242713.8, 220, 1151789.0, 220, 402105.6, 220, 426423.0, 220, 307730.2, 220, 200302.5, 220, 368146.1, 220, 276033.1, 220, 329954.3, 220, 265981.1, 220, 373116.0, 220, 275595.2, 220, 356992.1, 220, 411567.2, 220, 266440.1
222, 178742.2, 222, 242770.3, 222, 1151835.0, 222, 402051.9, 222, 426445.2, 222, 307696.6, 222, 200287.4, 222, 368142.0, 222, 276063.0, 222, 329947.9, 222, 266056.3, 222, 373115.4, 222, 275616.4, 222, 356953.8, 222, 411542.7, 222, 266451.7
224, 178729.8, 224, 242737.4, 224, 1151788.0, 224, 402103.4, 224, 426413.3, 224, 307674.5, 224, 200305.7, 224, 368059.3, 224, 276081.6, 224, 329922.6, 224, 265964.2, 224, 373100.9, 224, 275587.1, 224, 356947.8, 224, 411586.9, 224, 266450.8
226, 178717.6, 226, 242704.8, 226, 1151796.0, 226, 402097.2, 226, 426394.7, 226, 307709.9, 226, 200298.0, 226, 368157.0, 226, 276058.6, 226, 329890.6, 226, 266102.0, 226, 373092.3, 226, 275613.1, 226, 357008.9, 226, 411596.8, 226, 266369.4
228, 178775.5, 228, 242726.5, 228, 1151802.0, 228, 402090.2, 228, 426414.3, 228, 307735.5, 228, 200302.8, 228, 368104.5, 228, 276055.8, 228, 329962.0, 228, 266033.1, 228, 373166.3, 228, 275604.7, 228, 356987.3, 228, 411633.6, 228, 266434.5
230, 178783.7, 230, 242799.7, 230, 1151839.0, 230, 402117.8, 230, 426455.8, 230, 307718.0, 230, 200253.7, 230, 368104.2, 230, 276014.0, 230, 330052.2, 230, 266000.7, 230, 373163.8, 230, 275611.0, 230, 356983.6, 230, 411664.9, 230, 266524.3
232, 178757.1, 232, 242740.9, 232, 1151816.0, 232, 402157.5, 232, 426372.7, 232, 307751.6, 232, 200211.0, 232, 368097.7, 232, 275957.3, 232, 330055.0, 232, 265919.3, 232, 373159.1, 232, 275582.2, 232, 356894.7, 232, 411711.6, 232, 266455.5
234, 178844.0, 234, 242811.8, 234, 1151829.0, 234, 402222.2, 234, 426380.6, 234, 307719.8, 234, 200251.1, 234, 368155.1, 234, 275961.2, 234, 330019.0, 234, 265890.3, 234, 373165.9, 234, 275563.8, 234, 356904.0, 234, 411736.8, 234, 266434.8
236, 178783.6, 236, 242791.2, 236, 1151767.0, 236, 402171.2, 236, 426381.9, 236, 307686.9, 236, 200212.3, 236, 368101.7, 236, 275972.7, 236, 330001.1, 236, 265893.0, 236, 373152.9, 236, 275625.5, 236, 356887.1, 236, 411703.3, 236, 266461.3
238, 178755.3, 238, 242830.5, 238, 1151810.0, 238, 402142.4, 238, 426395.3, 238, 307647.0, 238, 200225.8, 238, 368085.6, 238, 275907.6, 238, 329959.9, 238, 265892.2, 238, 373111.0, 238, 275587.1, 238, 356908.1, 238, 411640.3, 238, 266476.0
240, 178721.4, 240, 242793.1, 240, 1151793.0, 240, 402095.0, 240, 426391.9, 240, 307653.4, 240, 200212.1, 240, 368136.2, 240, 275905.4, 240, 329871.4, 240, 265859.8, 240, 373046.5, 240, 275553.7, 240, 356846.2, 240, 411618.3, 240, 266447.3
242, 178734.3, 242, 242784.7, 242, 1151787.0, 242, 402083.3, 242, 426335.1, 242, 307581.9, 242, 200194.8, 242, 368126.9, 242, 275943.9, 242, 329915.6, 242, 265912.8, 242, 373042.8, 242, 275591.1, 242, 356884.4, 242, 411650.8, 242, 266416.6
244, 178721.6, 244, 242790.5, 244, 1151816.0, 244, 402081.4, 244, 426347.9, 244, 307630.0, 244, 200274.7, 244, 368031.4, 244, 275954.8, 244, 329855.5, 244, 265896.6, 244, 373096.2, 244, 275557.7, 244, 356886.9, 244, 411606.0, 244, 266433.2
246, 178715.7, 246, 242769.0, 246, 1151767.0, 246, 402076.2, 246, 426344.8, 246, 307612.2, 246, 200169.5, 246, 368012.5, 246, 275949.5, 246, 329842.0, 246, 265879.4, 246, 373102.8, 246, 275481.8, 246, 356902.5, 246, 411519.4, 246, 266404.3
248, 178668.8, 248, 242744.5, 248, 1151773.0, 248, 402070.6, 248, 426384.7, 248, 307639.4, 248, 200208.0, 248, 368022.0, 248, 275949.7, 248, 329865.3, 248, 265865.9, 248, 373073.4, 248, 275489.3, 248, 356866.7, 248, 411548.2, 248, 266419.2
250, 178674.5, 250, 242709.6, 250, 1151762.0, 250, 402089.4, 250, 426352.5, 250, 307617.8, 250, 200146.3, 250, 368027.6, 250, 275899.0, 250, 329875.4, 250, 265875.5, 250, 372989.9, 250, 275448.9, 250, 356876.3, 250, 411561.5, 250, 266403.3
252, 178720.9, 252, 242697.2, 252, 1151821.0, 252, 402020.4, 252, 426311.2, 252, 307605.2, 252, 200156.6, 252, 368084.7, 252, 275894.1, 252, 329878.9, 252, 265911.9, 252, 373064.0, 252, 275445.7, 252, 356847.4, 252, 411493.6, 252, 266452.7
254, 178727.5, 254, 242713.3, 254, 1151783.0, 254, 402007.4, 254, 426377.4, 254, 307639.4, 254, 200168.3, 254, 367984.0, 254, 275959.7, 254, 329872.5, 254, 265897.6, 254, 373029.8, 254, 275456.4, 254, 356843.4, 254, 411580.0, 254, 266424.7
256, 178697.6, 256, 242734.9, 256, 1151821.0, 256, 402051.4, 256, 426325.4, 256, 307603.3, 256, 200211.4, 256, 368037.1, 256, 275925.3, 256, 329828.4, 256, 265885.4, 256, 373033.1, 256, 275442.3, 256, 356859.5, 256, 411533.5, 256, 266394.6
258, 178675.5, 258, 242752.9, 258, 1151814.0, 258, 402045.4, 258, 426279.2, 258, 307608.0, 258, 200195.4, 258, 368031.0, 258, 275879.0, 258, 329876.9, 258, 265916.2, 258, 373034.3, 258, 275413.3, 258, 356885.9, 258, 411503.3, 258, 266435.1
260, 178676.0, 260, 242671.0, 260, 1151734.0, 260, 402059.7, 260, 426316.5, 260, 307581.4, 260, 200183.4, 260, 368010.9, 260, 275902.6, 260, 329796.8, 260, 265852.6, 260, 372985.6, 260, 275491.8, 260, 356806.7, 260, 411566.9, 260, 266391.8
262, 178657.6, 262, 242734.8, 262, 1151753.0, 262, 402073.3, 262, 426298.1, 262, 307568.7, 262, 200174.6, 262, 367976.4, 262, 275914.8, 262, 329830.8, 262, 265907.0, 262, 373034.2, 262, 275432.5, 262, 356847.8, 262, 411615.3, 262, 266390.4
264, 178725.2, 264, 242772.3, 264, 1151828.0, 264, 402066.3, 264, 426319.8, 264, 307602.2, 264, 200188.6, 264, 367977.0, 264, 275858.7, 264, 329885.7, 264, 265881.2, 264, 373080.9, 264, 275490.8, 264, 356850.0, 264, 411606.4, 264, 266484.6
266, 178676.6, 266, 242761.6, 266, 1151807.0, 266, 402177.5, 266, 426267.2, 266, 307603.3, 266, 200134.0, 266, 368041.0, 266, 275851.3, 266, 329994.6, 266, 265776.9, 266, 373047.9, 266, 275479.8, 266, 356853.7, 266, 411695.2, 266, 266455.1
268, 178683.7, 268, 242794.2, 268, 1151794.0, 268, 402217.6, 268, 426260.9, 268, 307584.1, 268, 200094.3, 268, 368000.2, 268, 275753.7, 268, 329970.5, 268, 265668.6, 268, 373078.0, 268, 275531.7, 268, 356763.5, 268, 411767.0, 268, 266478.4
270, 178784.0, 270, 242856.4, 270, 1151820.0, 270, 402196.5, 270, 426235.2, 270, 307570.4, 270, 200130.3, 270, 368106.2, 270, 275829.4, 270, 329940.0, 270, 265705.7, 270, 373032.2, 270, 275533.7, 270, 356742.9, 270, 411728.4, 270, 266482.3
272, 178771.5, 272, 242817.6, 272, 1151783.0, 272, 402153.7, 272, 426225.7, 272, 307530.8, 272, 200167.5, 272, 368019.7, 272, 275830.8, 272, 329938.4, 272, 265700.8, 272, 373104.6, 272, 275480.7, 272, 356749.7, 272, 411723.9, 272, 266445.0
274, 178672.2, 274, 242758.8, 274, 1151803.0, 274, 402039.7, 274, 426256.6, 274, 307501.0, 274, 200088.1, 274, 367986.6, 274, 275831.8, 274, 329879.3, 274, 265722.5, 274, 372975.1, 274, 275432.8, 274, 356774.0, 274, 411619.7, 274, 266421.4
276, 178692.9, 276, 242767.0, 276, 1151770.0, 276, 402031.1, 276, 426241.4, 276, 307504.5, 276, 200139.5, 276, 368010.8, 276, 275850.1, 276, 329846.9, 276, 265727.7, 276, 373006.5, 276, 275463.1, 276, 356749.6, 276, 411578.1, 276, 266424.3
278, 178698.7, 278, 242809.0, 278, 1151746.0, 278, 402095.7, 278, 426231.5, 278, 307460.5, 278, 200144.1, 278, 368050.1, 278, 275809.6, 278, 329879.2, 278, 265756.4, 278, 372991.8, 278, 275427.4, 278, 356764.1, 278, 411510.6, 278, 266404.1
280, 178679.5, 280, 242752.8, 280, 1151752.0, 280, 402022.5, 280, 426214.9, 280, 307507.0, 280, 200118.3, 280, 367953.7, 280, 275850.1, 280, 329797.1, 280, 265707.5, 280, 372999.0, 280, 275397.3, 280, 356747.9, 280, 411545.0, 280, 266412.3
282, 178653.2, 282, 242751.3, 282, 1151751.0, 282, 401999.1, 282, 426271.1, 282, 307456.0, 282, 200124.8, 282, 367931.4, 282, 275822.7, 282, 329768.2, 282, 265752.6, 282, 372987.8, 282, 275394.4, 282, 356767.1, 282, 411600.9, 282, 266352.1
284, 178618.0, 284, 242726.8, 284, 1151724.0, 284, 401987.6, 284, 426274.4, 284, 307532.6, 284, 200055.7, 284, 367951.5, 284, 275818.0, 284, 329784.6, 284, 265694.6, 284, 372957.7, 284, 275353.3, 284, 356728.0, 284, 411509.1, 284, 266425.8
286, 178647.2, 286, 242745.9, 286, 1151796.0, 286, 402048.4, 286, 426217.6, 286, 307475.4, 286, 200117.2, 286, 367947.6, 286, 275785.5, 286, 329837.4, 286, 265736.1, 286, 373029.3, 286, 275352.9, 286, 356749.2, 286, 411625.0, 286, 266421.1
288, 178586.2, 288, 242702.2, 288, 1151796.0, 288, 402046.9, 288, 426198.3, 288, 307496.2, 288, 200104.9, 288, 367937.2, 288, 275740.7, 288, 329897.0, 288, 265667.3, 288, 373022.2, 288, 275387.5, 288, 356711.7, 288, 411650.5, 288, 266410.5
290, 178624.1, 290, 242739.2, 290, 1151790.0, 290, 402126.3, 290, 426137.6, 290, 307489.3, 290, 200027.8, 290, 367967.9, 290, 275716.2, 290, 329860.9, 290, 265632.8, 290, 372975.5, 290, 275357.6, 290, 356688.5, 290, 411711.1, 290, 266476.8
292, 178632.2, 292, 242748.5, 292, 1151808.0, 292, 402094.9, 292, 426231.6, 292, 307442.8, 292, 200038.1, 292, 367916.0, 292, 275703.9, 292, 329852.0, 292, 265569.4, 292, 372934.7, 292, 275426.8, 292, 356728.6, 292, 411685.9, 292, 266400.4
294, 178617.1, 294, 242797.8, 294, 1151765.0, 294, 402060.6, 294, 426189.0, 294, 307462.3, 294, 200073.6, 294, 368002.5, 294, 275772.5, 294, 329838.3, 294, 265600.6, 294, 372974.6, 294, 275403.4, 294, 356663.9, 294, 411602.1, 294, 266392.9
296, 178657.4, 296, 242726.1, 296, 1151788.0, 296, 402053.5, 296, 426232.1, 296, 307390.2, 296, 200049.4, 296, 367949.0, 296, 275748.2, 296, 329789.5, 296, 265595.7, 296, 372934.9, 296, 275304.7, 296, 356672.1, 296, 411576.8, 296, 266401.7
298, 178654.5, 298, 242754.6, 298, 1151810.0, 298, 402030.5, 298, 426214.1, 298, 307487.3, 298, 200014.4, 298, 367920.6, 298, 275716.1, 298, 329842.7, 298, 265647.7, 298, 372925.5, 298, 275374.7, 298, 356697.6, 298, 411577.9, 298, 266438.5
300, 178665.8, 300, 242761.1, 300, 1151763.0, 300, 402083.1, 300, 426222.1, 300, 307366.1, 300, 200023.3, 300, 367935.3, 300, 275658.5, 300, 329858.6, 300, 265653.4, 300, 373013.9, 300, 275371.7, 300, 356692.5, 300, 411607.4, 300, 266444.2
302, 178594.2, 302, 242763.5, 302, 1151766.0, 302, 402097.4, 302, 426196.6, 302, 307458.9, 302, 200045.8, 302, 367955.4, 302, 275670.3, 302, 329836.2, 302, 265566.1, 302, 372904.3, 302, 275318.6, 302, 356650.7, 302, 411643.7, 302, 266499.4
304, 178653.4, 304, 242782.5, 304, 1151785.0, 304, 402108.8, 304, 426139.5, 304, 307415.6, 304, 200039.9, 304, 367950.4, 304, 275652.7, 304, 329857.1, 304, 265512.7, 304, 372951.6, 304, 275327.6, 304, 356559.4, 304, 411624.2, 304, 266493.7
306, 178649.5, 306, 242752.5, 306, 1151800.0, 306, 402029.6, 306, 426138.0, 306, 307359.3, 306, 199994.7, 306, 367876.3, 306, 275641.5, 306, 329817.4, 306, 265580.0, 306, 372886.0, 306, 275343.2, 306, 356629.0, 306, 411634.4, 306, 266466.4
308, 178667.0, 308, 242754.3, 308, 1151775.0, 308, 402062.6, 308, 426141.8, 308, 307400.1, 308, 200042.6, 308, 367886.1, 308, 275646.9, 308, 329799.3, 308, 265547.1, 308, 372877.0, 308, 275314.7, 308, 356612.1, 308, 411539.0, 308, 266382.2
310, 178593.1, 310, 242735.1, 310, 1151757.0, 310, 401985.7, 310, 426174.0, 310, 307406.8, 310, 199999.6, 310, 367872.7, 310, 275715.7, 310, 329717.3, 310, 265605.0, 310, 372890.7, 310, 275312.2, 310, 356602.2, 310, 411482.8, 310, 266376.5
312, 178610.7, 312, 242715.1, 312, 1151781.0, 312, 402013.9, 312, 426163.4, 312, 307407.6, 312, 199999.8, 312, 367866.7, 312, 275695.1, 312, 329751.0, 312, 265554.6, 312, 372906.2, 312, 275251.2, 312, 356615.2, 312, 411492.4, 312, 266405.7
314, 178545.7, 314, 242684.2, 314, 1151715.0, 314, 401960.4, 314, 426131.1, 314, 307417.1, 314, 199959.2, 314, 367807.1, 314, 275633.6, 314, 329729.4, 314, 265544.6, 314, 372909.0, 314, 275231.5, 314, 356678.1, 314, 411469.9, 314, 266394.0
316, 178571.5, 316, 242723.8, 316, 1151739.0, 316, 401962.3, 316, 426067.2, 316, 307393.2, 316, 200004.0, 316, 367818.9, 316, 275719.0, 316, 329682.9, 316, 265559.5, 316, 372865.3, 316, 275251.7, 316, 356648.3, 316, 411481.1, 316, 266387.4
318, 178569.4, 318, 242669.8, 318, 1151686.0, 318, 401950.4, 318, 426104.9, 318, 307384.0, 318, 200008.2, 318, 367835.8, 318, 275671.9, 318, 329666.6, 318, 265539.1, 318, 372840.5, 318, 275202.2, 318, 356605.0, 318, 411459.9, 318, 266404.0
320, 178569.6, 320, 242691.2, 320, 1151720.0, 320, 401954.6, 320, 426091.5, 320, 307371.9, 320, 199968.8, 320, 367844.4, 320, 275664.3, 320, 329682.5, 320, 265606.9, 320, 372890.8, 320, 275232.0, 320, 356638.0, 320, 411473.1, 320, 266456.3
322, 178565.0, 322, 242731.1, 322, 1151739.0, 322, 402020.4, 322, 426128.7, 322, 307341.2, 322, 199954.4, 322, 367852.8, 322, 275614.7, 322, 329755.9, 322, 265585.8, 322, 372879.8, 322, 275251.8, 322, 356635.4, 322, 411481.7, 322, 266431.0
324, 178568.7, 324, 242689.7, 324, 1151776.0, 324, 402017.5, 324, 426064.0, 324, 307424.7, 324, 199979.2, 324, 367852.7, 324, 275642.3, 324, 329756.6, 324, 265587.2, 324, 372916.1, 324, 275218.7, 324, 356598.7, 324, 411610.4, 324, 266431.7
326, 178558.1, 326, 242733.7, 326, 1151802.0, 326, 402079.9, 326, 426076.8, 326, 307396.8, 326, 199973.4, 326, 367836.6, 326, 275609.8, 326, 329755.3, 326, 265508.2, 326, 372883.6, 326, 275287.1, 326, 356540.4, 326, 411677.6, 326, 266449.7
328, 178557.7, 328, 242732.0, 328, 1151749.0, 328, 402044.7, 328, 426093.2, 328, 307365.2, 328, 199936.9, 328, 367829.1, 328, 275581.5, 328, 329739.4, 328, 265505.2, 328, 372826.4, 328, 275224.6, 328, 356549.6, 328, 411579.4, 328, 266421.5
330, 178627.3, 330, 242737.7, 330, 1151799.0, 330, 402046.6, 330, 426056.2, 330, 307302.8, 330, 199955.0, 330, 367829.8, 330, 275576.7, 330, 329713.1, 330, 265480.8, 330, 372835.9, 330, 275224.5, 330, 356560.9, 330, 411569.3, 330, 266427.5
332, 178605.4, 332, 242682.3, 332, 1151749.0, 332, 402049.2, 332, 426075.7, 332, 307325.3, 332, 199926.0, 332, 367798.5, 332, 275596.8, 332, 329702.0, 332, 265465.3, 332, 372785.8, 332, 275234.4, 332, 356559.7, 332, 411558.1, 332, 266447.3
334, 178590.0, 334, 242769.4, 334, 1151752.0, 334, 402039.9, 334, 426100.9, 334, 307296.3, 334, 199964.4, 334, 367848.0, 334, 275519.1, 334, 329788.8, 334, 265494.9, 334, 372825.5, 334, 275218.6, 334, 356559.2, 334, 411488.1, 334, 266407.1
336, 178566.2, 336, 242696.4, 336, 1151727.0, 336, 402053.3, 336, 426082.9, 336, 307353.1, 336, 199902.9, 336, 367794.1, 336, 275540.5, 336, 329806.3, 336, 265456.4, 336, 372867.9, 336, 275166.7, 336, 356584.4, 336, 411668.4, 336, 266397.8
338, 178534.2, 338, 242768.0, 338, 1151780.0, 338, 402083.0, 338, 426026.1, 338, 307396.6, 338, 199891.8, 338, 367856.5, 338, 275544.0, 338, 329782.4, 338, 265378.1, 338, 372895.4, 338, 275234.2, 338, 356520.3, 338, 411662.6, 338, 266416.4
340, 178599.9, 340, 242798.1, 340, 1151715.0, 340, 402129.7, 340, 425980.0, 340, 307319.3, 340, 199910.5, 340, 367803.4, 340, 275558.6, 340, 329727.6, 340, 265333.6, 340, 372821.7, 340, 275200.0, 340, 356470.8, 340, 411614.4, 340, 266348.0
342, 178615.8, 342, 242764.5, 342, 1151750.0, 342, 402040.6, 342, 426034.9, 342, 307276.3, 342, 199900.3, 342, 367791.6, 342, 275532.1, 342, 329684.4, 342, 265452.7, 342, 372832.7, 342, 275182.3, 342, 356463.3, 342, 411556.4, 342, 266383.9
344, 178615.8, 344, 242718.9, 344, 1151733.0, 344, 402013.2, 344, 425968.3, 344, 307236.0, 344, 199890.7, 344, 367735.9, 344, 275506.7, 344, 329723.6, 344, 265424.1, 344, 372813.6, 344, 275201.7, 344, 356494.8, 344, 411535.0, 344, 266382.1
346, 178485.3, 346, 242715.9, 346, 1151746.0, 346, 401950.9, 346, 425999.4, 346, 307254.0, 346, 199868.4, 346, 367735.7, 346, 275536.5, 346, 329638.6, 346, 265414.5, 346, 372785.8, 346, 275128.9, 346, 356522.4, 346, 411505.8, 346, 266403.0
348, 178494.0, 348, 242697.3, 348, 1151703.0, 348, 401969.1, 348, 426014.6, 348, 307208.8, 348, 199866.3, 348, 367728.9, 348, 275524.3, 348, 329634.3, 348, 265385.9, 348, 372793.5, 348, 275091.6, 348, 356531.6, 348, 411459.8, 348, 266368.6
350, 178477.0, 350, 242708.9, 350, 1151700.0, 350, 401985.1, 350, 425931.6, 350, 307252.7, 350, 199851.5, 350, 367731.5, 350, 275504.3, 350, 329556.6, 350, 265390.2, 350, 372767.7, 350, 275119.2, 350, 356515.7, 350, 411472.2, 350, 266325.9
352, 178490.3, 352, 242631.9, 352, 1151706.0, 352, 401972.1, 352, 425958.4, 352, 307231.1, 352, 199870.9, 352, 367747.7, 352, 275499.9, 352, 329596.1, 352, 265458.3, 352, 372773.6, 352, 275106.1, 352, 356486.3, 352, 411476.0, 352, 266395.0
354, 178412.7, 354, 242627.0, 354, 1151711.0, 354, 401949.7, 354, 425986.7, 354, 307220.0, 354, 199875.0, 354, 367682.9, 354, 275530.8, 354, 329567.7, 354, 265413.5, 354, 372765.0, 354, 275025.0, 354, 356479.9, 354, 411474.1, 354, 266383.7
356, 178444.8, 356, 242676.6, 356, 1151713.0, 356, 401967.5, 356, 425923.9, 356, 307241.6, 356, 199879.1, 356, 367698.1, 356, 275533.3, 356, 329556.8, 356, 265488.3, 356, 372783.9, 356, 275126.6, 356, 356461.5, 356, 411406.8, 356, 266376.5
358, 178443.7, 358, 242658.2, 358, 1151657.0, 358, 401911.0, 358, 425945.6, 358, 307237.5, 358, 199865.3, 358, 367708.3, 358, 275479.1, 358, 329555.0, 358, 265456.3, 358, 372792.8, 358, 275060.7, 358, 356488.3, 358, 411418.2, 358, 266378.5
360, 178514.1, 360, 242640.2, 360, 1151740.0, 360, 401958.8, 360, 425959.3, 360, 307273.0, 360, 199898.5, 360, 367705.8, 360, 275493.9, 360, 329564.2, 360, 265429.4, 360, 372765.0, 360, 275068.2, 360, 356509.3, 360, 411539.5, 360, 266387.0
362, 178479.5, 362, 242624.3, 362, 1151756.0, 362, 401960.2, 362, 425988.3, 362, 307234.8, 362, 199848.8, 362, 367645.3, 362, 275490.5, 362, 329641.0, 362, 265428.6, 362, 372760.5, 362, 275059.5, 362, 356512.1, 362, 411508.1, 362, 266405.8
364, 178478.3, 364, 242647.2, 364, 1151724.0, 364, 402063.3, 364, 425944.4, 364, 307273.1, 364, 199849.6, 364, 367665.8, 364, 275403.8, 364, 329687.9, 364, 265360.2, 364, 372791.7, 364, 275107.7, 364, 356470.0, 364, 411584.5, 364, 266398.4
366, 178456.2, 366, 242706.3, 366, 1151720.0, 366, 402067.5, 366, 425920.1, 366, 307263.5, 366, 199854.9, 366, 367723.7, 366, 275412.0, 366, 329611.8, 366, 265382.9, 366, 372767.6, 366, 275079.0, 366, 356448.8, 366, 411637.6, 366, 266422.1
368, 178451.3, 368, 242718.6, 368, 1151749.0, 368, 401958.8, 368, 425919.6, 368, 307201.0, 368, 199831.2, 368, 367728.5, 368, 275399.3, 368, 329667.9, 368, 265320.7, 368, 372751.5, 368, 275122.3, 368, 356430.3, 368, 411593.7, 368, 266431.9
