time 1,PLA_1, time 2,PLA_2,time 3,PLA_3, time 4,PLA_4,time 5 ,PCL_1, time 6,PCL_2,time 7,PCL_3, time 8,PCL_4,time 9 ,PBA_1, time 10,PBA_2,time 11,PBA_3, time 12,PBA_4,time 13 ,Borosilicate_1, time 14,Borosilicate_2,time 15,Cellulose_1, time 16,Cellulose_2
8230, 166184.6, 8230, 233853.6, 8230, 1142753.0, 8230, 394192.4, 8230, 415023.7, 8230, 296444.6, 8230, 189854.4, 8230, 357867.3, 8230, 264723.2, 8230, 318484.0, 8230, 253946.6, 8230, 362686.6, 8230, 264170.9, 8230, 346017.1, 8230, 405366.6, 8230, 262039.7
8232, 166120.9, 8232, 233841.0, 8232, 1142741.0, 8232, 394205.2, 8232, 415089.0, 8232, 296423.2, 8232, 189858.9, 8232, 357840.9, 8232, 264769.5, 8232, 318533.1, 8232, 253984.0, 8232, 362717.6, 8232, 264248.3, 8232, 346030.4, 8232, 405297.0, 8232, 262055.4
8234, 166174.1, 8234, 233872.3, 8234, 1142799.0, 8234, 394246.0, 8234, 415023.5, 8234, 296428.1, 8234, 189874.5, 8234, 357907.9, 8234, 264664.4, 8234, 318537.5, 8234, 253948.2, 8234, 362747.8, 8234, 264241.3, 8234, 346040.1, 8234, 405357.1, 8234, 262103.8
8236, 166116.3, 8236, 233792.1, 8236, 1142763.0, 8236, 394239.3, 8236, 415087.5, 8236, 296417.7, 8236, 189876.2, 8236, 357889.7, 8236, 264723.5, 8236, 318550.9, 8236, 253960.8, 8236, 362688.9, 8236, 264250.2, 8236, 346041.9, 8236, 405310.9, 8236, 262067.6
8238, 166215.9, 8238, 233866.0, 8238, 1142788.0, 8238, 394244.2, 8238, 414991.2, 8238, 296427.9, 8238, 189889.9, 8238, 357864.9, 8238, 264704.6, 8238, 318567.9, 8238, 253977.6, 8238, 362732.9, 8238, 264159.6, 8238, 345956.3, 8238, 405354.5, 8238, 262050.5
8240, 166141.4, 8240, 233865.2, 8240, 1142740.0, 8240, 394225.9, 8240, 415074.2, 8240, 296461.4, 8240, 189844.2, 8240, 357843.9, 8240, 264716.1, 8240, 318521.0, 8240, 253903.5, 8240, 362695.9, 8240, 264218.2, 8240, 346049.1, 8240, 405330.9, 8240, 262068.8
8242, 166192.1, 8242, 233815.9, 8242, 1142802.0, 8242, 394228.5, 8242, 415101.5, 8242, 296376.2, 8242, 189831.9, 8242, 357859.2, 8242, 264730.5, 8242, 318571.1, 8242, 253917.2, 8242, 362707.6, 8242, 264174.8, 8242, 346032.5, 8242, 405387.4, 8242, 262020.7
8244, 166186.1, 8244, 233790.5, 8244, 1142731.0, 8244, 394228.6, 8244, 415040.0, 8244, 296407.1, 8244, 189836.9, 8244, 357905.2, 8244, 264691.1, 8244, 318530.1, 8244, 253898.2, 8244, 362731.2, 8244, 264203.6, 8244, 346044.2, 8244, 405392.5, 8244, 262065.8
8246, 166181.8, 8246, 233829.8, 8246, 1142734.0, 8246, 394183.3, 8246, 415059.0, 8246, 296430.6, 8246, 189811.1, 8246, 357854.7, 8246, 264688.8, 8246, 318557.8, 8246, 253915.2, 8246, 362726.5, 8246, 264188.2, 8246, 346048.9, 8246, 405436.8, 8246, 262055.9
8248, 166236.0, 8248, 233847.0, 8248, 1142752.0, 8248, 394221.5, 8248, 415015.9, 8248, 296432.6, 8248, 189850.7, 8248, 357897.6, 8248, 264751.3, 8248, 318517.7, 8248, 253948.8, 8248, 362727.6, 8248, 264242.1, 8248, 346059.5, 8248, 405349.1, 8248, 262035.3
8250, 166226.9, 8250, 233796.4, 8250, 1142738.0, 8250, 394194.6, 8250, 415109.3, 8250, 296409.3, 8250, 189875.5, 8250, 357890.5, 8250, 264718.4, 8250, 318531.3, 8250, 253938.7, 8250, 362798.4, 8250, 264218.7, 8250, 346056.0, 8250, 405327.0, 8250, 262065.1
8252, 166174.0, 8252, 233838.8, 8252, 1142718.0, 8252, 394214.6, 8252, 415013.8, 8252, 296407.2, 8252, 189886.6, 8252, 357904.9, 8252, 264783.0, 8252, 318551.5, 8252, 253942.3, 8252, 362710.3, 8252, 264228.5, 8252, 346037.2, 8252, 405336.6, 8252, 262044.8
8254, 166217.2, 8254, 233852.2, 8254, 1142806.0, 8254, 394170.6, 8254, 415056.6, 8254, 296414.6, 8254, 189858.5, 8254, 357891.6, 8254, 264733.1, 8254, 318561.6, 8254, 253946.1, 8254, 362717.7, 8254, 264176.8, 8254, 346078.1, 8254, 405376.5, 8254, 262033.8
8256, 166251.7, 8256, 233820.6, 8256, 1142688.0, 8256, 394232.8, 8256, 415001.6, 8256, 296399.9, 8256, 189844.3, 8256, 357863.6, 8256, 264698.3, 8256, 318559.5, 8256, 253895.3, 8256, 362741.5, 8256, 264201.4, 8256, 346001.3, 8256, 405371.8, 8256, 262109.6
8258, 166180.5, 8258, 233901.0, 8258, 1142715.0, 8258, 394238.5, 8258, 415031.6, 8258, 296423.3, 8258, 189846.0, 8258, 357889.8, 8258, 264692.1, 8258, 318522.4, 8258, 253946.8, 8258, 362714.2, 8258, 264210.4, 8258, 345975.9, 8258, 405361.9, 8258, 262105.0
8260, 166203.3, 8260, 233877.3, 8260, 1142707.0, 8260, 394142.2, 8260, 415040.3, 8260, 296360.1, 8260, 189850.0, 8260, 357854.9, 8260, 264706.9, 8260, 318522.9, 8260, 253854.4, 8260, 362762.4, 8260, 264210.3, 8260, 345980.5, 8260, 405311.9, 8260, 262051.7
8262, 166207.0, 8262, 233809.2, 8262, 1142660.0, 8262, 394186.5, 8262, 415040.3, 8262, 296426.3, 8262, 189826.4, 8262, 357894.8, 8262, 264712.5, 8262, 318507.4, 8262, 253965.4, 8262, 362746.0, 8262, 264227.3, 8262, 346038.7, 8262, 405386.4, 8262, 262106.1
8264, 166308.2, 8264, 233835.4, 8264, 1142680.0, 8264, 394161.7, 8264, 415019.7, 8264, 296449.9, 8264, 189837.6, 8264, 357877.8, 8264, 264708.6, 8264, 318556.3, 8264, 253936.1, 8264, 362756.9, 8264, 264165.7, 8264, 346024.4, 8264, 405360.6, 8264, 262040.5
8266, 166240.6, 8266, 233824.2, 8266, 1142663.0, 8266, 394197.1, 8266, 415076.8, 8266, 296418.8, 8266, 189829.6, 8266, 357927.9, 8266, 264705.9, 8266, 318538.0, 8266, 253910.0, 8266, 362736.8, 8266, 264173.7, 8266, 346008.1, 8266, 405310.2, 8266, 262066.6
8268, 166214.1, 8268, 233844.3, 8268, 1142660.0, 8268, 394157.0, 8268, 415065.2, 8268, 296408.0, 8268, 189876.5, 8268, 357860.6, 8268, 264756.8, 8268, 318539.8, 8268, 253944.2, 8268, 362718.7, 8268, 264234.5, 8268, 346002.6, 8268, 405301.5, 8268, 262063.3
8270, 166190.1, 8270, 233846.5, 8270, 1142706.0, 8270, 394184.0, 8270, 415014.0, 8270, 296423.3, 8270, 189793.0, 8270, 357838.3, 8270, 264738.0, 8270, 318517.3, 8270, 253879.2, 8270, 362751.4, 8270, 264220.6, 8270, 346028.1, 8270, 405301.6, 8270, 262048.2
8272, 166247.5, 8272, 233790.7, 8272, 1142656.0, 8272, 394131.7, 8272, 415077.5, 8272, 296398.5, 8272, 189753.5, 8272, 357847.6, 8272, 264719.1, 8272, 318554.5, 8272, 253918.6, 8272, 362800.6, 8272, 264160.3, 8272, 345994.7, 8272, 405265.2, 8272, 262084.7
8274, 166217.9, 8274, 233756.5, 8274, 1142739.0, 8274, 394164.2, 8274, 415053.2, 8274, 296374.1, 8274, 189832.1, 8274, 357837.1, 8274, 264742.2, 8274, 318502.0, 8274, 253913.7, 8274, 362704.7, 8274, 264201.3, 8274, 346038.6, 8274, 405260.0, 8274, 262026.1
8276, 166202.4, 8276, 233829.2, 8276, 1142648.0, 8276, 394145.5, 8276, 415014.4, 8276, 296388.2, 8276, 189804.6, 8276, 357809.9, 8276, 264727.0, 8276, 318520.0, 8276, 253941.1, 8276, 362759.2, 8276, 264199.1, 8276, 346004.7, 8276, 405298.7, 8276, 262060.0
8278, 166281.9, 8278, 233806.1, 8278, 1142663.0, 8278, 394130.6, 8278, 415028.1, 8278, 296376.3, 8278, 189800.5, 8278, 357873.4, 8278, 264722.4, 8278, 318574.7, 8278, 253990.5, 8278, 362742.8, 8278, 264177.9, 8278, 346073.4, 8278, 405266.4, 8278, 262066.0
8280, 166244.1, 8280, 233766.1, 8280, 1142617.0, 8280, 394139.8, 8280, 415045.0, 8280, 296431.0, 8280, 189831.8, 8280, 357812.7, 8280, 264736.2, 8280, 318526.1, 8280, 253965.1, 8280, 362743.3, 8280, 264212.2, 8280, 346034.0, 8280, 405296.8, 8280, 262077.3
8282, 166225.8, 8282, 233763.6, 8282, 1142655.0, 8282, 394093.7, 8282, 415007.6, 8282, 296328.6, 8282, 189832.9, 8282, 357872.4, 8282, 264797.4, 8282, 318522.0, 8282, 253987.5, 8282, 362774.5, 8282, 264154.6, 8282, 346068.5, 8282, 405177.7, 8282, 262010.4
8284, 166241.1, 8284, 233758.5, 8284, 1142652.0, 8284, 394128.5, 8284, 415022.0, 8284, 296415.6, 8284, 189839.7, 8284, 357819.1, 8284, 264757.0, 8284, 318495.0, 8284, 253918.0, 8284, 362739.0, 8284, 264200.0, 8284, 346037.9, 8284, 405191.9, 8284, 262022.2
8286, 166296.3, 8286, 233818.2, 8286, 1142648.0, 8286, 394136.5, 8286, 415032.8, 8286, 296449.2, 8286, 189832.6, 8286, 357847.5, 8286, 264786.1, 8286, 318522.8, 8286, 253917.4, 8286, 362760.4, 8286, 264192.8, 8286, 346049.2, 8286, 405312.9, 8286, 262060.0
8288, 166279.7, 8288, 233809.9, 8288, 1142710.0, 8288, 394124.1, 8288, 415017.3, 8288, 296384.5, 8288, 189832.8, 8288, 357887.4, 8288, 264774.1, 8288, 318630.3, 8288, 253963.8, 8288, 362785.9, 8288, 264264.8, 8288, 346063.5, 8288, 405342.8, 8288, 262048.7
8290, 166291.4, 8290, 233824.8, 8290, 1142648.0, 8290, 394217.7, 8290, 415057.8, 8290, 296427.7, 8290, 189799.4, 8290, 357845.9, 8290, 264722.5, 8290, 318691.0, 8290, 253902.4, 8290, 362774.5, 8290, 264240.3, 8290, 346061.6, 8290, 405472.5, 8290, 262086.5
8292, 166295.1, 8292, 233833.5, 8292, 1142738.0, 8292, 394318.3, 8292, 415020.3, 8292, 296436.4, 8292, 189801.1, 8292, 357897.6, 8292, 264718.3, 8292, 318670.5, 8292, 253823.3, 8292, 362747.4, 8292, 264279.2, 8292, 345964.5, 8292, 405546.9, 8292, 262047.6
8294, 166268.9, 8294, 233902.2, 8294, 1142749.0, 8294, 394267.1, 8294, 415091.4, 8294, 296402.1, 8294, 189798.2, 8294, 357892.7, 8294, 264701.8, 8294, 318625.7, 8294, 253777.3, 8294, 362750.5, 8294, 264269.4, 8294, 345966.0, 8294, 405464.6, 8294, 262034.0
8296, 166359.1, 8296, 233886.7, 8296, 1142676.0, 8296, 394262.0, 8296, 415071.8, 8296, 296342.6, 8296, 189809.7, 8296, 357940.2, 8296, 264710.1, 8296, 318670.8, 8296, 253837.0, 8296, 362748.5, 8296, 264310.3, 8296, 346039.8, 8296, 405395.4, 8296, 262115.1
8298, 166304.3, 8298, 233853.8, 8298, 1142676.0, 8298, 394195.6, 8298, 415064.0, 8298, 296380.9, 8298, 189848.1, 8298, 357911.0, 8298, 264707.6, 8298, 318653.4, 8298, 253813.7, 8298, 362757.6, 8298, 264242.2, 8298, 345996.5, 8298, 405296.0, 8298, 262006.8
8300, 166305.3, 8300, 233858.8, 8300, 1142705.0, 8300, 394174.4, 8300, 415043.6, 8300, 296363.0, 8300, 189845.8, 8300, 357933.5, 8300, 264775.1, 8300, 318600.5, 8300, 253822.0, 8300, 362716.2, 8300, 264298.8, 8300, 345991.3, 8300, 405321.6, 8300, 262045.2
8302, 166266.1, 8302, 233821.7, 8302, 1142687.0, 8302, 394151.9, 8302, 415049.1, 8302, 296344.1, 8302, 189773.2, 8302, 357899.7, 8302, 264757.0, 8302, 318544.6, 8302, 253815.6, 8302, 362730.5, 8302, 264227.0, 8302, 345984.6, 8302, 405336.6, 8302, 262055.7
8304, 166227.0, 8304, 233822.5, 8304, 1142689.0, 8304, 394111.3, 8304, 415040.3, 8304, 296384.9, 8304, 189831.4, 8304, 357838.0, 8304, 264758.9, 8304, 318494.9, 8304, 253933.0, 8304, 362772.1, 8304, 264264.4, 8304, 346032.8, 8304, 405296.9, 8304, 262060.0
8306, 166282.2, 8306, 233775.0, 8306, 1142678.0, 8306, 394085.9, 8306, 415069.0, 8306, 296371.8, 8306, 189817.5, 8306, 357940.5, 8306, 264693.8, 8306, 318569.0, 8306, 253885.2, 8306, 362731.1, 8306, 264186.5, 8306, 346008.8, 8306, 405282.7, 8306, 262033.7
8308, 166242.7, 8308, 233779.2, 8308, 1142646.0, 8308, 394137.5, 8308, 415019.0, 8308, 296345.0, 8308, 189831.0, 8308, 357890.6, 8308, 264709.0, 8308, 318503.4, 8308, 253889.7, 8308, 362700.0, 8308, 264159.6, 8308, 346042.8, 8308, 405237.8, 8308, 262047.8
8310, 166268.3, 8310, 233749.8, 8310, 1142675.0, 8310, 394102.5, 8310, 415032.0, 8310, 296361.6, 8310, 189794.2, 8310, 357865.1, 8310, 264724.0, 8310, 318582.9, 8310, 253939.7, 8310, 362729.6, 8310, 264149.4, 8310, 346028.6, 8310, 405231.2, 8310, 262029.2
8312, 166246.9, 8312, 233738.4, 8312, 1142661.0, 8312, 394094.6, 8312, 415040.7, 8312, 296397.1, 8312, 189757.0, 8312, 357884.3, 8312, 264770.7, 8312, 318575.5, 8312, 253929.6, 8312, 362749.4, 8312, 264149.7, 8312, 346032.9, 8312, 405265.1, 8312, 262063.6
8314, 166209.8, 8314, 233776.5, 8314, 1142661.0, 8314, 394100.1, 8314, 414991.1, 8314, 296335.2, 8314, 189835.9, 8314, 357876.2, 8314, 264707.7, 8314, 318535.9, 8314, 253901.0, 8314, 362777.4, 8314, 264155.6, 8314, 346065.3, 8314, 405195.4, 8314, 262030.1
8316, 166239.4, 8316, 233807.2, 8316, 1142639.0, 8316, 394100.9, 8316, 415022.7, 8316, 296407.3, 8316, 189864.5, 8316, 357853.2, 8316, 264712.7, 8316, 318531.9, 8316, 253937.9, 8316, 362698.8, 8316, 264148.4, 8316, 345982.7, 8316, 405207.4, 8316, 262048.6
8318, 166200.5, 8318, 233776.5, 8318, 1142652.0, 8318, 394050.5, 8318, 415086.2, 8318, 296424.1, 8318, 189764.3, 8318, 357878.8, 8318, 264811.3, 8318, 318541.3, 8318, 253978.6, 8318, 362728.5, 8318, 264188.6, 8318, 346000.8, 8318, 405219.4, 8318, 261985.9
8320, 166214.4, 8320, 233679.4, 8320, 1142591.0, 8320, 394119.7, 8320, 415019.6, 8320, 296418.5, 8320, 189781.8, 8320, 357827.4, 8320, 264731.6, 8320, 318469.6, 8320, 253931.8, 8320, 362691.9, 8320, 264156.9, 8320, 345973.7, 8320, 405206.6, 8320, 262031.4
8322, 166247.4, 8322, 233765.0, 8322, 1142686.0, 8322, 394104.6, 8322, 415054.0, 8322, 296364.2, 8322, 189772.9, 8322, 357844.6, 8322, 264783.5, 8322, 318559.9, 8322, 253901.0, 8322, 362722.6, 8322, 264186.5, 8322, 346007.5, 8322, 405261.0, 8322, 262014.8
8324, 166274.5, 8324, 233747.7, 8324, 1142698.0, 8324, 394105.2, 8324, 415033.3, 8324, 296447.4, 8324, 189788.7, 8324, 357933.6, 8324, 264757.5, 8324, 318597.5, 8324, 253951.5, 8324, 362763.5, 8324, 264232.1, 8324, 346047.6, 8324, 405218.5, 8324, 262028.7
8326, 166173.1, 8326, 233729.2, 8326, 1142649.0, 8326, 394121.0, 8326, 415035.9, 8326, 296386.2, 8326, 189798.2, 8326, 357882.9, 8326, 264768.3, 8326, 318518.6, 8326, 253824.8, 8326, 362763.8, 8326, 264199.1, 8326, 345980.7, 8326, 405232.4, 8326, 261981.2
8328, 166265.7, 8328, 233779.4, 8328, 1142681.0, 8328, 394120.7, 8328, 415066.4, 8328, 296327.6, 8328, 189833.4, 8328, 357866.5, 8328, 264716.6, 8328, 318513.3, 8328, 253904.3, 8328, 362720.9, 8328, 264202.2, 8328, 345967.3, 8328, 405307.3, 8328, 262015.8
8330, 166219.1, 8330, 233786.6, 8330, 1142596.0, 8330, 394099.3, 8330, 415055.0, 8330, 296361.7, 8330, 189803.4, 8330, 357848.8, 8330, 264708.5, 8330, 318539.7, 8330, 253877.6, 8330, 362704.0, 8330, 264171.1, 8330, 345981.9, 8330, 405236.4, 8330, 262029.6
8332, 166267.1, 8332, 233748.0, 8332, 1142663.0, 8332, 394107.8, 8332, 414991.4, 8332, 296367.0, 8332, 189817.6, 8332, 357850.2, 8332, 264741.9, 8332, 318523.3, 8332, 253882.0, 8332, 362684.6, 8332, 264195.6, 8332, 346001.6, 8332, 405196.2, 8332, 262038.4
8334, 166240.9, 8334, 233708.9, 8334, 1142646.0, 8334, 394131.9, 8334, 415075.9, 8334, 296396.7, 8334, 189824.5, 8334, 357912.1, 8334, 264690.9, 8334, 318541.5, 8334, 253934.5, 8334, 362750.7, 8334, 264201.5, 8334, 346029.9, 8334, 405247.2, 8334, 261982.4
8336, 166272.0, 8336, 233680.4, 8336, 1142623.0, 8336, 394096.4, 8336, 415029.0, 8336, 296423.2, 8336, 189781.4, 8336, 357878.4, 8336, 264708.9, 8336, 318502.0, 8336, 253917.2, 8336, 362719.5, 8336, 264172.9, 8336, 345987.9, 8336, 405181.2, 8336, 262050.8
8338, 166212.2, 8338, 233698.7, 8338, 1142660.0, 8338, 394113.3, 8338, 415002.7, 8338, 296453.6, 8338, 189817.6, 8338, 357879.7, 8338, 264700.7, 8338, 318526.7, 8338, 253884.5, 8338, 362704.5, 8338, 264200.2, 8338, 346025.3, 8338, 405261.1, 8338, 262032.3
8340, 166174.5, 8340, 233741.7, 8340, 1142660.0, 8340, 394055.6, 8340, 415055.0, 8340, 296439.0, 8340, 189825.0, 8340, 357863.4, 8340, 264733.2, 8340, 318525.0, 8340, 253955.5, 8340, 362715.0, 8340, 264216.5, 8340, 345995.1, 8340, 405224.2, 8340, 262062.5
8342, 166229.5, 8342, 233700.9, 8342, 1142649.0, 8342, 394010.8, 8342, 415049.9, 8342, 296427.3, 8342, 189846.2, 8342, 357829.5, 8342, 264698.9, 8342, 318503.5, 8342, 253984.9, 8342, 362671.5, 8342, 264173.6, 8342, 346035.9, 8342, 405246.9, 8342, 262038.5
8344, 166239.5, 8344, 233725.4, 8344, 1142692.0, 8344, 394127.0, 8344, 414994.2, 8344, 296422.9, 8344, 189841.0, 8344, 357835.2, 8344, 264726.0, 8344, 318539.5, 8344, 253928.7, 8344, 362722.8, 8344, 264154.1, 8344, 346016.9, 8344, 405287.2, 8344, 262013.1
8346, 166180.6, 8346, 233729.9, 8346, 1142646.0, 8346, 394127.8, 8346, 415029.5, 8346, 296431.5, 8346, 189858.1, 8346, 357866.5, 8346, 264686.6, 8346, 318581.6, 8346, 253827.1, 8346, 362722.6, 8346, 264255.1, 8346, 346022.4, 8346, 405260.7, 8346, 262063.2
8348, 166194.2, 8348, 233765.2, 8348, 1142742.0, 8348, 394098.5, 8348, 415034.7, 8348, 296454.8, 8348, 189803.8, 8348, 357848.5, 8348, 264720.1, 8348, 318499.8, 8348, 253840.3, 8348, 362663.1, 8348, 264203.2, 8348, 345955.7, 8348, 405325.8, 8348, 262007.7
8350, 166275.2, 8350, 233782.4, 8350, 1142722.0, 8350, 394140.7, 8350, 415031.8, 8350, 296392.0, 8350, 189829.5, 8350, 357819.9, 8350, 264711.9, 8350, 318570.6, 8350, 253934.7, 8350, 362706.4, 8350, 264218.0, 8350, 346030.4, 8350, 405218.3, 8350, 261989.8
8352, 166277.2, 8352, 233783.6, 8352, 1142717.0, 8352, 394126.6, 8352, 415069.0, 8352, 296448.1, 8352, 189863.3, 8352, 357837.6, 8352, 264749.6, 8352, 318495.3, 8352, 253905.4, 8352, 362667.5, 8352, 264168.0, 8352, 345969.4, 8352, 405274.2, 8352, 262055.2
8354, 166240.6, 8354, 233772.5, 8354, 1142704.0, 8354, 394099.7, 8354, 415015.9, 8354, 296415.5, 8354, 189833.8, 8354, 357892.6, 8354, 264801.3, 8354, 318511.9, 8354, 253885.0, 8354, 362676.8, 8354, 264205.1, 8354, 346019.0, 8354, 405258.9, 8354, 262013.5
8356, 166181.2, 8356, 233768.5, 8356, 1142680.0, 8356, 394069.5, 8356, 415033.9, 8356, 296380.7, 8356, 189850.6, 8356, 357881.5, 8356, 264708.9, 8356, 318548.9, 8356, 253937.0, 8356, 362671.0, 8356, 264170.4, 8356, 346001.7, 8356, 405251.5, 8356, 261985.1
8358, 166224.7, 8358, 233759.5, 8358, 1142648.0, 8358, 394130.0, 8358, 414973.1, 8358, 296460.0, 8358, 189841.1, 8358, 357902.3, 8358, 264708.6, 8358, 318539.9, 8358, 253860.4, 8358, 362686.4, 8358, 264211.7, 8358, 345976.4, 8358, 405255.7, 8358, 262016.0
8360, 166245.5, 8360, 233711.0, 8360, 1142702.0, 8360, 394119.1, 8360, 414991.4, 8360, 296422.6, 8360, 189848.2, 8360, 357801.3, 8360, 264719.0, 8360, 318547.7, 8360, 253893.0, 8360, 362669.3, 8360, 264182.1, 8360, 346015.5, 8360, 405253.2, 8360, 262019.1
8362, 166144.3, 8362, 233731.4, 8362, 1142713.0, 8362, 394151.7, 8362, 415000.9, 8362, 296446.2, 8362, 189825.2, 8362, 357844.2, 8362, 264668.2, 8362, 318498.5, 8362, 253886.1, 8362, 362675.0, 8362, 264241.5, 8362, 345983.4, 8362, 405225.1, 8362, 262008.7
8364, 166217.7, 8364, 233722.7, 8364, 1142650.0, 8364, 394079.2, 8364, 415048.4, 8364, 296465.1, 8364, 189852.1, 8364, 357855.4, 8364, 264697.5, 8364, 318553.0, 8364, 253875.1, 8364, 362702.1, 8364, 264210.6, 8364, 346037.9, 8364, 405283.5, 8364, 261964.1
8366, 166208.6, 8366, 233774.2, 8366, 1142705.0, 8366, 394048.2, 8366, 415053.9, 8366, 296414.2, 8366, 189834.4, 8366, 357830.0, 8366, 264736.0, 8366, 318524.5, 8366, 253871.9, 8366, 362690.1, 8366, 264188.2, 8366, 346023.2, 8366, 405239.6, 8366, 262006.1
8368, 166232.8, 8368, 233720.0, 8368, 1142654.0, 8368, 394088.5, 8368, 415064.2, 8368, 296370.2, 8368, 189865.7, 8368, 357875.9, 8368, 264729.5, 8368, 318561.6, 8368, 253906.2, 8368, 362754.8, 8368, 264208.4, 8368, 346085.9, 8368, 405230.5, 8368, 261985.1
8370, 166253.9, 8370, 233731.8, 8370, 1142633.0, 8370, 394022.6, 8370, 415039.2, 8370, 296377.5, 8370, 189809.8, 8370, 357839.8, 8370, 264699.5, 8370, 318501.9, 8370, 253889.0, 8370, 362715.1, 8370, 264236.6, 8370, 346021.3, 8370, 405201.9, 8370, 262020.4
8372, 166190.0, 8372, 233692.0, 8372, 1142736.0, 8372, 394036.5, 8372, 415055.7, 8372, 296403.1, 8372, 189837.8, 8372, 357873.9, 8372, 264760.4, 8372, 318477.2, 8372, 253876.4, 8372, 362694.0, 8372, 264201.9, 8372, 346024.1, 8372, 405205.1, 8372, 261987.4
8374, 166157.4, 8374, 233749.0, 8374, 1142663.0, 8374, 394090.1, 8374, 415044.7, 8374, 296413.8, 8374, 189892.8, 8374, 357862.4, 8374, 264678.8, 8374, 318562.6, 8374, 253919.2, 8374, 362706.2, 8374, 264183.1, 8374, 346024.8, 8374, 405213.9, 8374, 261982.0
8376, 166142.2, 8376, 233705.5, 8376, 1142689.0, 8376, 394037.7, 8376, 415041.3, 8376, 296439.9, 8376, 189835.4, 8376, 357850.4, 8376, 264695.9, 8376, 318517.8, 8376, 253900.4, 8376, 362738.1, 8376, 264170.9, 8376, 346016.4, 8376, 405256.7, 8376, 261944.2
8378, 166161.9, 8378, 233732.4, 8378, 1142648.0, 8378, 394048.1, 8378, 415012.9, 8378, 296411.1, 8378, 189812.7, 8378, 357829.8, 8378, 264732.0, 8378, 318535.5, 8378, 253953.2, 8378, 362722.0, 8378, 264235.2, 8378, 346055.1, 8378, 405235.6, 8378, 261973.9
8380, 166206.7, 8380, 233760.2, 8380, 1142598.0, 8380, 394104.8, 8380, 415000.4, 8380, 296447.2, 8380, 189832.7, 8380, 357798.7, 8380, 264699.9, 8380, 318502.9, 8380, 253945.2, 8380, 362729.8, 8380, 264152.0, 8380, 346043.6, 8380, 405187.2, 8380, 261963.8
8382, 166241.0, 8382, 233753.1, 8382, 1142680.0, 8382, 394042.6, 8382, 415014.6, 8382, 296406.5, 8382, 189845.1, 8382, 357852.7, 8382, 264722.2, 8382, 318529.1, 8382, 253875.6, 8382, 362659.2, 8382, 264222.5, 8382, 346021.5, 8382, 405228.3, 8382, 262008.5
8384, 166202.1, 8384, 233702.8, 8384, 1142638.0, 8384, 394065.0, 8384, 415045.7, 8384, 296398.6, 8384, 189856.7, 8384, 357869.1, 8384, 264688.1, 8384, 318541.5, 8384, 253961.2, 8384, 362686.5, 8384, 264168.8, 8384, 346078.9, 8384, 405175.3, 8384, 262018.3
8386, 166198.8, 8386, 233723.0, 8386, 1142643.0, 8386, 394060.7, 8386, 414987.9, 8386, 296463.9, 8386, 189830.1, 8386, 357866.9, 8386, 264720.7, 8386, 318564.4, 8386, 253909.1, 8386, 362664.8, 8386, 264219.6, 8386, 346041.2, 8386, 405220.6, 8386, 262037.8
8388, 166214.9, 8388, 233727.5, 8388, 1142717.0, 8388, 394060.7, 8388, 415066.5, 8388, 296456.3, 8388, 189888.3, 8388, 357829.1, 8388, 264727.1, 8388, 318557.5, 8388, 253956.2, 8388, 362664.6, 8388, 264166.0, 8388, 346073.7, 8388, 405247.8, 8388, 261972.4
8390, 166198.4, 8390, 233710.7, 8390, 1142672.0, 8390, 394093.8, 8390, 415009.4, 8390, 296470.1, 8390, 189836.2, 8390, 357872.8, 8390, 264688.6, 8390, 318557.3, 8390, 253884.0, 8390, 362695.8, 8390, 264187.6, 8390, 346019.9, 8390, 405281.4, 8390, 262006.5
8392, 166192.6, 8392, 233766.5, 8392, 1142644.0, 8392, 394056.3, 8392, 415044.1, 8392, 296449.5, 8392, 189851.7, 8392, 357818.9, 8392, 264667.2, 8392, 318567.5, 8392, 253868.2, 8392, 362713.9, 8392, 264221.8, 8392, 345982.7, 8392, 405330.9, 8392, 261993.8
8394, 166208.0, 8394, 233730.3, 8394, 1142723.0, 8394, 394099.9, 8394, 415035.5, 8394, 296385.6, 8394, 189801.3, 8394, 357879.5, 8394, 264659.2, 8394, 318661.1, 8394, 253858.1, 8394, 362686.4, 8394, 264231.2, 8394, 346033.5, 8394, 405315.1, 8394, 261999.9
8396, 166222.6, 8396, 233771.9, 8396, 1142658.0, 8396, 394044.5, 8396, 415065.0, 8396, 296463.4, 8396, 189877.1, 8396, 357875.6, 8396, 264651.4, 8396, 318592.0, 8396, 253826.1, 8396, 362644.9, 8396, 264241.5, 8396, 345990.5, 8396, 405302.1, 8396, 261976.4
8398, 166159.3, 8398, 233772.3, 8398, 1142666.0, 8398, 394098.7, 8398, 415033.9, 8398, 296444.0, 8398, 189854.5, 8398, 357880.1, 8398, 264708.6, 8398, 318532.3, 8398, 253852.0, 8398, 362674.2, 8398, 264272.5, 8398, 346037.1, 8398, 405320.5, 8398, 262012.6
8400, 166196.0, 8400, 233783.2, 8400, 1142717.0, 8400, 394108.4, 8400, 415056.4, 8400, 296414.1, 8400, 189832.7, 8400, 357908.4, 8400, 264691.7, 8400, 318579.2, 8400, 253883.5, 8400, 362741.4, 8400, 264179.7, 8400, 345994.1, 8400, 405222.5, 8400, 261969.1
