time 1,Cellulose_1, time 2,Cellulose_2,time 3,Cellulose_3, time 4,Cellulose_4,time 5 ,Cellulose_5, time 6,Cellulose_6,time 7,Cellulose_7, time 8,Cellulose_8,time 9 ,Cellulose_9, time 10,Cellulose_10,time 11,Cellulose_11, time 12,Cellulose_12,time 13 ,Cellulose_13, time 14,Cellulose_14,time 15,Cellulose_15, time 16,Cellulose_16
11074, 166224.7, 11074, 230706.2, 11074, 1139559.0, 11074, 390215.4, 11074, 415144.9, 11074, 296489.0, 11074, 189748.3, 11074, 357953.1, 11074, 264744.6, 11074, 318502.3, 11074, 253920.2, 11074, 362715.7, 11074, 264583.6, 11074, 346318.8, 11074, 399309.6, 11074, 254606.9
11076, 166207.2, 11076, 230683.4, 11076, 1139550.0, 11076, 390142.9, 11076, 415180.6, 11076, 296365.8, 11076, 189776.7, 11076, 357874.9, 11076, 264715.7, 11076, 318502.0, 11076, 253984.0, 11076, 362690.6, 11076, 264538.2, 11076, 346300.9, 11076, 399302.0, 11076, 254608.6
11078, 166202.0, 11078, 230636.6, 11078, 1139583.0, 11078, 390219.6, 11078, 415161.1, 11078, 296456.9, 11078, 189692.9, 11078, 357914.5, 11078, 264688.1, 11078, 318545.4, 11078, 253950.0, 11078, 362690.0, 11078, 264567.5, 11078, 346340.8, 11078, 399279.2, 11078, 254576.4
11080, 166243.1, 11080, 230725.4, 11080, 1139562.0, 11080, 390213.8, 11080, 415119.1, 11080, 296398.4, 11080, 189773.7, 11080, 357914.0, 11080, 264799.4, 11080, 318538.2, 11080, 253982.9, 11080, 362790.0, 11080, 264485.4, 11080, 346290.3, 11080, 399318.9, 11080, 254605.5
11082, 166199.7, 11082, 230683.8, 11082, 1139514.0, 11082, 390152.8, 11082, 415158.8, 11082, 296467.6, 11082, 189747.0, 11082, 357920.4, 11082, 264713.4, 11082, 318533.7, 11082, 253970.9, 11082, 362730.3, 11082, 264516.1, 11082, 346340.0, 11082, 399260.4, 11082, 254632.4
11084, 166222.7, 11084, 230706.5, 11084, 1139548.0, 11084, 390243.5, 11084, 415189.5, 11084, 296398.3, 11084, 189740.1, 11084, 357874.3, 11084, 264740.6, 11084, 318490.7, 11084, 254018.9, 11084, 362729.3, 11084, 264553.8, 11084, 346327.0, 11084, 399321.0, 11084, 254638.3
11086, 166269.5, 11086, 230710.4, 11086, 1139555.0, 11086, 390271.0, 11086, 415144.7, 11086, 296434.2, 11086, 189770.0, 11086, 357929.9, 11086, 264744.1, 11086, 318516.8, 11086, 253960.4, 11086, 362778.2, 11086, 264529.7, 11086, 346365.1, 11086, 399301.1, 11086, 254616.6
11088, 166244.4, 11088, 230702.9, 11088, 1139586.0, 11088, 390259.2, 11088, 415124.5, 11088, 296436.3, 11088, 189738.7, 11088, 357938.2, 11088, 264724.4, 11088, 318651.9, 11088, 254001.0, 11088, 362802.4, 11088, 264531.9, 11088, 346362.0, 11088, 399393.2, 11088, 254657.3
11090, 166229.0, 11090, 230702.7, 11090, 1139545.0, 11090, 390312.6, 11090, 415100.1, 11090, 296480.9, 11090, 189746.7, 11090, 357898.1, 11090, 264598.9, 11090, 318621.7, 11090, 253911.7, 11090, 362758.1, 11090, 264619.3, 11090, 346360.0, 11090, 399509.6, 11090, 254598.0
11092, 166263.8, 11092, 230850.1, 11092, 1139599.0, 11092, 390313.8, 11092, 415118.2, 11092, 296444.0, 11092, 189699.0, 11092, 357909.2, 11092, 264672.3, 11092, 318583.4, 11092, 253869.0, 11092, 362740.8, 11092, 264567.6, 11092, 346263.2, 11092, 399440.5, 11092, 254628.3
11094, 166226.9, 11094, 230772.6, 11094, 1139590.0, 11094, 390371.2, 11094, 415111.0, 11094, 296486.5, 11094, 189746.7, 11094, 357888.8, 11094, 264654.3, 11094, 318581.5, 11094, 253901.3, 11094, 362694.6, 11094, 264552.8, 11094, 346293.8, 11094, 399452.3, 11094, 254597.6
11096, 166295.5, 11096, 230789.2, 11096, 1139740.0, 11096, 390281.7, 11096, 415110.9, 11096, 296489.6, 11096, 189751.0, 11096, 357940.6, 11096, 264707.8, 11096, 318642.9, 11096, 253865.0, 11096, 362710.0, 11096, 264605.3, 11096, 346317.7, 11096, 399411.9, 11096, 254612.8
11098, 166217.3, 11098, 230792.4, 11098, 1139609.0, 11098, 390242.4, 11098, 415122.7, 11098, 296418.5, 11098, 189770.0, 11098, 357920.9, 11098, 264677.5, 11098, 318633.4, 11098, 253846.7, 11098, 362719.7, 11098, 264586.9, 11098, 346294.9, 11098, 399389.9, 11098, 254600.6
11100, 166192.1, 11100, 230764.4, 11100, 1139623.0, 11100, 390235.1, 11100, 415196.6, 11100, 296471.5, 11100, 189762.7, 11100, 357961.3, 11100, 264663.1, 11100, 318558.1, 11100, 253897.5, 11100, 362710.2, 11100, 264512.0, 11100, 346292.8, 11100, 399413.9, 11100, 254626.0
11102, 166270.2, 11102, 230763.8, 11102, 1139643.0, 11102, 390298.7, 11102, 415179.0, 11102, 296395.0, 11102, 189744.7, 11102, 357927.6, 11102, 264731.1, 11102, 318560.3, 11102, 253900.7, 11102, 362708.5, 11102, 264596.6, 11102, 346288.5, 11102, 399377.6, 11102, 254599.3
11104, 166256.2, 11104, 230739.7, 11104, 1139597.0, 11104, 390223.1, 11104, 415137.2, 11104, 296394.3, 11104, 189723.5, 11104, 357952.0, 11104, 264680.5, 11104, 318527.9, 11104, 253838.5, 11104, 362744.5, 11104, 264539.5, 11104, 346328.5, 11104, 399307.1, 11104, 254604.1
11106, 166233.2, 11106, 230761.3, 11106, 1139613.0, 11106, 390280.6, 11106, 415104.7, 11106, 296365.0, 11106, 189727.1, 11106, 357971.3, 11106, 264749.3, 11106, 318492.4, 11106, 253912.2, 11106, 362709.4, 11106, 264579.4, 11106, 346345.1, 11106, 399288.6, 11106, 254609.0
11108, 166277.3, 11108, 230756.7, 11108, 1139586.0, 11108, 390250.6, 11108, 415177.2, 11108, 296397.9, 11108, 189712.2, 11108, 357932.7, 11108, 264744.8, 11108, 318498.3, 11108, 253879.3, 11108, 362743.4, 11108, 264562.5, 11108, 346334.6, 11108, 399289.6, 11108, 254579.0
11110, 166177.6, 11110, 230714.4, 11110, 1139543.0, 11110, 390198.4, 11110, 415146.5, 11110, 296450.4, 11110, 189729.0, 11110, 357908.1, 11110, 264736.1, 11110, 318547.2, 11110, 253928.6, 11110, 362746.9, 11110, 264462.9, 11110, 346321.8, 11110, 399253.8, 11110, 254637.3
11112, 166223.6, 11112, 230705.3, 11112, 1139560.0, 11112, 390206.8, 11112, 415192.8, 11112, 296442.1, 11112, 189763.4, 11112, 357903.5, 11112, 264726.5, 11112, 318543.8, 11112, 254052.8, 11112, 362717.7, 11112, 264554.1, 11112, 346367.0, 11112, 399261.1, 11112, 254601.5
11114, 166202.0, 11114, 230735.5, 11114, 1139607.0, 11114, 390207.6, 11114, 415111.9, 11114, 296403.8, 11114, 189764.8, 11114, 357846.1, 11114, 264736.2, 11114, 318579.2, 11114, 253926.9, 11114, 362793.2, 11114, 264570.8, 11114, 346328.2, 11114, 399350.5, 11114, 254600.0
11116, 166233.4, 11116, 230826.4, 11116, 1139622.0, 11116, 390331.7, 11116, 415151.5, 11116, 296448.9, 11116, 189734.2, 11116, 357922.0, 11116, 264713.2, 11116, 318652.6, 11116, 253873.8, 11116, 362768.8, 11116, 264612.3, 11116, 346306.2, 11116, 399486.8, 11116, 254701.4
11118, 166273.3, 11118, 230822.8, 11118, 1139577.0, 11118, 390379.2, 11118, 415121.6, 11118, 296451.4, 11118, 189714.3, 11118, 357958.2, 11118, 264594.0, 11118, 318633.8, 11118, 253863.6, 11118, 362757.8, 11118, 264572.5, 11118, 346349.5, 11118, 399477.9, 11118, 254661.8
11120, 166262.8, 11120, 230822.6, 11120, 1139652.0, 11120, 390358.5, 11120, 415131.7, 11120, 296460.3, 11120, 189729.1, 11120, 358022.9, 11120, 264650.4, 11120, 318576.6, 11120, 253819.0, 11120, 362694.8, 11120, 264611.6, 11120, 346263.5, 11120, 399463.7, 11120, 254649.4
11122, 166258.5, 11122, 230847.3, 11122, 1139650.0, 11122, 390363.9, 11122, 415177.5, 11122, 296401.5, 11122, 189761.8, 11122, 357981.7, 11122, 264656.8, 11122, 318582.3, 11122, 253810.7, 11122, 362740.6, 11122, 264548.7, 11122, 346259.4, 11122, 399360.2, 11122, 254616.3
11124, 166259.1, 11124, 230763.3, 11124, 1139644.0, 11124, 390295.5, 11124, 415090.1, 11124, 296416.4, 11124, 189785.2, 11124, 357923.2, 11124, 264694.3, 11124, 318586.0, 11124, 253796.8, 11124, 362744.5, 11124, 264572.6, 11124, 346298.0, 11124, 399343.2, 11124, 254592.4
11126, 166217.8, 11126, 230741.4, 11126, 1139625.0, 11126, 390297.5, 11126, 415132.7, 11126, 296404.2, 11126, 189690.3, 11126, 357891.4, 11126, 264685.5, 11126, 318554.1, 11126, 253874.7, 11126, 362703.6, 11126, 264567.8, 11126, 346299.8, 11126, 399298.8, 11126, 254588.6
11128, 166313.9, 11128, 230797.4, 11128, 1139659.0, 11128, 390254.1, 11128, 415142.4, 11128, 296372.5, 11128, 189738.0, 11128, 357940.6, 11128, 264747.3, 11128, 318543.1, 11128, 253877.1, 11128, 362675.1, 11128, 264556.0, 11128, 346341.2, 11128, 399297.4, 11128, 254571.8
11130, 166241.2, 11130, 230751.5, 11130, 1139538.0, 11130, 390260.8, 11130, 415157.7, 11130, 296401.3, 11130, 189721.6, 11130, 357901.0, 11130, 264737.9, 11130, 318502.4, 11130, 253937.5, 11130, 362733.5, 11130, 264481.5, 11130, 346266.4, 11130, 399261.3, 11130, 254661.5
11132, 166226.6, 11132, 230706.9, 11132, 1139556.0, 11132, 390207.0, 11132, 415207.1, 11132, 296391.7, 11132, 189720.3, 11132, 357920.5, 11132, 264776.6, 11132, 318572.5, 11132, 253891.0, 11132, 362729.3, 11132, 264514.5, 11132, 346333.6, 11132, 399257.5, 11132, 254587.6
11134, 166276.2, 11134, 230745.9, 11134, 1139564.0, 11134, 390256.4, 11134, 415184.2, 11134, 296365.0, 11134, 189726.7, 11134, 357890.5, 11134, 264705.9, 11134, 318512.9, 11134, 254016.3, 11134, 362719.3, 11134, 264541.1, 11134, 346289.1, 11134, 399241.3, 11134, 254598.6
11136, 166168.9, 11136, 230721.0, 11136, 1139568.0, 11136, 390219.0, 11136, 415082.8, 11136, 296402.9, 11136, 189731.8, 11136, 357873.6, 11136, 264762.2, 11136, 318448.9, 11136, 253926.1, 11136, 362720.6, 11136, 264558.8, 11136, 346309.5, 11136, 399262.2, 11136, 254585.3
11138, 166202.5, 11138, 230722.6, 11138, 1139608.0, 11138, 390269.1, 11138, 415172.7, 11138, 296452.4, 11138, 189736.1, 11138, 357921.9, 11138, 264707.4, 11138, 318517.6, 11138, 253872.5, 11138, 362743.8, 11138, 264506.5, 11138, 346387.9, 11138, 399291.4, 11138, 254608.3
11140, 166243.0, 11140, 230763.0, 11140, 1139610.0, 11140, 390204.1, 11140, 415202.1, 11140, 296396.5, 11140, 189757.8, 11140, 357934.0, 11140, 264742.9, 11140, 318551.4, 11140, 253916.0, 11140, 362743.5, 11140, 264482.8, 11140, 346340.0, 11140, 399330.9, 11140, 254671.3
11142, 166205.6, 11142, 230749.4, 11142, 1139634.0, 11142, 390284.3, 11142, 415137.5, 11142, 296428.9, 11142, 189684.9, 11142, 357935.3, 11142, 264687.8, 11142, 318545.6, 11142, 253933.7, 11142, 362694.8, 11142, 264530.2, 11142, 346357.8, 11142, 399327.8, 11142, 254571.7
11144, 166238.7, 11144, 230749.8, 11144, 1139550.0, 11144, 390301.3, 11144, 415110.2, 11144, 296450.1, 11144, 189697.5, 11144, 357921.3, 11144, 264672.5, 11144, 318582.8, 11144, 253890.6, 11144, 362718.5, 11144, 264511.7, 11144, 346313.8, 11144, 399344.9, 11144, 254659.9
11146, 166220.3, 11146, 230784.4, 11146, 1139600.0, 11146, 390217.4, 11146, 415130.4, 11146, 296435.8, 11146, 189727.8, 11146, 357934.2, 11146, 264753.3, 11146, 318541.2, 11146, 253927.3, 11146, 362712.4, 11146, 264544.8, 11146, 346316.8, 11146, 399314.4, 11146, 254565.0
11148, 166218.7, 11148, 230757.7, 11148, 1139559.0, 11148, 390216.0, 11148, 415149.2, 11148, 296462.8, 11148, 189703.9, 11148, 357885.3, 11148, 264651.8, 11148, 318516.3, 11148, 253956.4, 11148, 362701.4, 11148, 264568.8, 11148, 346347.6, 11148, 399313.4, 11148, 254637.8
11150, 166255.9, 11150, 230741.7, 11150, 1139596.0, 11150, 390271.4, 11150, 415153.6, 11150, 296416.6, 11150, 189735.9, 11150, 357858.2, 11150, 264747.3, 11150, 318530.8, 11150, 253994.1, 11150, 362741.4, 11150, 264489.0, 11150, 346378.4, 11150, 399300.7, 11150, 254590.7
11152, 166195.7, 11152, 230734.8, 11152, 1139553.0, 11152, 390219.5, 11152, 415151.2, 11152, 296460.5, 11152, 189732.7, 11152, 357847.8, 11152, 264733.5, 11152, 318524.0, 11152, 253948.3, 11152, 362695.7, 11152, 264480.4, 11152, 346293.7, 11152, 399261.2, 11152, 254620.8
11154, 166206.4, 11154, 230748.3, 11154, 1139564.0, 11154, 390284.3, 11154, 415161.8, 11154, 296458.2, 11154, 189730.2, 11154, 357898.2, 11154, 264691.0, 11154, 318457.4, 11154, 253928.3, 11154, 362719.0, 11154, 264553.4, 11154, 346297.6, 11154, 399259.8, 11154, 254654.9
11156, 166280.8, 11156, 230768.2, 11156, 1139601.0, 11156, 390233.0, 11156, 415148.3, 11156, 296455.1, 11156, 189707.3, 11156, 357939.1, 11156, 264691.6, 11156, 318568.9, 11156, 253943.3, 11156, 362727.0, 11156, 264531.7, 11156, 346216.4, 11156, 399231.0, 11156, 254659.0
11158, 166246.3, 11158, 230697.9, 11158, 1139604.0, 11158, 390243.8, 11158, 415152.8, 11158, 296409.5, 11158, 189765.3, 11158, 357877.1, 11158, 264701.8, 11158, 318543.9, 11158, 253965.8, 11158, 362763.9, 11158, 264537.8, 11158, 346195.4, 11158, 399213.6, 11158, 254626.3
11160, 166168.2, 11160, 230678.2, 11160, 1139593.0, 11160, 390324.1, 11160, 415192.1, 11160, 296446.1, 11160, 189718.7, 11160, 357913.4, 11160, 264701.3, 11160, 318547.5, 11160, 253963.1, 11160, 362708.1, 11160, 264508.8, 11160, 346198.7, 11160, 399327.2, 11160, 254581.4
11162, 166206.4, 11162, 230743.2, 11162, 1139547.0, 11162, 390283.7, 11162, 415171.7, 11162, 296500.7, 11162, 189723.9, 11162, 357954.6, 11162, 264652.3, 11162, 318548.6, 11162, 253946.1, 11162, 362753.4, 11162, 264563.3, 11162, 346174.7, 11162, 399400.8, 11162, 254588.9
11164, 166217.6, 11164, 230798.5, 11164, 1139639.0, 11164, 390245.6, 11164, 415218.5, 11164, 296435.3, 11164, 189776.7, 11164, 357974.2, 11164, 264686.5, 11164, 318625.1, 11164, 253925.6, 11164, 362778.0, 11164, 264583.7, 11164, 346222.6, 11164, 399370.6, 11164, 254631.2
11166, 166238.8, 11166, 230754.4, 11166, 1139572.0, 11166, 390221.2, 11166, 415145.8, 11166, 296418.2, 11166, 189751.5, 11166, 357932.9, 11166, 264700.0, 11166, 318572.7, 11166, 253958.5, 11166, 362718.2, 11166, 264545.4, 11166, 346177.8, 11166, 399276.1, 11166, 254611.8
11168, 166207.7, 11168, 230730.8, 11168, 1139578.0, 11168, 390276.9, 11168, 415134.8, 11168, 296457.2, 11168, 189757.2, 11168, 357912.9, 11168, 264717.1, 11168, 318481.7, 11168, 253885.0, 11168, 362690.8, 11168, 264542.4, 11168, 346176.5, 11168, 399320.1, 11168, 254575.6
11170, 166223.5, 11170, 230751.9, 11170, 1139603.0, 11170, 390200.2, 11170, 415108.2, 11170, 296490.2, 11170, 189739.0, 11170, 357901.6, 11170, 264677.8, 11170, 318507.2, 11170, 253997.6, 11170, 362715.8, 11170, 264483.0, 11170, 346217.2, 11170, 399317.8, 11170, 254625.2
11172, 166227.0, 11172, 230733.3, 11172, 1139540.0, 11172, 390240.5, 11172, 415122.7, 11172, 296440.9, 11172, 189774.2, 11172, 357872.2, 11172, 264677.8, 11172, 318462.1, 11172, 253995.9, 11172, 362696.4, 11172, 264510.2, 11172, 346179.0, 11172, 399298.4, 11172, 254622.2
11174, 166211.1, 11174, 230717.2, 11174, 1139592.0, 11174, 390219.2, 11174, 415139.0, 11174, 296434.3, 11174, 189768.6, 11174, 357897.1, 11174, 264714.6, 11174, 318560.5, 11174, 253993.5, 11174, 362717.4, 11174, 264533.5, 11174, 346190.8, 11174, 399321.5, 11174, 254551.1
11176, 166215.1, 11176, 230741.2, 11176, 1139608.0, 11176, 390278.0, 11176, 415118.5, 11176, 296441.1, 11176, 189778.6, 11176, 357880.6, 11176, 264729.6, 11176, 318498.0, 11176, 253930.6, 11176, 362703.1, 11176, 264498.0, 11176, 346204.6, 11176, 399266.1, 11176, 254559.8
11178, 166184.8, 11178, 230706.0, 11178, 1139537.0, 11178, 390169.6, 11178, 415144.4, 11178, 296397.1, 11178, 189722.1, 11178, 357837.1, 11178, 264778.8, 11178, 318474.8, 11178, 254048.2, 11178, 362733.1, 11178, 264558.3, 11178, 346148.1, 11178, 399283.2, 11178, 254633.9
11180, 166275.6, 11180, 230767.9, 11180, 1139561.0, 11180, 390191.6, 11180, 415142.3, 11180, 296474.6, 11180, 189821.6, 11180, 357914.3, 11180, 264716.4, 11180, 318568.4, 11180, 254013.0, 11180, 362764.0, 11180, 264565.3, 11180, 346275.7, 11180, 399300.8, 11180, 254591.2
11182, 166238.4, 11182, 230727.2, 11182, 1139590.0, 11182, 390281.5, 11182, 415152.9, 11182, 296443.0, 11182, 189723.9, 11182, 357927.8, 11182, 264717.1, 11182, 318659.8, 11182, 253946.8, 11182, 362790.2, 11182, 264583.9, 11182, 346225.4, 11182, 399417.7, 11182, 254663.3
11184, 166232.7, 11184, 230752.1, 11184, 1139576.0, 11184, 390395.7, 11184, 415107.6, 11184, 296506.0, 11184, 189716.8, 11184, 357943.4, 11184, 264628.1, 11184, 318731.8, 11184, 253889.0, 11184, 362730.7, 11184, 264605.9, 11184, 346182.1, 11184, 399541.6, 11184, 254592.3
11186, 166246.6, 11186, 230835.3, 11186, 1139607.0, 11186, 390366.7, 11186, 415118.7, 11186, 296457.4, 11186, 189729.0, 11186, 358049.0, 11186, 264675.9, 11186, 318650.8, 11186, 253785.2, 11186, 362748.0, 11186, 264592.8, 11186, 346127.1, 11186, 399541.2, 11186, 254651.0
11188, 166293.6, 11188, 230853.0, 11188, 1139671.0, 11188, 390359.4, 11188, 415148.1, 11188, 296493.5, 11188, 189765.9, 11188, 357956.3, 11188, 264646.9, 11188, 318596.0, 11188, 253869.2, 11188, 362725.7, 11188, 264616.9, 11188, 346121.3, 11188, 399522.0, 11188, 254627.8
11190, 166308.5, 11190, 230823.6, 11190, 1139632.0, 11190, 390270.3, 11190, 415214.7, 11190, 296454.5, 11190, 189678.9, 11190, 357985.7, 11190, 264709.2, 11190, 318633.7, 11190, 253872.1, 11190, 362757.1, 11190, 264585.0, 11190, 346149.4, 11190, 399416.2, 11190, 254595.3
11192, 166297.2, 11192, 230810.6, 11192, 1139572.0, 11192, 390348.9, 11192, 415182.6, 11192, 296474.5, 11192, 189747.3, 11192, 358031.1, 11192, 264622.7, 11192, 318662.2, 11192, 253885.1, 11192, 362724.1, 11192, 264591.3, 11192, 346184.1, 11192, 399456.7, 11192, 254616.4
11194, 166279.4, 11194, 230823.4, 11194, 1139616.0, 11194, 390356.9, 11194, 415198.8, 11194, 296397.6, 11194, 189694.0, 11194, 357972.5, 11194, 264662.3, 11194, 318698.5, 11194, 253831.7, 11194, 362780.5, 11194, 264602.6, 11194, 346171.6, 11194, 399498.3, 11194, 254670.7
11196, 166316.5, 11196, 230811.2, 11196, 1139593.0, 11196, 390378.9, 11196, 415209.2, 11196, 296425.9, 11196, 189673.6, 11196, 358027.3, 11196, 264657.1, 11196, 318670.9, 11196, 253844.0, 11196, 362778.9, 11196, 264628.0, 11196, 346093.3, 11196, 399459.6, 11196, 254682.1
11198, 166260.2, 11198, 230786.7, 11198, 1139574.0, 11198, 390360.6, 11198, 415151.2, 11198, 296366.9, 11198, 189706.1, 11198, 357993.4, 11198, 264681.7, 11198, 318643.5, 11198, 253781.2, 11198, 362729.9, 11198, 264621.7, 11198, 346089.0, 11198, 399434.1, 11198, 254630.3
11200, 166274.7, 11200, 230833.1, 11200, 1139675.0, 11200, 390283.6, 11200, 415176.2, 11200, 296382.0, 11200, 189730.1, 11200, 357955.7, 11200, 264697.2, 11200, 318598.4, 11200, 253839.0, 11200, 362708.5, 11200, 264618.0, 11200, 346097.3, 11200, 399392.5, 11200, 254588.2
11202, 166250.5, 11202, 230735.3, 11202, 1139652.0, 11202, 390216.8, 11202, 415165.3, 11202, 296391.0, 11202, 189747.4, 11202, 357949.6, 11202, 264687.1, 11202, 318562.6, 11202, 253840.4, 11202, 362729.3, 11202, 264517.2, 11202, 346098.8, 11202, 399353.3, 11202, 254617.0
11204, 166299.7, 11204, 230815.0, 11204, 1139603.0, 11204, 390228.0, 11204, 415155.1, 11204, 296392.9, 11204, 189699.8, 11204, 357890.8, 11204, 264722.4, 11204, 318563.8, 11204, 253892.6, 11204, 362655.4, 11204, 264552.4, 11204, 346160.4, 11204, 399290.6, 11204, 254601.3
11206, 166252.8, 11206, 230695.9, 11206, 1139654.0, 11206, 390210.0, 11206, 415160.9, 11206, 296423.0, 11206, 189785.2, 11206, 357928.2, 11206, 264705.9, 11206, 318519.1, 11206, 253922.9, 11206, 362713.6, 11206, 264516.5, 11206, 346132.8, 11206, 399281.4, 11206, 254599.4
11208, 166189.7, 11208, 230755.8, 11208, 1139594.0, 11208, 390223.2, 11208, 415130.9, 11208, 296441.3, 11208, 189788.0, 11208, 357959.4, 11208, 264672.0, 11208, 318461.9, 11208, 253870.9, 11208, 362685.7, 11208, 264492.5, 11208, 346121.6, 11208, 399249.1, 11208, 254550.0
11210, 166157.4, 11210, 230708.7, 11210, 1139657.0, 11210, 390206.4, 11210, 415205.4, 11210, 296384.1, 11210, 189722.4, 11210, 357906.5, 11210, 264769.5, 11210, 318497.2, 11210, 253931.6, 11210, 362627.1, 11210, 264491.9, 11210, 346103.0, 11210, 399266.4, 11210, 254585.4
11212, 166171.5, 11212, 230709.7, 11212, 1139593.0, 11212, 390236.9, 11212, 415156.4, 11212, 296428.4, 11212, 189754.2, 11212, 357856.4, 11212, 264642.8, 11212, 318484.8, 11212, 253924.3, 11212, 362641.0, 11212, 264481.1, 11212, 346147.3, 11212, 399316.5, 11212, 254589.0
11214, 166146.6, 11214, 230653.5, 11214, 1139611.0, 11214, 390220.1, 11214, 415166.7, 11214, 296401.5, 11214, 189787.8, 11214, 357969.7, 11214, 264714.0, 11214, 318495.7, 11214, 253909.4, 11214, 362640.6, 11214, 264534.2, 11214, 346171.5, 11214, 399299.7, 11214, 254652.0
11216, 166226.9, 11216, 230725.0, 11216, 1139621.0, 11216, 390161.4, 11216, 415106.0, 11216, 296485.7, 11216, 189717.8, 11216, 357916.5, 11216, 264698.2, 11216, 318494.4, 11216, 253930.6, 11216, 362683.2, 11216, 264537.4, 11216, 346174.5, 11216, 399342.3, 11216, 254568.5
11218, 166182.1, 11218, 230740.5, 11218, 1139570.0, 11218, 390216.0, 11218, 415160.2, 11218, 296481.5, 11218, 189728.4, 11218, 357852.9, 11218, 264682.9, 11218, 318543.1, 11218, 253946.7, 11218, 362687.9, 11218, 264544.3, 11218, 346207.5, 11218, 399304.5, 11218, 254604.9
11220, 166152.9, 11220, 230681.9, 11220, 1139618.0, 11220, 390199.5, 11220, 415146.4, 11220, 296469.6, 11220, 189769.0, 11220, 357898.7, 11220, 264759.5, 11220, 318480.5, 11220, 253948.8, 11220, 362604.6, 11220, 264545.4, 11220, 346183.5, 11220, 399323.6, 11220, 254564.8
11222, 166157.3, 11222, 230680.1, 11222, 1139583.0, 11222, 390264.7, 11222, 415151.7, 11222, 296528.4, 11222, 189760.1, 11222, 357929.1, 11222, 264698.5, 11222, 318478.0, 11222, 253925.1, 11222, 362672.1, 11222, 264479.7, 11222, 346211.6, 11222, 399298.3, 11222, 254597.8
11224, 166227.3, 11224, 230690.9, 11224, 1139630.0, 11224, 390229.8, 11224, 415143.7, 11224, 296466.6, 11224, 189796.7, 11224, 357874.3, 11224, 264708.7, 11224, 318498.7, 11224, 254027.5, 11224, 362730.1, 11224, 264544.5, 11224, 346208.7, 11224, 399345.1, 11224, 254625.5
11226, 166269.7, 11226, 230761.0, 11226, 1139634.0, 11226, 390248.4, 11226, 415163.6, 11226, 296484.2, 11226, 189735.8, 11226, 357868.4, 11226, 264690.4, 11226, 318545.0, 11226, 253984.0, 11226, 362702.0, 11226, 264519.1, 11226, 346230.9, 11226, 399384.5, 11226, 254596.2
11228, 166318.2, 11228, 230787.4, 11228, 1139670.0, 11228, 390273.5, 11228, 415163.6, 11228, 296508.6, 11228, 189752.7, 11228, 357950.1, 11228, 264658.5, 11228, 318630.9, 11228, 253901.6, 11228, 362715.3, 11228, 264578.6, 11228, 346195.7, 11228, 399416.8, 11228, 254640.5
11230, 166195.4, 11230, 230765.0, 11230, 1139697.0, 11230, 390296.6, 11230, 415167.0, 11230, 296506.4, 11230, 189694.3, 11230, 357928.3, 11230, 264715.5, 11230, 318647.1, 11230, 253862.6, 11230, 362704.3, 11230, 264596.2, 11230, 346201.8, 11230, 399487.2, 11230, 254632.1
11232, 166192.7, 11232, 230818.8, 11232, 1139635.0, 11232, 390356.8, 11232, 415164.8, 11232, 296487.0, 11232, 189736.3, 11232, 357954.6, 11232, 264605.1, 11232, 318658.8, 11232, 253811.2, 11232, 362708.9, 11232, 264556.6, 11232, 346164.7, 11232, 399464.5, 11232, 254649.8
11234, 166304.1, 11234, 230799.1, 11234, 1139615.0, 11234, 390305.3, 11234, 415134.3, 11234, 296452.5, 11234, 189726.2, 11234, 357942.4, 11234, 264716.1, 11234, 318584.6, 11234, 253865.4, 11234, 362723.0, 11234, 264594.5, 11234, 346217.2, 11234, 399462.4, 11234, 254636.9
11236, 166271.4, 11236, 230811.0, 11236, 1139615.0, 11236, 390288.1, 11236, 415149.1, 11236, 296441.0, 11236, 189703.7, 11236, 358016.6, 11236, 264728.3, 11236, 318599.9, 11236, 253817.2, 11236, 362770.8, 11236, 264609.9, 11236, 346256.7, 11236, 399418.1, 11236, 254622.6
11238, 166289.3, 11238, 230844.3, 11238, 1139620.0, 11238, 390292.3, 11238, 415136.6, 11238, 296389.1, 11238, 189685.4, 11238, 357994.0, 11238, 264680.2, 11238, 318583.1, 11238, 253913.6, 11238, 362713.6, 11238, 264601.6, 11238, 346199.5, 11238, 399484.6, 11238, 254616.5
11240, 166211.2, 11240, 230791.1, 11240, 1139570.0, 11240, 390280.9, 11240, 415197.3, 11240, 296474.2, 11240, 189731.8, 11240, 357886.9, 11240, 264667.8, 11240, 318521.6, 11240, 253868.5, 11240, 362746.4, 11240, 264539.5, 11240, 346157.7, 11240, 399437.5, 11240, 254582.6
11242, 166200.5, 11242, 230788.5, 11242, 1139562.0, 11242, 390285.9, 11242, 415125.1, 11242, 296430.2, 11242, 189735.0, 11242, 357984.9, 11242, 264679.8, 11242, 318576.5, 11242, 253839.6, 11242, 362686.6, 11242, 264512.6, 11242, 346171.4, 11242, 399408.3, 11242, 254624.2
11244, 166215.1, 11244, 230798.4, 11244, 1139629.0, 11244, 390236.5, 11244, 415180.4, 11244, 296414.0, 11244, 189724.3, 11244, 357993.0, 11244, 264698.6, 11244, 318558.1, 11244, 253866.5, 11244, 362700.8, 11244, 264592.3, 11244, 346191.9, 11244, 399399.8, 11244, 254572.2
