time_1,Nylon_1,time_2,Nylon_2,time_3,Nylon_3,time_4,Nylon_4,time_5,Cellulose_1,time_6,Cellulose_2,time_7,Cellulose_3,time_8,Cellulose_4,time_9,Polyimide_1,time_10,Polyimide_2,time_11,Polyimide_3,time_12,Polyimide_4,time_13,PET_1,time_14,PET_2,time_15,PET_3,time_16,PET_4
976, 167991.2, 976, 232224.4, 976, 1143818.0, 976, 391573.4, 976, 415660.6, 976, 296356.9, 976, 189009.9, 976, 357969.5, 976, 273772.8, 976, 328047.2, 976, 262474.1, 976, 371136.4, 976, 275544.3, 976, 362863.6, 976, 409802.6, 976, 258101.6
978, 167952.6, 978, 232214.8, 978, 1143772.0, 978, 391464.2, 978, 415665.0, 978, 296311.9, 978, 189027.2, 978, 357999.6, 978, 273803.2, 978, 327995.3, 978, 262510.3, 978, 371144.5, 978, 275488.5, 978, 362867.0, 978, 409678.8, 978, 258055.3
980, 167959.7, 980, 232257.1, 980, 1143761.0, 980, 391399.4, 980, 415700.7, 980, 296273.6, 980, 189020.7, 980, 357943.4, 980, 273820.7, 980, 327995.3, 980, 262544.3, 980, 371144.3, 980, 275504.9, 980, 362869.9, 980, 409641.4, 980, 258064.0
982, 167971.5, 982, 232164.0, 982, 1143772.0, 982, 391383.4, 982, 415646.8, 982, 296222.8, 982, 189012.9, 982, 357948.8, 982, 273835.5, 982, 327969.1, 982, 262526.1, 982, 371108.9, 982, 275450.3, 982, 362901.8, 982, 409539.7, 982, 258063.5
984, 167935.4, 984, 232174.4, 984, 1143701.0, 984, 391381.5, 984, 415676.5, 984, 296292.2, 984, 189014.0, 984, 357878.5, 984, 273892.5, 984, 327863.5, 984, 262564.2, 984, 371091.2, 984, 275443.1, 984, 362907.4, 984, 409500.4, 984, 258036.4
986, 167939.7, 986, 232123.8, 986, 1143769.0, 986, 391395.2, 986, 415708.1, 986, 296228.0, 986, 189070.3, 986, 357924.2, 986, 273817.1, 986, 327886.9, 986, 262594.4, 986, 371082.5, 986, 275433.9, 986, 362929.4, 986, 409461.1, 986, 258105.2
988, 167879.3, 988, 232140.0, 988, 1143699.0, 988, 391316.8, 988, 415687.0, 988, 296309.7, 988, 189028.3, 988, 357906.6, 988, 273851.9, 988, 327819.8, 988, 262636.2, 988, 371111.7, 988, 275456.9, 988, 362999.7, 988, 409386.6, 988, 258050.5
990, 167878.8, 990, 232070.6, 990, 1143699.0, 990, 391259.6, 990, 415674.2, 990, 296254.6, 990, 189022.8, 990, 357860.2, 990, 273859.6, 990, 327883.4, 990, 262637.9, 990, 371149.6, 990, 275435.6, 990, 362967.0, 990, 409402.5, 990, 258128.7
992, 167891.6, 992, 232083.6, 992, 1143683.0, 992, 391316.3, 992, 415694.9, 992, 296263.3, 992, 189039.0, 992, 357885.5, 992, 273871.4, 992, 327846.6, 992, 262592.0, 992, 371120.0, 992, 275370.5, 992, 362977.2, 992, 409434.8, 992, 258056.4
994, 167917.6, 994, 232067.6, 994, 1143649.0, 994, 391332.4, 994, 415694.2, 994, 296256.5, 994, 189036.1, 994, 357862.4, 994, 273936.6, 994, 327835.9, 994, 262645.0, 994, 371131.6, 994, 275407.0, 994, 362979.6, 994, 409391.8, 994, 258045.2
996, 167920.8, 996, 232075.3, 996, 1143716.0, 996, 391338.4, 996, 415651.4, 996, 296231.4, 996, 189078.4, 996, 357846.0, 996, 273822.6, 996, 327902.6, 996, 262718.8, 996, 371092.4, 996, 275349.7, 996, 363007.8, 996, 409384.0, 996, 258030.3
998, 167819.4, 998, 232064.3, 998, 1143673.0, 998, 391321.6, 998, 415694.6, 998, 296251.6, 998, 189016.7, 998, 357822.4, 998, 273877.2, 998, 327781.5, 998, 262651.1, 998, 371043.6, 998, 275350.5, 998, 362946.4, 998, 409420.0, 998, 258063.9
1000, 167873.7, 1000, 232059.1, 1000, 1143633.0, 1000, 391243.2, 1000, 415683.0, 1000, 296329.6, 1000, 189034.9, 1000, 357854.1, 1000, 273905.3, 1000, 327894.8, 1000, 262729.0, 1000, 371069.9, 1000, 275390.8, 1000, 363056.8, 1000, 409424.2, 1000, 258068.2
1002, 167832.2, 1002, 231985.7, 1002, 1143680.0, 1002, 391330.4, 1002, 415703.2, 1002, 296285.6, 1002, 189043.9, 1002, 357822.5, 1002, 273886.4, 1002, 327789.3, 1002, 262696.9, 1002, 371133.5, 1002, 275391.4, 1002, 362980.9, 1002, 409415.9, 1002, 258024.1
1004, 167822.7, 1004, 232092.9, 1004, 1143675.0, 1004, 391307.6, 1004, 415639.1, 1004, 296296.3, 1004, 189047.2, 1004, 357828.0, 1004, 273870.9, 1004, 327806.9, 1004, 262694.0, 1004, 371123.3, 1004, 275418.5, 1004, 362978.9, 1004, 409400.5, 1004, 258133.0
1006, 167856.5, 1006, 232044.6, 1006, 1143673.0, 1006, 391292.9, 1006, 415647.5, 1006, 296309.1, 1006, 189048.0, 1006, 357808.4, 1006, 273904.2, 1006, 327893.4, 1006, 262731.1, 1006, 371113.8, 1006, 275452.2, 1006, 362986.4, 1006, 409373.9, 1006, 258086.0
1008, 167852.1, 1008, 232045.0, 1008, 1143734.0, 1008, 391316.3, 1008, 415654.1, 1008, 296287.9, 1008, 189078.4, 1008, 357890.9, 1008, 273839.0, 1008, 327850.7, 1008, 262683.4, 1008, 371135.6, 1008, 275376.4, 1008, 363005.6, 1008, 409459.0, 1008, 258110.8
1010, 167830.0, 1010, 232035.9, 1010, 1143667.0, 1010, 391353.6, 1010, 415642.5, 1010, 296237.9, 1010, 189010.8, 1010, 357852.3, 1010, 273797.0, 1010, 327838.5, 1010, 262699.4, 1010, 371102.4, 1010, 275381.9, 1010, 362956.9, 1010, 409465.8, 1010, 258033.2
1012, 167838.6, 1012, 232104.3, 1012, 1143718.0, 1012, 391348.5, 1012, 415683.4, 1012, 296328.0, 1012, 189024.0, 1012, 357860.1, 1012, 273873.6, 1012, 327883.4, 1012, 262669.2, 1012, 371113.0, 1012, 275432.3, 1012, 362991.1, 1012, 409522.0, 1012, 258093.2
1014, 167870.3, 1014, 232086.8, 1014, 1143684.0, 1014, 391315.6, 1014, 415666.1, 1014, 296340.4, 1014, 189031.9, 1014, 357839.3, 1014, 273897.3, 1014, 327825.0, 1014, 262712.7, 1014, 371123.4, 1014, 275419.9, 1014, 362982.4, 1014, 409464.7, 1014, 258033.0
1016, 167869.8, 1016, 232013.1, 1016, 1143664.0, 1016, 391308.2, 1016, 415629.1, 1016, 296342.5, 1016, 189065.0, 1016, 357813.4, 1016, 273851.1, 1016, 327792.7, 1016, 262667.5, 1016, 371103.1, 1016, 275406.1, 1016, 362998.9, 1016, 409472.5, 1016, 258059.3
1018, 167840.1, 1018, 232021.5, 1018, 1143683.0, 1018, 391289.6, 1018, 415663.9, 1018, 296281.6, 1018, 189026.6, 1018, 357881.3, 1018, 273877.4, 1018, 327842.0, 1018, 262673.8, 1018, 371078.9, 1018, 275437.7, 1018, 362913.5, 1018, 409456.2, 1018, 258044.9
1020, 167855.0, 1020, 232046.2, 1020, 1143695.0, 1020, 391356.7, 1020, 415664.2, 1020, 296342.8, 1020, 189102.6, 1020, 357813.0, 1020, 273844.8, 1020, 327812.6, 1020, 262710.0, 1020, 371110.0, 1020, 275369.2, 1020, 362973.5, 1020, 409434.0, 1020, 258008.3
1022, 167837.4, 1022, 232006.5, 1022, 1143714.0, 1022, 391293.3, 1022, 415635.2, 1022, 296264.9, 1022, 189039.9, 1022, 357842.8, 1022, 273893.3, 1022, 327822.8, 1022, 262716.7, 1022, 371116.9, 1022, 275397.8, 1022, 362978.5, 1022, 409474.3, 1022, 258052.3
1024, 167840.2, 1024, 232061.2, 1024, 1143695.0, 1024, 391232.1, 1024, 415671.8, 1024, 296280.2, 1024, 189054.4, 1024, 357844.1, 1024, 273808.6, 1024, 327761.2, 1024, 262707.8, 1024, 371092.4, 1024, 275396.5, 1024, 362945.4, 1024, 409409.1, 1024, 258002.8
1026, 167783.0, 1026, 232002.1, 1026, 1143673.0, 1026, 391312.9, 1026, 415649.3, 1026, 296338.4, 1026, 189029.5, 1026, 357803.4, 1026, 273925.9, 1026, 327763.9, 1026, 262731.6, 1026, 371102.6, 1026, 275411.4, 1026, 362912.6, 1026, 409383.5, 1026, 257994.5
1028, 167831.3, 1028, 232014.6, 1028, 1143686.0, 1028, 391283.4, 1028, 415623.8, 1028, 296269.2, 1028, 189071.3, 1028, 357828.1, 1028, 273850.8, 1028, 327783.4, 1028, 262726.6, 1028, 371108.1, 1028, 275390.3, 1028, 362992.5, 1028, 409405.3, 1028, 258081.2
1030, 167845.3, 1030, 231976.9, 1030, 1143623.0, 1030, 391307.3, 1030, 415687.3, 1030, 296324.4, 1030, 189083.5, 1030, 357763.0, 1030, 273812.3, 1030, 327794.8, 1030, 262759.5, 1030, 371121.2, 1030, 275389.5, 1030, 362902.1, 1030, 409371.9, 1030, 258068.5
1032, 167807.5, 1032, 232030.6, 1032, 1143615.0, 1032, 391298.2, 1032, 415621.5, 1032, 296312.3, 1032, 189075.9, 1032, 357798.0, 1032, 273888.2, 1032, 327768.4, 1032, 262762.8, 1032, 371057.8, 1032, 275437.8, 1032, 362957.5, 1032, 409498.7, 1032, 258048.2
1036, 167849.9, 1036, 231998.3, 1036, 1143708.0, 1036, 391297.0, 1036, 415599.9, 1036, 296334.1, 1036, 189083.2, 1036, 357802.8, 1036, 273875.1, 1036, 327789.6, 1036, 262728.1, 1036, 371092.6, 1036, 275471.3, 1036, 362974.0, 1036, 409456.6, 1036, 258012.4
1038, 167888.4, 1038, 232078.1, 1038, 1143724.0, 1038, 391309.4, 1038, 415645.6, 1038, 296289.3, 1038, 189055.7, 1038, 357870.2, 1038, 273890.4, 1038, 327873.7, 1038, 262775.0, 1038, 371101.2, 1038, 275417.3, 1038, 363015.9, 1038, 409493.7, 1038, 258084.1
1040, 167816.2, 1040, 232039.4, 1040, 1143671.0, 1040, 391314.2, 1040, 415620.8, 1040, 296317.6, 1040, 189064.1, 1040, 357795.1, 1040, 273876.5, 1040, 327918.3, 1040, 262713.3, 1040, 371147.2, 1040, 275412.2, 1040, 362999.2, 1040, 409511.5, 1040, 257991.0
1042, 167833.2, 1042, 232051.4, 1042, 1143703.0, 1042, 391444.8, 1042, 415630.4, 1042, 296361.6, 1042, 189102.8, 1042, 357886.9, 1042, 273845.4, 1042, 327927.7, 1042, 262589.3, 1042, 371157.6, 1042, 275455.6, 1042, 362941.7, 1042, 409647.6, 1042, 258121.0
1044, 167892.1, 1044, 232144.6, 1044, 1143724.0, 1044, 391512.8, 1044, 415586.2, 1044, 296369.0, 1044, 189030.6, 1044, 357904.1, 1044, 273872.4, 1044, 327971.4, 1044, 262622.9, 1044, 371135.7, 1044, 275505.0, 1044, 362848.9, 1044, 409671.5, 1044, 258053.9
1046, 167836.8, 1046, 232201.0, 1046, 1143739.0, 1046, 391377.6, 1046, 415644.6, 1046, 296306.9, 1046, 189064.4, 1046, 357897.0, 1046, 273826.6, 1046, 327937.0, 1046, 262599.3, 1046, 371080.6, 1046, 275474.7, 1046, 362905.2, 1046, 409698.1, 1046, 258063.2
1048, 167828.8, 1048, 232145.6, 1048, 1143729.0, 1048, 391361.5, 1048, 415644.2, 1048, 296266.0, 1048, 189066.6, 1048, 357945.3, 1048, 273818.9, 1048, 327899.0, 1048, 262642.2, 1048, 371144.2, 1048, 275458.6, 1048, 362836.9, 1048, 409543.4, 1048, 258005.9
1050, 167829.7, 1050, 232129.5, 1050, 1143756.0, 1050, 391345.3, 1050, 415639.1, 1050, 296275.0, 1050, 189070.7, 1050, 357944.7, 1050, 273812.9, 1050, 327870.4, 1050, 262608.1, 1050, 371097.4, 1050, 275437.5, 1050, 362941.1, 1050, 409524.7, 1050, 258015.3
1052, 167798.5, 1052, 232077.0, 1052, 1143766.0, 1052, 391327.5, 1052, 415658.8, 1052, 296255.5, 1052, 189092.2, 1052, 357934.7, 1052, 273867.0, 1052, 327858.0, 1052, 262652.0, 1052, 371068.0, 1052, 275417.7, 1052, 362930.8, 1052, 409550.6, 1052, 258023.3
1054, 167840.3, 1054, 232075.1, 1054, 1143666.0, 1054, 391320.2, 1054, 415674.5, 1054, 296335.0, 1054, 189079.5, 1054, 357872.5, 1054, 273867.5, 1054, 327834.3, 1054, 262682.0, 1054, 371081.0, 1054, 275410.7, 1054, 362954.4, 1054, 409485.6, 1054, 258028.8
1056, 167819.9, 1056, 232049.8, 1056, 1143636.0, 1056, 391257.8, 1056, 415590.1, 1056, 296350.9, 1056, 189063.8, 1056, 357857.7, 1056, 273854.1, 1056, 327782.4, 1056, 262704.6, 1056, 371115.8, 1056, 275352.9, 1056, 362899.9, 1056, 409505.9, 1056, 258055.0
1058, 167813.3, 1058, 232087.9, 1058, 1143731.0, 1058, 391307.9, 1058, 415650.6, 1058, 296314.8, 1058, 189068.7, 1058, 357831.4, 1058, 273948.6, 1058, 327842.0, 1058, 262681.8, 1058, 371117.9, 1058, 275368.6, 1058, 362897.3, 1058, 409472.2, 1058, 258010.3
1060, 167770.8, 1060, 232042.0, 1060, 1143699.0, 1060, 391286.9, 1060, 415612.9, 1060, 296281.3, 1060, 189089.7, 1060, 357863.2, 1060, 273835.9, 1060, 327815.3, 1060, 262708.6, 1060, 371061.3, 1060, 275403.4, 1060, 362955.9, 1060, 409415.5, 1060, 258042.9
1062, 167796.8, 1062, 232076.5, 1062, 1143682.0, 1062, 391312.4, 1062, 415642.2, 1062, 296307.3, 1062, 189066.6, 1062, 357830.7, 1062, 273942.5, 1062, 327819.2, 1062, 262713.5, 1062, 371087.4, 1062, 275414.1, 1062, 362902.0, 1062, 409431.9, 1062, 258054.5
1064, 167882.6, 1064, 232048.5, 1064, 1143708.0, 1064, 391275.5, 1064, 415614.6, 1064, 296312.5, 1064, 189095.8, 1064, 357864.4, 1064, 273911.4, 1064, 327725.6, 1064, 262777.4, 1064, 371101.5, 1064, 275377.3, 1064, 362934.6, 1064, 409489.4, 1064, 258024.0
1066, 167808.0, 1066, 232038.2, 1066, 1143642.0, 1066, 391308.1, 1066, 415653.8, 1066, 296338.7, 1066, 189102.6, 1066, 357865.3, 1066, 273856.8, 1066, 327791.1, 1066, 262739.4, 1066, 371080.7, 1066, 275401.4, 1066, 362929.4, 1066, 409461.6, 1066, 257996.3
1068, 167910.1, 1068, 232075.6, 1068, 1143696.0, 1068, 391296.7, 1068, 415659.6, 1068, 296270.6, 1068, 189104.7, 1068, 357803.2, 1068, 273887.6, 1068, 327778.9, 1068, 262717.0, 1068, 371067.5, 1068, 275432.6, 1068, 362924.8, 1068, 409479.1, 1068, 258034.4
1070, 167772.0, 1070, 232023.4, 1070, 1143601.0, 1070, 391285.5, 1070, 415628.1, 1070, 296309.2, 1070, 189085.0, 1070, 357898.4, 1070, 273855.4, 1070, 327805.9, 1070, 262699.8, 1070, 371114.3, 1070, 275355.9, 1070, 362872.2, 1070, 409478.5, 1070, 258030.5
1072, 167772.4, 1072, 232084.9, 1072, 1143741.0, 1072, 391379.6, 1072, 415626.9, 1072, 296335.2, 1072, 189086.6, 1072, 357806.6, 1072, 273851.9, 1072, 327808.4, 1072, 262687.6, 1072, 371059.1, 1072, 275450.0, 1072, 362989.2, 1072, 409510.6, 1072, 258044.1
1074, 167850.7, 1074, 232050.9, 1074, 1143744.0, 1074, 391317.0, 1074, 415647.8, 1074, 296325.5, 1074, 189076.6, 1074, 357904.7, 1074, 273936.4, 1074, 327889.1, 1074, 262716.0, 1074, 371071.2, 1074, 275470.1, 1074, 363005.4, 1074, 409556.1, 1074, 258041.7
1076, 167862.8, 1076, 232084.6, 1076, 1143761.0, 1076, 391406.1, 1076, 415691.9, 1076, 296397.2, 1076, 189102.0, 1076, 357867.7, 1076, 273908.2, 1076, 327986.0, 1076, 262715.0, 1076, 371122.8, 1076, 275484.9, 1076, 363008.0, 1076, 409646.0, 1076, 258098.6
1078, 167864.8, 1078, 232208.6, 1078, 1143793.0, 1078, 391450.7, 1078, 415673.4, 1078, 296385.4, 1078, 189018.2, 1078, 357941.4, 1078, 273795.1, 1078, 328009.4, 1078, 262614.6, 1078, 371059.5, 1078, 275513.6, 1078, 362934.7, 1078, 409790.9, 1078, 258012.0
1080, 167948.9, 1080, 232214.0, 1080, 1143742.0, 1080, 391529.4, 1080, 415628.1, 1080, 296327.2, 1080, 189038.6, 1080, 357907.6, 1080, 273767.4, 1080, 328013.4, 1080, 262504.4, 1080, 371146.7, 1080, 275502.1, 1080, 362899.7, 1080, 409788.7, 1080, 258097.0
1082, 167919.2, 1082, 232203.5, 1082, 1143808.0, 1082, 391446.5, 1082, 415684.7, 1082, 296273.6, 1082, 188998.1, 1082, 357929.9, 1082, 273764.3, 1082, 327990.3, 1082, 262508.0, 1082, 371095.3, 1082, 275492.9, 1082, 362863.6, 1082, 409701.1, 1082, 258041.7
1084, 167910.6, 1084, 232181.0, 1084, 1143788.0, 1084, 391388.7, 1084, 415651.4, 1084, 296266.3, 1084, 189066.8, 1084, 357942.0, 1084, 273826.0, 1084, 327996.9, 1084, 262526.5, 1084, 371052.5, 1084, 275522.0, 1084, 362914.3, 1084, 409673.4, 1084, 258048.8
1086, 167895.2, 1086, 232140.8, 1086, 1143871.0, 1086, 391392.6, 1086, 415680.8, 1086, 296252.9, 1086, 189064.4, 1086, 357935.7, 1086, 273807.0, 1086, 327892.6, 1086, 262544.0, 1086, 371067.2, 1086, 275482.2, 1086, 362882.9, 1086, 409592.9, 1086, 258031.4
1088, 167877.6, 1088, 232115.8, 1088, 1143763.0, 1088, 391357.2, 1088, 415724.0, 1088, 296261.0, 1088, 189064.3, 1088, 357936.8, 1088, 273880.2, 1088, 327885.2, 1088, 262595.6, 1088, 371030.0, 1088, 275413.6, 1088, 362885.8, 1088, 409517.4, 1088, 258032.1
1090, 167807.5, 1090, 232137.5, 1090, 1143752.0, 1090, 391329.6, 1090, 415692.3, 1090, 296266.8, 1090, 189090.5, 1090, 357913.9, 1090, 273895.8, 1090, 327841.1, 1090, 262637.4, 1090, 371068.2, 1090, 275367.5, 1090, 362894.7, 1090, 409523.2, 1090, 258064.9
1092, 167789.8, 1092, 232105.0, 1092, 1143736.0, 1092, 391390.6, 1092, 415633.7, 1092, 296314.4, 1092, 189116.4, 1092, 357864.8, 1092, 273883.6, 1092, 327793.0, 1092, 262611.8, 1092, 371055.6, 1092, 275424.2, 1092, 362897.5, 1092, 409452.5, 1092, 258038.2
1094, 167826.0, 1094, 232106.7, 1094, 1143790.0, 1094, 391323.3, 1094, 415673.4, 1094, 296299.9, 1094, 189091.9, 1094, 357863.4, 1094, 273830.6, 1094, 327785.4, 1094, 262695.3, 1094, 371087.8, 1094, 275374.9, 1094, 362978.9, 1094, 409461.4, 1094, 258041.3
1096, 167809.5, 1096, 232115.6, 1096, 1143763.0, 1096, 391320.2, 1096, 415630.8, 1096, 296241.6, 1096, 189071.2, 1096, 357861.5, 1096, 273840.2, 1096, 327835.4, 1096, 262653.2, 1096, 371055.7, 1096, 275432.3, 1096, 362906.9, 1096, 409486.0, 1096, 258020.2
1098, 167822.0, 1098, 232133.3, 1098, 1143784.0, 1098, 391337.1, 1098, 415656.6, 1098, 296303.4, 1098, 189048.7, 1098, 357884.1, 1098, 273909.5, 1098, 327815.1, 1098, 262647.4, 1098, 371041.9, 1098, 275392.6, 1098, 362937.7, 1098, 409483.9, 1098, 258014.2
1100, 167849.3, 1100, 232087.3, 1100, 1143795.0, 1100, 391273.6, 1100, 415619.9, 1100, 296275.7, 1100, 189033.1, 1100, 357852.8, 1100, 273884.1, 1100, 327786.4, 1100, 262698.3, 1100, 371097.8, 1100, 275401.0, 1100, 362957.8, 1100, 409460.6, 1100, 258067.2
1102, 167832.7, 1102, 232051.6, 1102, 1143758.0, 1102, 391322.2, 1102, 415696.3, 1102, 296312.0, 1102, 189049.2, 1102, 357837.3, 1102, 273867.9, 1102, 327764.3, 1102, 262701.9, 1102, 371050.9, 1102, 275457.1, 1102, 362864.0, 1102, 409502.7, 1102, 258039.0
1104, 167823.7, 1104, 232101.3, 1104, 1143745.0, 1104, 391328.0, 1104, 415669.4, 1104, 296279.5, 1104, 189076.7, 1104, 357839.0, 1104, 273836.3, 1104, 327836.1, 1104, 262670.9, 1104, 371094.7, 1104, 275417.5, 1104, 362926.1, 1104, 409487.5, 1104, 258034.6
1106, 167777.2, 1106, 232060.1, 1106, 1143739.0, 1106, 391285.1, 1106, 415692.5, 1106, 296298.8, 1106, 189039.1, 1106, 357870.2, 1106, 273845.6, 1106, 327755.5, 1106, 262676.2, 1106, 371030.8, 1106, 275386.2, 1106, 362933.5, 1106, 409510.9, 1106, 258039.9
1108, 167874.6, 1108, 232047.2, 1108, 1143742.0, 1108, 391348.9, 1108, 415684.5, 1108, 296329.7, 1108, 189078.0, 1108, 357887.4, 1108, 273912.0, 1108, 327816.0, 1108, 262654.2, 1108, 371070.0, 1108, 275380.7, 1108, 362942.0, 1108, 409539.2, 1108, 258024.3
1110, 167874.1, 1110, 232093.8, 1110, 1143790.0, 1110, 391366.4, 1110, 415660.1, 1110, 296344.0, 1110, 189029.7, 1110, 357868.7, 1110, 273956.9, 1110, 327822.0, 1110, 262730.6, 1110, 371053.2, 1110, 275418.5, 1110, 362937.2, 1110, 409530.1, 1110, 258038.0
1112, 167809.3, 1112, 232072.3, 1112, 1143729.0, 1112, 391361.0, 1112, 415664.4, 1112, 296351.2, 1112, 189056.3, 1112, 357889.0, 1112, 273844.2, 1112, 327869.4, 1112, 262723.5, 1112, 371098.8, 1112, 275408.8, 1112, 362927.1, 1112, 409464.7, 1112, 258061.6
1114, 167838.5, 1114, 232074.3, 1114, 1143776.0, 1114, 391347.3, 1114, 415619.6, 1114, 296392.2, 1114, 189067.8, 1114, 357862.0, 1114, 273821.6, 1114, 327843.0, 1114, 262647.5, 1114, 371022.5, 1114, 275377.8, 1114, 362879.3, 1114, 409538.6, 1114, 258076.9
1116, 167903.7, 1116, 232069.8, 1116, 1143769.0, 1116, 391313.6, 1116, 415653.8, 1116, 296261.9, 1116, 189085.6, 1116, 357892.2, 1116, 273831.9, 1116, 327822.4, 1116, 262624.5, 1116, 371115.3, 1116, 275396.0, 1116, 362901.0, 1116, 409519.9, 1116, 258044.1
1118, 167828.5, 1118, 232074.3, 1118, 1143801.0, 1118, 391305.8, 1118, 415607.8, 1118, 296334.8, 1118, 189029.3, 1118, 357815.0, 1118, 273819.6, 1118, 327805.2, 1118, 262639.1, 1118, 371082.0, 1118, 275430.6, 1118, 362964.9, 1118, 409491.1, 1118, 258042.6
1120, 167819.0, 1120, 232102.2, 1120, 1143722.0, 1120, 391328.5, 1120, 415629.4, 1120, 296340.5, 1120, 189107.4, 1120, 357909.7, 1120, 273861.9, 1120, 327835.2, 1120, 262684.2, 1120, 371174.6, 1120, 275433.4, 1120, 362922.8, 1120, 409460.8, 1120, 258010.4
1122, 167831.7, 1122, 232087.1, 1122, 1143742.0, 1122, 391376.8, 1122, 415658.0, 1122, 296347.7, 1122, 189133.4, 1122, 357810.2, 1122, 273849.2, 1122, 327774.8, 1122, 262722.9, 1122, 371102.1, 1122, 275361.9, 1122, 362977.1, 1122, 409452.7, 1122, 258044.8
1124, 167808.9, 1124, 232030.9, 1124, 1143722.0, 1124, 391332.1, 1124, 415663.5, 1124, 296271.3, 1124, 189049.7, 1124, 357836.6, 1124, 273886.0, 1124, 327850.9, 1124, 262701.6, 1124, 371069.2, 1124, 275454.5, 1124, 362923.0, 1124, 409450.7, 1124, 257988.0
1126, 167842.0, 1126, 232071.6, 1126, 1143831.0, 1126, 391279.1, 1126, 415683.2, 1126, 296307.5, 1126, 189066.1, 1126, 357849.4, 1126, 273891.0, 1126, 327828.6, 1126, 262713.6, 1126, 371120.6, 1126, 275398.7, 1126, 362940.3, 1126, 409446.0, 1126, 258013.3
1128, 167787.8, 1128, 232068.5, 1128, 1143665.0, 1128, 391275.7, 1128, 415637.0, 1128, 296301.7, 1128, 189091.5, 1128, 357860.8, 1128, 273886.2, 1128, 327772.5, 1128, 262686.1, 1128, 371094.3, 1128, 275378.9, 1128, 362980.9, 1128, 409479.6, 1128, 258032.9
1130, 167861.7, 1130, 232039.6, 1130, 1143779.0, 1130, 391340.6, 1130, 415630.4, 1130, 296287.2, 1130, 189082.1, 1130, 357846.6, 1130, 273903.1, 1130, 327790.8, 1130, 262788.3, 1130, 371062.8, 1130, 275425.3, 1130, 362959.2, 1130, 409496.9, 1130, 258013.8
1132, 167900.8, 1132, 232095.3, 1132, 1143789.0, 1132, 391312.6, 1132, 415650.1, 1132, 296361.4, 1132, 189091.6, 1132, 357843.1, 1132, 273902.1, 1132, 327895.9, 1132, 262739.1, 1132, 371144.9, 1132, 275433.5, 1132, 363036.5, 1132, 409612.0, 1132, 258040.8
1134, 167816.7, 1134, 232074.1, 1134, 1143830.0, 1134, 391362.7, 1134, 415665.0, 1134, 296397.0, 1134, 189091.5, 1134, 357832.3, 1134, 273837.4, 1134, 327976.5, 1134, 262660.8, 1134, 371111.1, 1134, 275504.5, 1134, 362922.0, 1134, 409658.5, 1134, 258088.1
1136, 167834.2, 1136, 232205.4, 1136, 1143809.0, 1136, 391553.9, 1136, 415640.2, 1136, 296445.1, 1136, 189046.7, 1136, 357883.6, 1136, 273849.4, 1136, 328018.7, 1136, 262630.3, 1136, 371129.4, 1136, 275446.8, 1136, 362922.6, 1136, 409741.9, 1136, 258097.5
1138, 167879.5, 1138, 232165.0, 1138, 1143858.0, 1138, 391481.8, 1138, 415661.6, 1138, 296382.1, 1138, 189035.2, 1138, 357978.9, 1138, 273771.5, 1138, 327986.0, 1138, 262534.9, 1138, 371072.8, 1138, 275488.8, 1138, 362891.1, 1138, 409766.3, 1138, 258109.7
1140, 167918.9, 1140, 232157.4, 1140, 1143788.0, 1140, 391469.3, 1140, 415653.6, 1140, 296302.5, 1140, 189052.5, 1140, 357989.4, 1140, 273826.0, 1140, 327898.4, 1140, 262571.0, 1140, 371070.5, 1140, 275516.5, 1140, 362866.4, 1140, 409695.1, 1140, 258024.8
1142, 167931.5, 1142, 232245.9, 1142, 1143837.0, 1142, 391417.1, 1142, 415649.7, 1142, 296335.1, 1142, 189044.1, 1142, 357956.1, 1142, 273832.0, 1142, 327917.5, 1142, 262563.1, 1142, 371107.1, 1142, 275539.6, 1142, 362864.7, 1142, 409638.1, 1142, 258090.6
1144, 167921.9, 1144, 232200.3, 1144, 1143838.0, 1144, 391383.0, 1144, 415678.6, 1144, 296297.6, 1144, 189081.4, 1144, 357998.1, 1144, 273902.6, 1144, 327991.5, 1144, 262554.9, 1144, 371097.7, 1144, 275508.4, 1144, 362914.3, 1144, 409602.7, 1144, 258004.2
1146, 167933.5, 1146, 232130.3, 1146, 1143867.0, 1146, 391391.4, 1146, 415747.1, 1146, 296333.6, 1146, 189049.7, 1146, 357929.0, 1146, 273821.1, 1146, 327964.6, 1146, 262602.2, 1146, 371058.3, 1146, 275500.8, 1146, 362938.1, 1146, 409687.7, 1146, 258056.6
1148, 167924.2, 1148, 232181.0, 1148, 1143784.0, 1148, 391485.8, 1148, 415687.3, 1148, 296314.5, 1148, 189046.3, 1148, 357913.8, 1148, 273860.4, 1148, 327945.4, 1148, 262537.8, 1148, 371092.7, 1148, 275471.2, 1148, 362850.0, 1148, 409693.7, 1148, 258149.9
1150, 167928.0, 1150, 232178.7, 1150, 1143844.0, 1150, 391424.4, 1150, 415689.6, 1150, 296321.2, 1150, 189079.4, 1150, 358029.0, 1150, 273818.5, 1150, 327948.0, 1150, 262502.6, 1150, 371008.2, 1150, 275527.9, 1150, 362855.8, 1150, 409660.3, 1150, 258041.8
