time 1,Aluminum_1, time 2,Aluminum_2,time 3,Aluminum_3, time 4,Aluminum_4,time 5 ,Aluminum_5, time 6,Aluminum_6,time 7,Aluminum_7, time 8,Aluminum_8,time 9 ,Aluminum_9, time 10,Aluminum_10,time 11,Aluminum_11, time 12,Aluminum_12,time 13 ,Aluminum_13, time 14,Aluminum_14,time 15,Aluminum_15, time 16,Aluminum_16
1308, 177964.4, 1308, 241672.2, 1308, 1149147.0, 1308, 400816.9, 1308, 419632.5, 1308, 307942.9, 1308, 193936.2, 1308, 362872.4, 1308, 275925.2, 1308, 330036.9, 1308, 265670.5, 1308, 373238.3, 1308, 275854.5, 1308, 357079.6, 1308, 410920.8, 1308, 259586.8
1310, 177925.8, 1310, 241725.0, 1310, 1149117.0, 1310, 400852.6, 1310, 419626.4, 1310, 307976.3, 1310, 193942.3, 1310, 362874.3, 1310, 275886.2, 1310, 330054.5, 1310, 265627.5, 1310, 373176.1, 1310, 275782.1, 1310, 357065.0, 1310, 410919.7, 1310, 259573.9
1312, 177925.2, 1312, 241723.3, 1312, 1149120.0, 1312, 400897.9, 1312, 419638.5, 1312, 307989.0, 1312, 193908.3, 1312, 362880.7, 1312, 275896.8, 1312, 330012.6, 1312, 265645.5, 1312, 373181.2, 1312, 275831.8, 1312, 357086.3, 1312, 410884.7, 1312, 259609.1
1314, 177956.9, 1314, 241720.7, 1314, 1149130.0, 1314, 400842.8, 1314, 419643.9, 1314, 307926.3, 1314, 194002.0, 1314, 362872.0, 1314, 275957.5, 1314, 329978.8, 1314, 265689.9, 1314, 373223.2, 1314, 275826.8, 1314, 357150.0, 1314, 410849.0, 1314, 259584.6
1316, 177954.8, 1316, 241690.6, 1316, 1149064.0, 1316, 400800.3, 1316, 419622.9, 1316, 307953.3, 1316, 193926.4, 1316, 362822.7, 1316, 275893.9, 1316, 329934.0, 1316, 265683.9, 1316, 373214.1, 1316, 275814.0, 1316, 357126.9, 1316, 410826.5, 1316, 259584.5
1318, 177934.5, 1318, 241675.7, 1318, 1149092.0, 1318, 400801.0, 1318, 419647.0, 1318, 307939.0, 1318, 193956.3, 1318, 362820.2, 1318, 275928.4, 1318, 329942.3, 1318, 265689.1, 1318, 373190.6, 1318, 275782.8, 1318, 357140.5, 1318, 410813.9, 1318, 259545.2
1320, 177871.7, 1320, 241696.1, 1320, 1149085.0, 1320, 400766.6, 1320, 419651.8, 1320, 307919.7, 1320, 193952.0, 1320, 362795.6, 1320, 275912.5, 1320, 329962.4, 1320, 265773.4, 1320, 373213.5, 1320, 275771.9, 1320, 357149.1, 1320, 410796.2, 1320, 259528.5
1322, 177886.1, 1322, 241619.7, 1322, 1149057.0, 1322, 400788.6, 1322, 419643.0, 1322, 307964.6, 1322, 193918.5, 1322, 362790.3, 1322, 275917.0, 1322, 329892.1, 1322, 265761.1, 1322, 373204.8, 1322, 275768.9, 1322, 357114.5, 1322, 410810.2, 1322, 259570.6
1324, 177882.1, 1324, 241597.7, 1324, 1149086.0, 1324, 400742.5, 1324, 419638.1, 1324, 307961.4, 1324, 193948.8, 1324, 362836.7, 1324, 275915.9, 1324, 329897.9, 1324, 265779.0, 1324, 373209.8, 1324, 275732.1, 1324, 357121.9, 1324, 410778.4, 1324, 259560.0
1326, 177865.5, 1326, 241640.4, 1326, 1149047.0, 1326, 400740.7, 1326, 419615.1, 1326, 308007.0, 1326, 193936.4, 1326, 362796.1, 1326, 275891.4, 1326, 329899.0, 1326, 265786.6, 1326, 373192.6, 1326, 275760.5, 1326, 357100.7, 1326, 410750.7, 1326, 259551.7
1328, 177896.9, 1328, 241635.4, 1328, 1149053.0, 1328, 400753.6, 1328, 419644.4, 1328, 308020.0, 1328, 193945.6, 1328, 362799.2, 1328, 275971.2, 1328, 329902.4, 1328, 265811.5, 1328, 373185.1, 1328, 275758.5, 1328, 357150.5, 1328, 410818.8, 1328, 259540.8
1330, 177900.2, 1330, 241611.6, 1330, 1149021.0, 1330, 400772.6, 1330, 419605.3, 1330, 308011.0, 1330, 193952.2, 1330, 362777.2, 1330, 275878.2, 1330, 329870.8, 1330, 265826.6, 1330, 373211.0, 1330, 275745.2, 1330, 357156.4, 1330, 410806.8, 1330, 259540.7
1332, 177836.3, 1332, 241603.3, 1332, 1149067.0, 1332, 400785.0, 1332, 419630.1, 1332, 308010.6, 1332, 193949.5, 1332, 362806.1, 1332, 275934.7, 1332, 329909.4, 1332, 265828.7, 1332, 373200.8, 1332, 275775.1, 1332, 357157.1, 1332, 410807.4, 1332, 259540.4
1334, 177890.2, 1334, 241611.1, 1334, 1149103.0, 1334, 400813.4, 1334, 419629.8, 1334, 307988.4, 1334, 193973.1, 1334, 362790.7, 1334, 275871.5, 1334, 329938.2, 1334, 265808.4, 1334, 373199.4, 1334, 275749.0, 1334, 357174.8, 1334, 410820.9, 1334, 259546.9
1336, 177835.8, 1336, 241600.1, 1336, 1149040.0, 1336, 400770.6, 1336, 419625.0, 1336, 308018.1, 1336, 193992.3, 1336, 362747.1, 1336, 275884.6, 1336, 329926.9, 1336, 265798.9, 1336, 373198.1, 1336, 275800.4, 1336, 357127.7, 1336, 410888.6, 1336, 259546.7
1338, 177860.9, 1338, 241616.0, 1338, 1149040.0, 1338, 400782.2, 1338, 419643.5, 1338, 308012.8, 1338, 193917.3, 1338, 362825.3, 1338, 275952.0, 1338, 329899.9, 1338, 265765.2, 1338, 373138.4, 1338, 275788.4, 1338, 357136.7, 1338, 410842.3, 1338, 259550.0
1340, 177819.8, 1340, 241603.7, 1340, 1149083.0, 1340, 400806.5, 1340, 419604.9, 1340, 307986.3, 1340, 193986.0, 1340, 362818.2, 1340, 275934.7, 1340, 329941.4, 1340, 265792.4, 1340, 373177.6, 1340, 275752.7, 1340, 357140.0, 1340, 410836.2, 1340, 259567.4
1342, 177832.9, 1342, 241565.2, 1342, 1149026.0, 1342, 400782.4, 1342, 419564.5, 1342, 308026.5, 1342, 193953.4, 1342, 362753.2, 1342, 275934.7, 1342, 329896.3, 1342, 265768.4, 1342, 373174.1, 1342, 275765.0, 1342, 357167.4, 1342, 410798.4, 1342, 259567.5
1344, 177833.8, 1344, 241578.1, 1344, 1149003.0, 1344, 400784.9, 1344, 419616.3, 1344, 307994.0, 1344, 193962.3, 1344, 362771.0, 1344, 275930.9, 1344, 329862.0, 1344, 265825.7, 1344, 373227.7, 1344, 275764.9, 1344, 357163.1, 1344, 410759.2, 1344, 259515.3
1346, 177822.2, 1346, 241601.2, 1346, 1149030.0, 1346, 400755.2, 1346, 419581.7, 1346, 308017.0, 1346, 193985.9, 1346, 362732.3, 1346, 275901.1, 1346, 329866.2, 1346, 265840.0, 1346, 373211.0, 1346, 275707.6, 1346, 357156.6, 1346, 410776.1, 1346, 259577.2
1348, 177843.2, 1348, 241616.7, 1348, 1149040.0, 1348, 400762.9, 1348, 419581.3, 1348, 308008.7, 1348, 193914.7, 1348, 362760.7, 1348, 275899.5, 1348, 329842.5, 1348, 265857.4, 1348, 373205.1, 1348, 275752.0, 1348, 357176.9, 1348, 410832.8, 1348, 259517.0
1350, 177893.5, 1350, 241595.5, 1350, 1149032.0, 1350, 400773.2, 1350, 419597.6, 1350, 308015.9, 1350, 193976.3, 1350, 362771.9, 1350, 275902.3, 1350, 329897.0, 1350, 265859.9, 1350, 373209.0, 1350, 275775.3, 1350, 357215.7, 1350, 410813.0, 1350, 259503.7
1352, 177794.6, 1352, 241529.5, 1352, 1148988.0, 1352, 400795.3, 1352, 419549.4, 1352, 308033.7, 1352, 193940.2, 1352, 362749.3, 1352, 275913.3, 1352, 329895.4, 1352, 265855.4, 1352, 373193.8, 1352, 275735.8, 1352, 357175.8, 1352, 410826.3, 1352, 259543.8
1354, 177839.8, 1354, 241566.5, 1354, 1149025.0, 1354, 400782.9, 1354, 419570.4, 1354, 307992.3, 1354, 193968.8, 1354, 362782.1, 1354, 275978.0, 1354, 329881.0, 1354, 265879.8, 1354, 373194.4, 1354, 275737.6, 1354, 357175.6, 1354, 410837.6, 1354, 259576.5
1356, 177807.7, 1356, 241560.9, 1356, 1148998.0, 1356, 400729.8, 1356, 419596.5, 1356, 308020.1, 1356, 193992.9, 1356, 362746.5, 1356, 275943.3, 1356, 329897.1, 1356, 265820.7, 1356, 373204.9, 1356, 275755.3, 1356, 357171.0, 1356, 410847.0, 1356, 259523.2
1358, 177873.5, 1358, 241597.9, 1358, 1149031.0, 1358, 400793.0, 1358, 419600.1, 1358, 308022.8, 1358, 194006.4, 1358, 362808.5, 1358, 275967.3, 1358, 329873.1, 1358, 265851.8, 1358, 373197.6, 1358, 275771.6, 1358, 357159.1, 1358, 410858.2, 1358, 259535.9
1360, 177883.8, 1360, 241584.6, 1360, 1149021.0, 1360, 400757.9, 1360, 419607.3, 1360, 308036.4, 1360, 194017.5, 1360, 362828.1, 1360, 275940.9, 1360, 329870.2, 1360, 265836.1, 1360, 373160.4, 1360, 275771.6, 1360, 357207.4, 1360, 410866.1, 1360, 259495.9
1362, 177848.7, 1362, 241573.3, 1362, 1149060.0, 1362, 400768.9, 1362, 419562.0, 1362, 308048.1, 1362, 193985.4, 1362, 362729.0, 1362, 275924.3, 1362, 329897.2, 1362, 265850.1, 1362, 373216.9, 1362, 275731.8, 1362, 357179.1, 1362, 410878.6, 1362, 259543.8
1364, 177835.0, 1364, 241561.2, 1364, 1149045.0, 1364, 400754.9, 1364, 419588.0, 1364, 307985.3, 1364, 193985.2, 1364, 362801.1, 1364, 275937.2, 1364, 329888.4, 1364, 265845.0, 1364, 373240.7, 1364, 275765.3, 1364, 357139.8, 1364, 410864.8, 1364, 259538.8
1366, 177843.9, 1366, 241560.3, 1366, 1148986.0, 1366, 400763.0, 1366, 419585.0, 1366, 308024.9, 1366, 193967.4, 1366, 362762.0, 1366, 275942.6, 1366, 329854.7, 1366, 265846.7, 1366, 373222.0, 1366, 275779.8, 1366, 357160.2, 1366, 410835.5, 1366, 259576.1
1368, 177856.5, 1368, 241587.6, 1368, 1149012.0, 1368, 400779.7, 1368, 419594.0, 1368, 308030.7, 1368, 193967.8, 1368, 362828.1, 1368, 275942.0, 1368, 329908.7, 1368, 265860.6, 1368, 373173.8, 1368, 275780.3, 1368, 357129.1, 1368, 410871.0, 1368, 259515.6
1370, 177829.8, 1370, 241576.0, 1370, 1149068.0, 1370, 400772.3, 1370, 419631.1, 1370, 308022.0, 1370, 193984.4, 1370, 362742.0, 1370, 275918.1, 1370, 329904.3, 1370, 265853.2, 1370, 373214.5, 1370, 275785.3, 1370, 357168.7, 1370, 410885.3, 1370, 259533.5
1372, 177788.0, 1372, 241580.3, 1372, 1149033.0, 1372, 400784.3, 1372, 419562.1, 1372, 308055.2, 1372, 194010.2, 1372, 362823.8, 1372, 275926.7, 1372, 329901.9, 1372, 265850.8, 1372, 373201.1, 1372, 275755.2, 1372, 357177.6, 1372, 410856.6, 1372, 259515.5
1374, 177868.5, 1374, 241574.9, 1374, 1148994.0, 1374, 400793.0, 1374, 419573.1, 1374, 307993.5, 1374, 194020.4, 1374, 362793.5, 1374, 275945.1, 1374, 329919.9, 1374, 265854.4, 1374, 373164.2, 1374, 275763.1, 1374, 357179.8, 1374, 410895.3, 1374, 259562.2
1376, 177860.2, 1376, 241563.2, 1376, 1149044.0, 1376, 400798.9, 1376, 419556.9, 1376, 308027.9, 1376, 193999.6, 1376, 362811.1, 1376, 275924.5, 1376, 329929.4, 1376, 265797.7, 1376, 373205.9, 1376, 275785.0, 1376, 357126.1, 1376, 410866.5, 1376, 259545.0
1378, 177833.4, 1378, 241581.8, 1378, 1149006.0, 1378, 400808.6, 1378, 419585.9, 1378, 308017.8, 1378, 193995.5, 1378, 362790.5, 1378, 275946.5, 1378, 329903.3, 1378, 265832.1, 1378, 373174.3, 1378, 275769.6, 1378, 357162.0, 1378, 410871.7, 1378, 259581.9
1380, 177862.8, 1380, 241609.6, 1380, 1149036.0, 1380, 400776.6, 1380, 419587.1, 1380, 308037.1, 1380, 194023.5, 1380, 362765.7, 1380, 275918.8, 1380, 329900.6, 1380, 265828.8, 1380, 373183.2, 1380, 275778.4, 1380, 357153.0, 1380, 410834.8, 1380, 259517.7
1382, 177850.2, 1382, 241576.8, 1382, 1149033.0, 1382, 400751.4, 1382, 419541.4, 1382, 308012.5, 1382, 193998.4, 1382, 362777.5, 1382, 275975.2, 1382, 329866.3, 1382, 265882.1, 1382, 373191.9, 1382, 275759.5, 1382, 357174.5, 1382, 410862.5, 1382, 259509.0
1384, 177849.7, 1384, 241561.8, 1384, 1149053.0, 1384, 400707.5, 1384, 419621.8, 1384, 308026.7, 1384, 194010.4, 1384, 362705.6, 1384, 275929.7, 1384, 329885.0, 1384, 265810.5, 1384, 373195.4, 1384, 275735.8, 1384, 357147.0, 1384, 410875.0, 1384, 259512.7
1386, 177822.6, 1386, 241558.9, 1386, 1149046.0, 1386, 400720.8, 1386, 419536.2, 1386, 308050.5, 1386, 193987.9, 1386, 362731.9, 1386, 275943.5, 1386, 329911.3, 1386, 265872.8, 1386, 373204.9, 1386, 275777.3, 1386, 357172.8, 1386, 410847.3, 1386, 259558.1
1388, 177855.4, 1388, 241570.9, 1388, 1149099.0, 1388, 400764.6, 1388, 419547.3, 1388, 308029.5, 1388, 194026.9, 1388, 362797.4, 1388, 275962.2, 1388, 329918.1, 1388, 265827.0, 1388, 373146.0, 1388, 275794.4, 1388, 357201.2, 1388, 410872.4, 1388, 259562.1
1390, 177841.9, 1390, 241598.3, 1390, 1149042.0, 1390, 400775.3, 1390, 419577.9, 1390, 308014.9, 1390, 194020.7, 1390, 362764.6, 1390, 275907.0, 1390, 329911.2, 1390, 265829.4, 1390, 373180.4, 1390, 275780.6, 1390, 357148.5, 1390, 410926.1, 1390, 259513.6
1392, 177798.9, 1392, 241562.6, 1392, 1149064.0, 1392, 400794.5, 1392, 419571.4, 1392, 308055.2, 1392, 193988.5, 1392, 362777.6, 1392, 275930.6, 1392, 329899.9, 1392, 265814.1, 1392, 373166.1, 1392, 275750.2, 1392, 357104.7, 1392, 410917.1, 1392, 259547.2
1394, 177887.1, 1394, 241639.3, 1394, 1149057.0, 1394, 400831.9, 1394, 419567.8, 1394, 308002.4, 1394, 194015.1, 1394, 362805.3, 1394, 275926.0, 1394, 329938.5, 1394, 265834.1, 1394, 373182.0, 1394, 275810.4, 1394, 357180.1, 1394, 410888.6, 1394, 259561.6
1396, 177873.2, 1396, 241622.5, 1396, 1149086.0, 1396, 400754.5, 1396, 419569.3, 1396, 307970.1, 1396, 193993.7, 1396, 362794.9, 1396, 275887.4, 1396, 329926.9, 1396, 265791.7, 1396, 373191.5, 1396, 275788.6, 1396, 357166.7, 1396, 410889.9, 1396, 259540.2
1398, 177865.2, 1398, 241587.5, 1398, 1149029.0, 1398, 400792.0, 1398, 419548.1, 1398, 308017.9, 1398, 193953.6, 1398, 362798.9, 1398, 275931.4, 1398, 329882.0, 1398, 265820.0, 1398, 373197.4, 1398, 275834.6, 1398, 357157.4, 1398, 410894.5, 1398, 259526.1
1400, 177854.6, 1400, 241577.6, 1400, 1149004.0, 1400, 400774.9, 1400, 419550.2, 1400, 308031.8, 1400, 194011.4, 1400, 362764.5, 1400, 275962.9, 1400, 329917.5, 1400, 265792.2, 1400, 373226.5, 1400, 275814.0, 1400, 357131.7, 1400, 410876.2, 1400, 259552.5
1402, 177878.5, 1402, 241620.6, 1402, 1149068.0, 1402, 400794.4, 1402, 419539.4, 1402, 308012.5, 1402, 193981.7, 1402, 362767.7, 1402, 275933.3, 1402, 329906.3, 1402, 265850.8, 1402, 373197.8, 1402, 275778.7, 1402, 357161.0, 1402, 410909.2, 1402, 259550.1
1404, 177897.2, 1404, 241638.6, 1404, 1149057.0, 1404, 400795.5, 1404, 419605.6, 1404, 308010.3, 1404, 194030.5, 1404, 362815.3, 1404, 275912.9, 1404, 329942.1, 1404, 265837.5, 1404, 373209.1, 1404, 275784.3, 1404, 357157.8, 1404, 410907.7, 1404, 259591.3
1406, 177830.1, 1406, 241585.8, 1406, 1149034.0, 1406, 400842.5, 1406, 419571.1, 1406, 308017.8, 1406, 193973.7, 1406, 362753.3, 1406, 275895.0, 1406, 329930.5, 1406, 265811.3, 1406, 373222.9, 1406, 275764.1, 1406, 357116.5, 1406, 410915.4, 1406, 259560.4
1408, 177872.4, 1408, 241592.3, 1408, 1149031.0, 1408, 400821.2, 1408, 419550.8, 1408, 308055.9, 1408, 193957.1, 1408, 362806.4, 1408, 275883.6, 1408, 329949.6, 1408, 265805.9, 1408, 373219.3, 1408, 275807.4, 1408, 357139.4, 1408, 410920.3, 1408, 259531.6
1410, 177843.1, 1410, 241628.7, 1410, 1149060.0, 1410, 400804.0, 1410, 419563.1, 1410, 307989.1, 1410, 194004.5, 1410, 362769.9, 1410, 275921.1, 1410, 329919.2, 1410, 265827.7, 1410, 373246.6, 1410, 275819.0, 1410, 357155.0, 1410, 410914.7, 1410, 259554.8
1412, 177866.2, 1412, 241598.3, 1412, 1149004.0, 1412, 400781.9, 1412, 419572.7, 1412, 308023.5, 1412, 193999.5, 1412, 362799.4, 1412, 275986.6, 1412, 329887.2, 1412, 265788.1, 1412, 373263.3, 1412, 275809.1, 1412, 357149.6, 1412, 410848.8, 1412, 259519.6
1414, 177859.9, 1414, 241637.2, 1414, 1149045.0, 1414, 400788.4, 1414, 419582.6, 1414, 308033.3, 1414, 194021.5, 1414, 362762.3, 1414, 275952.7, 1414, 329926.4, 1414, 265811.0, 1414, 373207.7, 1414, 275818.2, 1414, 357153.8, 1414, 410853.1, 1414, 259514.7
1416, 177887.2, 1416, 241601.5, 1416, 1149065.0, 1416, 400772.5, 1416, 419574.8, 1416, 308012.6, 1416, 193966.2, 1416, 362759.3, 1416, 275890.6, 1416, 329944.4, 1416, 265818.0, 1416, 373220.1, 1416, 275757.4, 1416, 357195.0, 1416, 410852.1, 1416, 259527.1
1418, 177868.9, 1418, 241629.1, 1418, 1149075.0, 1418, 400763.3, 1418, 419572.9, 1418, 308014.3, 1418, 193989.3, 1418, 362781.5, 1418, 275968.4, 1418, 329898.9, 1418, 265796.8, 1418, 373210.9, 1418, 275758.8, 1418, 357144.3, 1418, 410876.5, 1418, 259586.7
1420, 177880.8, 1420, 241572.7, 1420, 1149068.0, 1420, 400741.0, 1420, 419588.5, 1420, 308000.2, 1420, 193993.3, 1420, 362755.6, 1420, 275931.5, 1420, 329878.5, 1420, 265886.6, 1420, 373205.8, 1420, 275766.2, 1420, 357165.1, 1420, 410898.2, 1420, 259546.0
1422, 177853.2, 1422, 241581.1, 1422, 1149057.0, 1422, 400792.6, 1422, 419564.0, 1422, 308013.5, 1422, 193987.8, 1422, 362763.3, 1422, 275935.6, 1422, 329902.9, 1422, 265834.1, 1422, 373244.7, 1422, 275788.2, 1422, 357174.6, 1422, 410871.8, 1422, 259550.5
1424, 177837.5, 1424, 241611.6, 1424, 1149030.0, 1424, 400824.3, 1424, 419570.8, 1424, 308030.4, 1424, 194017.7, 1424, 362806.7, 1424, 275953.9, 1424, 329911.9, 1424, 265867.5, 1424, 373185.4, 1424, 275780.9, 1424, 357163.7, 1424, 410884.0, 1424, 259576.4
1426, 177865.2, 1426, 241644.5, 1426, 1149077.0, 1426, 400822.0, 1426, 419534.3, 1426, 308038.8, 1426, 194017.5, 1426, 362786.8, 1426, 275948.7, 1426, 329891.7, 1426, 265832.1, 1426, 373231.4, 1426, 275806.7, 1426, 357180.9, 1426, 410845.7, 1426, 259525.2
1428, 177828.5, 1428, 241580.3, 1428, 1149035.0, 1428, 400758.8, 1428, 419549.2, 1428, 308064.0, 1428, 194031.6, 1428, 362786.0, 1428, 275916.5, 1428, 329902.4, 1428, 265820.6, 1428, 373209.6, 1428, 275739.1, 1428, 357155.2, 1428, 410872.7, 1428, 259538.3
1430, 177878.8, 1430, 241602.9, 1430, 1149035.0, 1430, 400797.6, 1430, 419577.8, 1430, 308028.7, 1430, 193960.4, 1430, 362837.8, 1430, 275956.0, 1430, 329907.6, 1430, 265856.6, 1430, 373209.0, 1430, 275804.1, 1430, 357172.1, 1430, 410870.2, 1430, 259556.8
1432, 177838.4, 1432, 241604.6, 1432, 1149051.0, 1432, 400769.0, 1432, 419576.5, 1432, 308011.7, 1432, 194000.0, 1432, 362759.9, 1432, 275974.1, 1432, 329928.7, 1432, 265811.4, 1432, 373209.0, 1432, 275787.0, 1432, 357190.4, 1432, 410856.6, 1432, 259540.2
1434, 177881.3, 1434, 241605.3, 1434, 1149053.0, 1434, 400774.4, 1434, 419559.7, 1434, 308043.4, 1434, 194014.5, 1434, 362819.6, 1434, 275919.0, 1434, 329881.9, 1434, 265823.6, 1434, 373223.0, 1434, 275766.1, 1434, 357205.4, 1434, 410866.4, 1434, 259536.6
1436, 177834.5, 1436, 241626.4, 1436, 1149043.0, 1436, 400761.3, 1436, 419573.3, 1436, 308084.4, 1436, 194025.3, 1436, 362823.0, 1436, 275986.6, 1436, 329924.8, 1436, 265836.3, 1436, 373215.4, 1436, 275786.3, 1436, 357211.3, 1436, 410897.1, 1436, 259579.8
1438, 177875.6, 1438, 241630.9, 1438, 1149070.0, 1438, 400800.9, 1438, 419566.9, 1438, 308037.3, 1438, 194018.7, 1438, 362810.3, 1438, 275927.0, 1438, 329931.7, 1438, 265856.6, 1438, 373252.3, 1438, 275825.0, 1438, 357175.6, 1438, 410923.1, 1438, 259562.0
1440, 177905.5, 1440, 241651.2, 1440, 1149117.0, 1440, 400828.1, 1440, 419599.5, 1440, 308028.3, 1440, 193999.8, 1440, 362795.2, 1440, 275936.9, 1440, 330021.2, 1440, 265852.1, 1440, 373226.0, 1440, 275851.3, 1440, 357156.8, 1440, 410973.7, 1440, 259615.8
1442, 177922.6, 1442, 241636.7, 1442, 1149028.0, 1442, 400838.1, 1442, 419573.3, 1442, 308099.5, 1442, 194001.6, 1442, 362819.8, 1442, 275923.2, 1442, 330009.4, 1442, 265747.9, 1442, 373221.9, 1442, 275822.9, 1442, 357143.5, 1442, 411030.5, 1442, 259603.8
1444, 177843.7, 1444, 241638.0, 1444, 1149066.0, 1444, 400851.6, 1444, 419576.0, 1444, 308038.6, 1444, 193970.5, 1444, 362810.0, 1444, 275924.3, 1444, 329983.9, 1444, 265747.2, 1444, 373252.1, 1444, 275847.6, 1444, 357085.1, 1444, 411020.4, 1444, 259549.5
1446, 177918.4, 1446, 241654.0, 1446, 1149079.0, 1446, 400819.3, 1446, 419609.5, 1446, 307976.6, 1446, 194050.5, 1446, 362862.7, 1446, 275974.7, 1446, 329988.7, 1446, 265768.7, 1446, 373210.5, 1446, 275840.9, 1446, 357138.4, 1446, 410972.0, 1446, 259515.4
1448, 177904.4, 1448, 241644.9, 1448, 1149088.0, 1448, 400800.3, 1448, 419582.9, 1448, 308036.2, 1448, 194010.4, 1448, 362777.9, 1448, 275959.8, 1448, 329953.4, 1448, 265773.5, 1448, 373218.7, 1448, 275828.8, 1448, 357139.1, 1448, 410901.7, 1448, 259541.0
1450, 177850.1, 1450, 241615.1, 1450, 1149050.0, 1450, 400787.1, 1450, 419569.4, 1450, 307978.5, 1450, 194010.6, 1450, 362838.4, 1450, 275948.8, 1450, 329900.1, 1450, 265798.6, 1450, 373211.2, 1450, 275807.4, 1450, 357134.4, 1450, 410889.7, 1450, 259520.3
1452, 177899.3, 1452, 241659.5, 1452, 1149027.0, 1452, 400775.2, 1452, 419582.3, 1452, 307993.7, 1452, 193975.2, 1452, 362765.7, 1452, 275934.3, 1452, 329918.8, 1452, 265786.6, 1452, 373239.6, 1452, 275764.6, 1452, 357160.9, 1452, 410871.6, 1452, 259547.2
1454, 177839.9, 1454, 241619.3, 1454, 1149067.0, 1454, 400807.9, 1454, 419595.5, 1454, 308007.9, 1454, 193989.3, 1454, 362798.5, 1454, 275910.0, 1454, 329871.5, 1454, 265771.3, 1454, 373205.0, 1454, 275791.5, 1454, 357141.6, 1454, 410871.7, 1454, 259529.7
1456, 177862.1, 1456, 241629.7, 1456, 1149047.0, 1456, 400773.7, 1456, 419565.4, 1456, 308009.5, 1456, 193971.8, 1456, 362797.3, 1456, 275967.3, 1456, 329880.1, 1456, 265840.9, 1456, 373175.6, 1456, 275798.4, 1456, 357172.0, 1456, 410896.9, 1456, 259526.8
