time 1,Aluminum_1, time 2,Aluminum_2,time 3,Aluminum_3, time 4,Aluminum_4,time 5 ,Aluminum_5, time 6,Aluminum_6,time 7,Aluminum_7, time 8,Aluminum_8,time 9 ,Aluminum_9, time 10,Aluminum_10,time 11,Aluminum_11, time 12,Aluminum_12,time 13 ,Aluminum_13, time 14,Aluminum_14,time 15,Aluminum_15, time 16,Aluminum_16
11980, 177963.3, 11980, 241745.7, 11980, 1149035.0, 11980, 400781.5, 11980, 419612.6, 11980, 308098.9, 11980, 193939.2, 11980, 362636.6, 11980, 275900.1, 11980, 329807.1, 11980, 265750.9, 11980, 373291.6, 11980, 275780.2, 11980, 357266.3, 11980, 410873.9, 11980, 259497.4
11982, 177902.5, 11982, 241701.5, 11982, 1149025.0, 11982, 400781.0, 11982, 419590.9, 11982, 308088.6, 11982, 193958.7, 11982, 362650.3, 11982, 275935.6, 11982, 329827.9, 11982, 265737.4, 11982, 373291.8, 11982, 275768.1, 11982, 357236.1, 11982, 410886.6, 11982, 259549.1
11984, 177926.6, 11984, 241764.5, 11984, 1149034.0, 11984, 400802.2, 11984, 419558.3, 11984, 308090.9, 11984, 193988.7, 11984, 362673.3, 11984, 275942.4, 11984, 329774.2, 11984, 265694.7, 11984, 373248.6, 11984, 275798.9, 11984, 357206.3, 11984, 410902.0, 11984, 259510.8
11986, 177929.8, 11986, 241753.7, 11986, 1149023.0, 11986, 400772.5, 11986, 419553.9, 11986, 308017.8, 11986, 193977.9, 11986, 362662.1, 11986, 275969.6, 11986, 329783.6, 11986, 265726.6, 11986, 373286.6, 11986, 275826.7, 11986, 357226.2, 11986, 410901.8, 11986, 259499.0
11988, 177972.2, 11988, 241803.8, 11988, 1149054.0, 11988, 400790.2, 11988, 419630.0, 11988, 308056.3, 11988, 193996.3, 11988, 362677.5, 11988, 275974.1, 11988, 329895.5, 11988, 265762.1, 11988, 373275.4, 11988, 275835.1, 11988, 357254.6, 11988, 410972.9, 11988, 259568.2
11990, 177931.5, 11990, 241806.0, 11990, 1149041.0, 11990, 400891.8, 11990, 419588.0, 11990, 308135.8, 11990, 193948.3, 11990, 362636.3, 11990, 275921.6, 11990, 329915.7, 11990, 265707.9, 11990, 373296.9, 11990, 275811.9, 11990, 357219.4, 11990, 411003.4, 11990, 259582.1
11992, 177903.0, 11992, 241759.3, 11992, 1149065.0, 11992, 400835.8, 11992, 419590.6, 11992, 308103.2, 11992, 193975.2, 11992, 362700.8, 11992, 275905.0, 11992, 329873.6, 11992, 265608.6, 11992, 373276.1, 11992, 275810.2, 11992, 357223.3, 11992, 411018.1, 11992, 259537.5
11994, 177934.7, 11994, 241827.6, 11994, 1149051.0, 11994, 400837.4, 11994, 419589.5, 11994, 308075.6, 11994, 193951.3, 11994, 362724.3, 11994, 275955.9, 11994, 329869.1, 11994, 265675.4, 11994, 373267.2, 11994, 275850.3, 11994, 357213.5, 11994, 410992.6, 11994, 259548.8
11996, 177943.3, 11996, 241802.9, 11996, 1149107.0, 11996, 400847.8, 11996, 419607.1, 11996, 308066.0, 11996, 193932.4, 11996, 362699.5, 11996, 275931.6, 11996, 329875.7, 11996, 265699.6, 11996, 373297.1, 11996, 275869.6, 11996, 357225.2, 11996, 410947.8, 11996, 259565.2
11998, 177940.5, 11998, 241794.8, 11998, 1149085.0, 11998, 400802.9, 11998, 419670.5, 11998, 308096.7, 11998, 193953.1, 11998, 362733.1, 11998, 275940.6, 11998, 329838.0, 11998, 265637.9, 11998, 373280.6, 11998, 275806.8, 11998, 357191.8, 11998, 411001.9, 11998, 259514.0
12000, 177919.1, 12000, 241783.7, 12000, 1149081.0, 12000, 400820.8, 12000, 419624.2, 12000, 308051.1, 12000, 193959.1, 12000, 362680.0, 12000, 275922.3, 12000, 329820.2, 12000, 265731.6, 12000, 373264.8, 12000, 275830.2, 12000, 357241.1, 12000, 410901.3, 12000, 259549.4
12002, 177948.3, 12002, 241783.1, 12002, 1149079.0, 12002, 400826.9, 12002, 419616.8, 12002, 308040.9, 12002, 194002.1, 12002, 362715.3, 12002, 275938.0, 12002, 329804.6, 12002, 265660.5, 12002, 373254.5, 12002, 275805.6, 12002, 357219.6, 12002, 410944.3, 12002, 259503.3
12004, 177884.6, 12004, 241771.7, 12004, 1149060.0, 12004, 400778.8, 12004, 419582.9, 12004, 308076.5, 12004, 193950.2, 12004, 362729.5, 12004, 275917.0, 12004, 329873.9, 12004, 265627.2, 12004, 373258.7, 12004, 275787.9, 12004, 357206.5, 12004, 410904.2, 12004, 259533.5
12006, 177941.9, 12006, 241808.5, 12006, 1149072.0, 12006, 400786.8, 12006, 419607.2, 12006, 308066.5, 12006, 193913.8, 12006, 362626.1, 12006, 275921.7, 12006, 329797.5, 12006, 265699.5, 12006, 373207.0, 12006, 275776.5, 12006, 357218.7, 12006, 410914.0, 12006, 259476.5
12008, 177953.5, 12008, 241765.9, 12008, 1149079.0, 12008, 400813.6, 12008, 419602.1, 12008, 308058.6, 12008, 193962.7, 12008, 362670.9, 12008, 275936.6, 12008, 329787.7, 12008, 265676.0, 12008, 373228.9, 12008, 275757.3, 12008, 357231.2, 12008, 410879.4, 12008, 259501.9
12010, 177923.1, 12010, 241765.2, 12010, 1149003.0, 12010, 400757.1, 12010, 419560.8, 12010, 308059.3, 12010, 193939.4, 12010, 362673.2, 12010, 275942.3, 12010, 329762.9, 12010, 265709.2, 12010, 373230.5, 12010, 275730.6, 12010, 357224.8, 12010, 410861.9, 12010, 259527.9
12012, 177924.3, 12012, 241761.2, 12012, 1149049.0, 12012, 400763.0, 12012, 419633.3, 12012, 308045.9, 12012, 193979.6, 12012, 362669.2, 12012, 275963.4, 12012, 329771.5, 12012, 265782.8, 12012, 373249.9, 12012, 275790.2, 12012, 357241.9, 12012, 410853.7, 12012, 259550.4
12014, 177921.1, 12014, 241726.3, 12014, 1149026.0, 12014, 400784.1, 12014, 419604.5, 12014, 308077.9, 12014, 193906.4, 12014, 362664.5, 12014, 275960.6, 12014, 329804.1, 12014, 265728.8, 12014, 373287.6, 12014, 275780.0, 12014, 357306.8, 12014, 410887.5, 12014, 259556.4
12016, 177877.0, 12016, 241744.3, 12016, 1148983.0, 12016, 400761.6, 12016, 419619.3, 12016, 308108.2, 12016, 193940.3, 12016, 362645.2, 12016, 275966.5, 12016, 329784.6, 12016, 265717.6, 12016, 373282.2, 12016, 275804.6, 12016, 357203.0, 12016, 410858.8, 12016, 259530.9
12018, 177896.7, 12018, 241722.1, 12018, 1149046.0, 12018, 400771.3, 12018, 419587.9, 12018, 308076.7, 12018, 193963.6, 12018, 362676.2, 12018, 275953.1, 12018, 329819.2, 12018, 265706.0, 12018, 373256.0, 12018, 275817.3, 12018, 357224.0, 12018, 410870.5, 12018, 259517.6
12020, 177897.4, 12020, 241765.4, 12020, 1149048.0, 12020, 400773.8, 12020, 419634.4, 12020, 308067.5, 12020, 193959.2, 12020, 362658.5, 12020, 275889.6, 12020, 329767.9, 12020, 265746.0, 12020, 373251.7, 12020, 275779.5, 12020, 357222.9, 12020, 410854.7, 12020, 259501.4
12022, 177865.4, 12022, 241762.3, 12022, 1149037.0, 12022, 400781.7, 12022, 419577.4, 12022, 308053.1, 12022, 193976.0, 12022, 362625.3, 12022, 275979.0, 12022, 329777.8, 12022, 265743.7, 12022, 373223.6, 12022, 275795.4, 12022, 357232.1, 12022, 410864.3, 12022, 259458.8
12024, 177902.3, 12024, 241742.3, 12024, 1149052.0, 12024, 400776.0, 12024, 419593.2, 12024, 308081.8, 12024, 193964.3, 12024, 362651.4, 12024, 275952.6, 12024, 329770.6, 12024, 265730.7, 12024, 373328.8, 12024, 275784.7, 12024, 357276.0, 12024, 410857.7, 12024, 259495.3
12026, 177887.3, 12026, 241715.9, 12026, 1148964.0, 12026, 400807.5, 12026, 419549.5, 12026, 308061.4, 12026, 193964.0, 12026, 362621.9, 12026, 275957.2, 12026, 329775.9, 12026, 265770.3, 12026, 373295.5, 12026, 275792.1, 12026, 357321.8, 12026, 410868.4, 12026, 259490.9
12028, 177933.2, 12028, 241719.0, 12028, 1148976.0, 12028, 400743.2, 12028, 419548.6, 12028, 308004.4, 12028, 193919.3, 12028, 362681.3, 12028, 275943.6, 12028, 329751.2, 12028, 265759.2, 12028, 373255.2, 12028, 275802.6, 12028, 357315.8, 12028, 410894.0, 12028, 259524.0
12030, 177931.1, 12030, 241679.5, 12030, 1148987.0, 12030, 400764.0, 12030, 419538.1, 12030, 308079.9, 12030, 193953.5, 12030, 362632.9, 12030, 275912.2, 12030, 329769.4, 12030, 265766.6, 12030, 373281.3, 12030, 275761.1, 12030, 357256.9, 12030, 410826.6, 12030, 259494.9
12032, 177913.7, 12032, 241741.8, 12032, 1148964.0, 12032, 400783.9, 12032, 419580.0, 12032, 308051.2, 12032, 193955.1, 12032, 362670.9, 12032, 275937.4, 12032, 329797.0, 12032, 265765.1, 12032, 373285.0, 12032, 275778.3, 12032, 357283.1, 12032, 410840.9, 12032, 259461.3
12034, 177901.8, 12034, 241749.2, 12034, 1149021.0, 12034, 400758.1, 12034, 419574.1, 12034, 308108.5, 12034, 193932.3, 12034, 362624.5, 12034, 275940.8, 12034, 329803.6, 12034, 265768.6, 12034, 373310.5, 12034, 275812.8, 12034, 357326.1, 12034, 410896.6, 12034, 259562.8
12036, 177877.2, 12036, 241724.9, 12036, 1148993.0, 12036, 400813.8, 12036, 419565.6, 12036, 308108.7, 12036, 193919.4, 12036, 362675.8, 12036, 275918.6, 12036, 329812.4, 12036, 265699.6, 12036, 373282.9, 12036, 275797.8, 12036, 357302.7, 12036, 410904.3, 12036, 259523.3
12038, 177907.5, 12038, 241740.3, 12038, 1148983.0, 12038, 400822.4, 12038, 419595.1, 12038, 308105.2, 12038, 193936.7, 12038, 362678.5, 12038, 275949.8, 12038, 329809.4, 12038, 265686.5, 12038, 373204.5, 12038, 275794.9, 12038, 357272.5, 12038, 410970.6, 12038, 259530.0
12040, 177941.2, 12040, 241761.1, 12040, 1148987.0, 12040, 400788.3, 12040, 419596.1, 12040, 308048.4, 12040, 193953.1, 12040, 362660.5, 12040, 275991.3, 12040, 329796.5, 12040, 265707.4, 12040, 373278.5, 12040, 275811.4, 12040, 357254.3, 12040, 410941.8, 12040, 259510.0
12042, 177912.6, 12042, 241769.4, 12042, 1149024.0, 12042, 400763.6, 12042, 419598.1, 12042, 308062.3, 12042, 193983.6, 12042, 362644.3, 12042, 275942.4, 12042, 329793.8, 12042, 265691.4, 12042, 373279.7, 12042, 275755.7, 12042, 357235.6, 12042, 410919.5, 12042, 259517.4
12044, 177891.2, 12044, 241725.0, 12044, 1149006.0, 12044, 400738.5, 12044, 419606.0, 12044, 308079.1, 12044, 193956.4, 12044, 362593.3, 12044, 275978.1, 12044, 329766.7, 12044, 265766.7, 12044, 373239.9, 12044, 275781.3, 12044, 357214.2, 12044, 410918.9, 12044, 259514.3
12046, 177912.7, 12046, 241769.4, 12046, 1149035.0, 12046, 400748.3, 12046, 419595.0, 12046, 308030.1, 12046, 193960.5, 12046, 362670.9, 12046, 275915.9, 12046, 329781.8, 12046, 265817.0, 12046, 373271.9, 12046, 275748.7, 12046, 357229.7, 12046, 410865.8, 12046, 259547.5
12048, 177889.0, 12048, 241749.3, 12048, 1148982.0, 12048, 400755.5, 12048, 419603.2, 12048, 308067.9, 12048, 193948.8, 12048, 362638.4, 12048, 275923.2, 12048, 329733.3, 12048, 265757.5, 12048, 373281.1, 12048, 275770.7, 12048, 357288.3, 12048, 410855.5, 12048, 259482.8
12050, 177937.8, 12050, 241697.4, 12050, 1148992.0, 12050, 400770.8, 12050, 419571.6, 12050, 308045.6, 12050, 193963.7, 12050, 362663.1, 12050, 275961.4, 12050, 329782.2, 12050, 265794.4, 12050, 373285.2, 12050, 275750.0, 12050, 357302.6, 12050, 410858.1, 12050, 259529.8
12052, 177911.8, 12052, 241686.8, 12052, 1148978.0, 12052, 400709.3, 12052, 419602.6, 12052, 308042.9, 12052, 193943.7, 12052, 362613.2, 12052, 275947.8, 12052, 329762.3, 12052, 265772.7, 12052, 373239.6, 12052, 275733.8, 12052, 357253.9, 12052, 410832.0, 12052, 259529.1
12054, 177906.3, 12054, 241704.2, 12054, 1149006.0, 12054, 400787.9, 12054, 419544.6, 12054, 308055.7, 12054, 193981.8, 12054, 362657.5, 12054, 275978.0, 12054, 329762.6, 12054, 265776.9, 12054, 373282.2, 12054, 275804.0, 12054, 357276.3, 12054, 410816.2, 12054, 259477.6
12056, 177876.7, 12056, 241707.9, 12056, 1148986.0, 12056, 400785.0, 12056, 419600.0, 12056, 308050.5, 12056, 193966.4, 12056, 362602.2, 12056, 275960.6, 12056, 329750.7, 12056, 265760.9, 12056, 373272.2, 12056, 275802.2, 12056, 357307.7, 12056, 410890.4, 12056, 259503.6
12058, 177899.9, 12058, 241737.1, 12058, 1149015.0, 12058, 400757.4, 12058, 419605.5, 12058, 308083.5, 12058, 194008.2, 12058, 362648.2, 12058, 275973.6, 12058, 329863.0, 12058, 265799.1, 12058, 373282.0, 12058, 275828.6, 12058, 357336.5, 12058, 410923.5, 12058, 259503.1
12060, 177912.5, 12060, 241742.6, 12060, 1149029.0, 12060, 400830.2, 12060, 419584.1, 12060, 308109.4, 12060, 193944.2, 12060, 362663.8, 12060, 275931.3, 12060, 329827.2, 12060, 265695.9, 12060, 373301.7, 12060, 275807.4, 12060, 357338.9, 12060, 410951.8, 12060, 259513.5
12062, 177907.0, 12062, 241716.9, 12062, 1148976.0, 12062, 400834.8, 12062, 419580.7, 12062, 308110.2, 12062, 193960.4, 12062, 362635.1, 12062, 275923.7, 12062, 329861.6, 12062, 265658.3, 12062, 373272.5, 12062, 275854.7, 12062, 357257.9, 12062, 410974.5, 12062, 259511.6
12064, 177938.1, 12064, 241788.5, 12064, 1149007.0, 12064, 400812.1, 12064, 419590.0, 12064, 308062.0, 12064, 193946.3, 12064, 362668.2, 12064, 275989.1, 12064, 329841.9, 12064, 265707.0, 12064, 373318.5, 12064, 275814.3, 12064, 357243.8, 12064, 410913.3, 12064, 259552.5
12066, 177926.2, 12066, 241732.7, 12066, 1149009.0, 12066, 400830.8, 12066, 419603.2, 12066, 308051.5, 12066, 193955.9, 12066, 362663.0, 12066, 275939.5, 12066, 329771.4, 12066, 265763.0, 12066, 373286.4, 12066, 275772.5, 12066, 357279.2, 12066, 410878.1, 12066, 259550.2
12068, 177872.5, 12068, 241687.0, 12068, 1148968.0, 12068, 400766.1, 12068, 419607.8, 12068, 308049.5, 12068, 193966.0, 12068, 362689.1, 12068, 275933.2, 12068, 329787.5, 12068, 265667.5, 12068, 373266.8, 12068, 275779.1, 12068, 357300.2, 12068, 410906.4, 12068, 259545.9
12070, 177927.3, 12070, 241714.6, 12070, 1148982.0, 12070, 400775.3, 12070, 419597.8, 12070, 308075.5, 12070, 193948.8, 12070, 362669.6, 12070, 275945.1, 12070, 329767.5, 12070, 265715.4, 12070, 373214.7, 12070, 275788.0, 12070, 357258.4, 12070, 410891.0, 12070, 259508.0
12072, 177841.4, 12072, 241704.2, 12072, 1148998.0, 12072, 400792.6, 12072, 419544.8, 12072, 308067.5, 12072, 193990.0, 12072, 362634.1, 12072, 275936.5, 12072, 329776.0, 12072, 265689.5, 12072, 373308.2, 12072, 275791.1, 12072, 357304.2, 12072, 410857.1, 12072, 259517.1
12074, 177878.8, 12074, 241760.8, 12074, 1148994.0, 12074, 400741.0, 12074, 419632.7, 12074, 308032.7, 12074, 193982.2, 12074, 362654.1, 12074, 275958.3, 12074, 329774.3, 12074, 265749.8, 12074, 373290.8, 12074, 275763.4, 12074, 357325.1, 12074, 410898.9, 12074, 259512.9
12076, 177938.2, 12076, 241721.9, 12076, 1148937.0, 12076, 400727.5, 12076, 419581.3, 12076, 308050.9, 12076, 193976.2, 12076, 362636.4, 12076, 275983.6, 12076, 329761.2, 12076, 265741.3, 12076, 373253.1, 12076, 275739.3, 12076, 357265.7, 12076, 410915.2, 12076, 259514.3
12078, 177901.6, 12078, 241648.2, 12078, 1148976.0, 12078, 400759.8, 12078, 419622.9, 12078, 308070.1, 12078, 193960.4, 12078, 362632.0, 12078, 275985.0, 12078, 329738.4, 12078, 265777.0, 12078, 373279.4, 12078, 275759.4, 12078, 357281.0, 12078, 410889.1, 12078, 259556.7
12080, 177887.4, 12080, 241718.2, 12080, 1148987.0, 12080, 400699.7, 12080, 419597.7, 12080, 308060.2, 12080, 193975.2, 12080, 362661.3, 12080, 275956.4, 12080, 329772.6, 12080, 265776.7, 12080, 373273.3, 12080, 275729.9, 12080, 357277.6, 12080, 410850.1, 12080, 259496.1
12082, 177903.6, 12082, 241682.2, 12082, 1148985.0, 12082, 400706.1, 12082, 419598.3, 12082, 308028.5, 12082, 194010.2, 12082, 362617.0, 12082, 275959.2, 12082, 329806.2, 12082, 265764.7, 12082, 373268.4, 12082, 275796.8, 12082, 357312.5, 12082, 410944.1, 12082, 259532.4
12084, 177881.6, 12084, 241691.9, 12084, 1148949.0, 12084, 400757.2, 12084, 419582.6, 12084, 308114.2, 12084, 193966.4, 12084, 362623.6, 12084, 275950.5, 12084, 329787.1, 12084, 265702.7, 12084, 373268.0, 12084, 275773.4, 12084, 357309.3, 12084, 410927.6, 12084, 259528.3
12086, 177858.7, 12086, 241711.9, 12086, 1149020.0, 12086, 400733.2, 12086, 419602.2, 12086, 308054.0, 12086, 193935.3, 12086, 362625.4, 12086, 275959.6, 12086, 329778.1, 12086, 265780.7, 12086, 373249.6, 12086, 275754.1, 12086, 357311.7, 12086, 410893.6, 12086, 259528.5
12088, 177887.0, 12088, 241721.0, 12088, 1149022.0, 12088, 400777.2, 12088, 419612.8, 12088, 308083.7, 12088, 193926.4, 12088, 362610.4, 12088, 275954.4, 12088, 329782.5, 12088, 265752.2, 12088, 373269.4, 12088, 275825.6, 12088, 357290.4, 12088, 410933.2, 12088, 259542.9
12090, 177877.8, 12090, 241712.1, 12090, 1148964.0, 12090, 400748.1, 12090, 419567.7, 12090, 308109.0, 12090, 193984.8, 12090, 362627.1, 12090, 275972.2, 12090, 329737.5, 12090, 265759.2, 12090, 373261.5, 12090, 275775.8, 12090, 357288.7, 12090, 410840.1, 12090, 259500.3
12092, 177856.1, 12092, 241764.7, 12092, 1148949.0, 12092, 400788.3, 12092, 419609.9, 12092, 308021.1, 12092, 193961.3, 12092, 362645.0, 12092, 275926.3, 12092, 329767.6, 12092, 265766.0, 12092, 373245.3, 12092, 275782.6, 12092, 357328.3, 12092, 410862.2, 12092, 259551.0
12094, 177955.3, 12094, 241702.5, 12094, 1149021.0, 12094, 400759.4, 12094, 419584.4, 12094, 308073.6, 12094, 193958.0, 12094, 362627.4, 12094, 275976.7, 12094, 329808.0, 12094, 265746.2, 12094, 373294.3, 12094, 275796.6, 12094, 357347.6, 12094, 410913.6, 12094, 259514.4
12096, 177907.2, 12096, 241701.7, 12096, 1148988.0, 12096, 400785.6, 12096, 419583.0, 12096, 308065.1, 12096, 193937.9, 12096, 362640.0, 12096, 275965.2, 12096, 329776.6, 12096, 265744.9, 12096, 373285.9, 12096, 275775.6, 12096, 357282.9, 12096, 410909.4, 12096, 259513.2
12098, 177903.2, 12098, 241727.9, 12098, 1148999.0, 12098, 400795.1, 12098, 419540.5, 12098, 308099.6, 12098, 193975.2, 12098, 362658.5, 12098, 275926.9, 12098, 329788.5, 12098, 265723.4, 12098, 373284.9, 12098, 275796.1, 12098, 357274.0, 12098, 410919.2, 12098, 259547.6
12100, 177900.5, 12100, 241730.0, 12100, 1148997.0, 12100, 400810.8, 12100, 419598.7, 12100, 308036.8, 12100, 193990.0, 12100, 362653.7, 12100, 275957.4, 12100, 329806.6, 12100, 265777.7, 12100, 373265.2, 12100, 275807.1, 12100, 357291.5, 12100, 410892.8, 12100, 259513.4
12102, 177851.3, 12102, 241708.9, 12102, 1149022.0, 12102, 400754.9, 12102, 419573.1, 12102, 308078.2, 12102, 193951.8, 12102, 362641.6, 12102, 275965.3, 12102, 329779.3, 12102, 265761.4, 12102, 373266.8, 12102, 275763.8, 12102, 357333.4, 12102, 410903.4, 12102, 259548.9
12104, 177908.1, 12104, 241706.2, 12104, 1148988.0, 12104, 400771.3, 12104, 419595.3, 12104, 308081.5, 12104, 193928.2, 12104, 362665.4, 12104, 275966.4, 12104, 329778.6, 12104, 265735.9, 12104, 373301.2, 12104, 275763.3, 12104, 357303.7, 12104, 410890.9, 12104, 259535.0
12106, 177878.0, 12106, 241685.6, 12106, 1148998.0, 12106, 400749.7, 12106, 419578.5, 12106, 308067.1, 12106, 193997.7, 12106, 362662.1, 12106, 275944.1, 12106, 329773.8, 12106, 265779.3, 12106, 373294.0, 12106, 275718.0, 12106, 357293.1, 12106, 410836.1, 12106, 259522.0
12108, 177864.1, 12108, 241697.7, 12108, 1148994.0, 12108, 400700.0, 12108, 419560.3, 12108, 308060.3, 12108, 193977.3, 12108, 362622.6, 12108, 275942.9, 12108, 329779.6, 12108, 265762.5, 12108, 373277.1, 12108, 275777.6, 12108, 357309.4, 12108, 410853.3, 12108, 259503.2
12110, 177883.2, 12110, 241714.2, 12110, 1149023.0, 12110, 400781.8, 12110, 419616.8, 12110, 308062.8, 12110, 193983.3, 12110, 362633.3, 12110, 275927.4, 12110, 329782.1, 12110, 265762.7, 12110, 373265.1, 12110, 275785.5, 12110, 357345.4, 12110, 410896.9, 12110, 259506.2
12112, 177864.6, 12112, 241692.2, 12112, 1148954.0, 12112, 400767.7, 12112, 419600.5, 12112, 308069.7, 12112, 193979.0, 12112, 362608.1, 12112, 275899.6, 12112, 329753.2, 12112, 265768.1, 12112, 373269.5, 12112, 275796.8, 12112, 357256.4, 12112, 410894.4, 12112, 259516.0
12114, 177874.7, 12114, 241731.0, 12114, 1148980.0, 12114, 400777.4, 12114, 419600.7, 12114, 308125.9, 12114, 194004.8, 12114, 362632.4, 12114, 275947.2, 12114, 329775.4, 12114, 265741.3, 12114, 373281.3, 12114, 275783.6, 12114, 357312.6, 12114, 410910.4, 12114, 259477.6
12116, 177897.8, 12116, 241706.6, 12116, 1148999.0, 12116, 400755.2, 12116, 419573.9, 12116, 308144.5, 12116, 193998.1, 12116, 362622.3, 12116, 275941.9, 12116, 329738.9, 12116, 265764.6, 12116, 373292.1, 12116, 275788.5, 12116, 357328.5, 12116, 410892.9, 12116, 259536.6
12118, 177852.9, 12118, 241711.0, 12118, 1148944.0, 12118, 400779.4, 12118, 419616.5, 12118, 308079.6, 12118, 193958.4, 12118, 362637.1, 12118, 275989.3, 12118, 329786.8, 12118, 265788.1, 12118, 373281.7, 12118, 275793.0, 12118, 357345.1, 12118, 410859.3, 12118, 259519.1
12120, 177836.7, 12120, 241748.6, 12120, 1149052.0, 12120, 400803.1, 12120, 419610.0, 12120, 308107.4, 12120, 193941.3, 12120, 362648.0, 12120, 275941.5, 12120, 329829.8, 12120, 265746.9, 12120, 373280.7, 12120, 275774.2, 12120, 357352.4, 12120, 410957.4, 12120, 259553.7
12122, 177943.9, 12122, 241712.5, 12122, 1149069.0, 12122, 400817.3, 12122, 419608.9, 12122, 308102.7, 12122, 193957.6, 12122, 362657.3, 12122, 275894.7, 12122, 329800.4, 12122, 265741.4, 12122, 373282.7, 12122, 275797.3, 12122, 357307.8, 12122, 410970.2, 12122, 259573.3
12124, 177935.3, 12124, 241747.6, 12124, 1148992.0, 12124, 400847.3, 12124, 419589.9, 12124, 308103.0, 12124, 193927.2, 12124, 362669.4, 12124, 275910.5, 12124, 329827.9, 12124, 265695.2, 12124, 373257.1, 12124, 275827.8, 12124, 357282.8, 12124, 411013.7, 12124, 259505.0
12126, 177942.3, 12126, 241698.6, 12126, 1149052.0, 12126, 400849.6, 12126, 419598.7, 12126, 308064.4, 12126, 193978.2, 12126, 362675.1, 12126, 275932.5, 12126, 329782.3, 12126, 265654.0, 12126, 373238.8, 12126, 275792.5, 12126, 357234.0, 12126, 410950.5, 12126, 259508.9
12128, 177919.7, 12128, 241767.6, 12128, 1149091.0, 12128, 400790.0, 12128, 419614.6, 12128, 308035.8, 12128, 193929.7, 12128, 362671.6, 12128, 275961.9, 12128, 329816.3, 12128, 265720.8, 12128, 373247.9, 12128, 275863.1, 12128, 357298.6, 12128, 410969.5, 12128, 259547.5
12130, 177900.8, 12130, 241771.0, 12130, 1149018.0, 12130, 400800.7, 12130, 419592.0, 12130, 308105.3, 12130, 193960.2, 12130, 362681.4, 12130, 275937.5, 12130, 329845.1, 12130, 265676.8, 12130, 373242.7, 12130, 275764.0, 12130, 357321.7, 12130, 410893.2, 12130, 259501.9
12132, 177894.2, 12132, 241731.6, 12132, 1148983.0, 12132, 400811.1, 12132, 419586.7, 12132, 308061.8, 12132, 193965.0, 12132, 362677.6, 12132, 275897.7, 12132, 329808.2, 12132, 265663.4, 12132, 373217.2, 12132, 275814.7, 12132, 357261.7, 12132, 410927.3, 12132, 259526.7
12134, 177911.4, 12134, 241747.5, 12134, 1149019.0, 12134, 400789.6, 12134, 419579.3, 12134, 308041.7, 12134, 193945.7, 12134, 362656.1, 12134, 275986.0, 12134, 329828.7, 12134, 265706.9, 12134, 373264.9, 12134, 275830.9, 12134, 357259.1, 12134, 410919.8, 12134, 259495.7
12136, 177951.9, 12136, 241745.0, 12136, 1149028.0, 12136, 400829.8, 12136, 419577.1, 12136, 308073.8, 12136, 193941.3, 12136, 362687.9, 12136, 275948.1, 12136, 329760.5, 12136, 265711.3, 12136, 373290.5, 12136, 275788.7, 12136, 357257.0, 12136, 410895.7, 12136, 259528.6
12138, 177883.4, 12138, 241721.7, 12138, 1148970.0, 12138, 400828.5, 12138, 419615.5, 12138, 308020.5, 12138, 193971.6, 12138, 362615.3, 12138, 275929.8, 12138, 329753.4, 12138, 265795.9, 12138, 373232.4, 12138, 275777.8, 12138, 357252.4, 12138, 410852.1, 12138, 259497.5
12140, 177875.8, 12140, 241764.0, 12140, 1148977.0, 12140, 400760.3, 12140, 419598.6, 12140, 308055.0, 12140, 193968.7, 12140, 362664.9, 12140, 275979.9, 12140, 329814.3, 12140, 265759.1, 12140, 373241.5, 12140, 275818.8, 12140, 357294.9, 12140, 410860.3, 12140, 259526.2
12142, 177865.8, 12142, 241694.1, 12142, 1149024.0, 12142, 400803.5, 12142, 419577.2, 12142, 308057.8, 12142, 193943.3, 12142, 362636.8, 12142, 275925.9, 12142, 329717.8, 12142, 265741.8, 12142, 373251.8, 12142, 275797.7, 12142, 357281.7, 12142, 410861.5, 12142, 259515.1
12144, 177901.1, 12144, 241769.3, 12144, 1149014.0, 12144, 400759.3, 12144, 419578.5, 12144, 308045.3, 12144, 193986.3, 12144, 362630.5, 12144, 275980.3, 12144, 329783.0, 12144, 265802.4, 12144, 373289.2, 12144, 275785.7, 12144, 357343.5, 12144, 410889.6, 12144, 259561.5
12146, 177891.4, 12146, 241735.2, 12146, 1149010.0, 12146, 400855.9, 12146, 419550.7, 12146, 308063.6, 12146, 193928.7, 12146, 362656.9, 12146, 275913.5, 12146, 329859.5, 12146, 265780.5, 12146, 373305.1, 12146, 275842.7, 12146, 357375.1, 12146, 410981.3, 12146, 259481.5
12148, 177922.1, 12148, 241752.8, 12148, 1149010.0, 12148, 400838.6, 12148, 419598.9, 12148, 308099.9, 12148, 193956.8, 12148, 362685.9, 12148, 275943.5, 12148, 329902.3, 12148, 265680.6, 12148, 373333.0, 12148, 275822.6, 12148, 357301.6, 12148, 411032.7, 12148, 259566.9
12150, 177929.3, 12150, 241774.4, 12150, 1149031.0, 12150, 400877.5, 12150, 419591.6, 12150, 308091.8, 12150, 193942.9, 12150, 362740.1, 12150, 275930.0, 12150, 329879.0, 12150, 265671.7, 12150, 373301.5, 12150, 275818.2, 12150, 357225.0, 12150, 411055.6, 12150, 259581.4
