time 1,PET_0.03mm_1, time 2,PUL-1,time 3,PUL-2, time 4,PUL-3,time 5 ,Marino-wool_1, time 6,Marino-wool_2,time 7,Marino-wool_3, time 8,Nylon_1,time 9 ,Nylon_2, time 10,Nylon_3,time 11,Polyester_1, time 12,Polyester_2,time 13 ,Polyester_3, time 14,Silk_1,time 15,Silk_2, time 16,Silk_3
6928, 177185.2, 6928, 217741.0, 6928, 325494.9, 6928, -386619.1, 6928, 424527.5, 6928, 501958.3, 6928, 396477.5, 6928, 372962.1, 6928, 211156.2, 6928, 302129.0, 6928, 248011.7, 6928, 396790.6, 6928, 210219.0, 6928, 123416.3, 6928, 319898.4, 6928, 232221.2
6930, 177205.7, 6930, 217766.9, 6930, 325506.2, 6930, -386617.4, 6930, 424557.0, 6930, 501968.3, 6930, 396514.9, 6930, 372977.6, 6930, 211170.7, 6930, 302152.9, 6930, 248001.6, 6930, 396792.0, 6930, 210234.5, 6930, 123411.8, 6930, 319906.2, 6930, 232230.9
6932, 177172.9, 6932, 217770.5, 6932, 325520.0, 6932, -386620.9, 6932, 424528.4, 6932, 501958.8, 6932, 396501.9, 6932, 372983.7, 6932, 211159.6, 6932, 302102.6, 6932, 247983.8, 6932, 396768.2, 6932, 210205.9, 6932, 123400.4, 6932, 319886.6, 6932, 232227.2
6934, 177166.6, 6934, 217763.7, 6934, 325505.5, 6934, -386649.8, 6934, 424512.3, 6934, 501927.4, 6934, 396505.7, 6934, 372997.2, 6934, 211155.5, 6934, 302108.0, 6934, 248001.9, 6934, 396751.0, 6934, 210192.4, 6934, 123414.8, 6934, 319894.1, 6934, 232232.4
6936, 177175.7, 6936, 217753.5, 6936, 325530.9, 6936, -386634.4, 6936, 424539.7, 6936, 501952.7, 6936, 396496.9, 6936, 372976.9, 6936, 211157.0, 6936, 302110.4, 6936, 247990.1, 6936, 396761.5, 6936, 210217.7, 6936, 123429.3, 6936, 319897.5, 6936, 232236.3
6938, 177202.2, 6938, 217742.4, 6938, 325522.0, 6938, -386630.2, 6938, 424531.8, 6938, 501967.2, 6938, 396500.3, 6938, 372962.6, 6938, 211137.5, 6938, 302152.3, 6938, 247976.8, 6938, 396749.4, 6938, 210205.8, 6938, 123408.2, 6938, 319903.0, 6938, 232211.3
6940, 177170.4, 6940, 217721.7, 6940, 325494.2, 6940, -386611.7, 6940, 424521.0, 6940, 501975.4, 6940, 396481.4, 6940, 372975.0, 6940, 211156.9, 6940, 302140.2, 6940, 247990.1, 6940, 396751.3, 6940, 210192.8, 6940, 123395.0, 6940, 319913.0, 6940, 232241.3
6942, 177182.5, 6942, 217722.8, 6942, 325491.3, 6942, -386603.7, 6942, 424539.6, 6942, 501991.1, 6942, 396484.1, 6942, 372948.7, 6942, 211138.0, 6942, 302145.7, 6942, 247984.5, 6942, 396742.6, 6942, 210206.6, 6942, 123401.1, 6942, 319899.8, 6942, 232218.3
6944, 177187.9, 6944, 217689.9, 6944, 325476.5, 6944, -386584.0, 6944, 424547.1, 6944, 501990.6, 6944, 396489.4, 6944, 372956.8, 6944, 211134.6, 6944, 302133.6, 6944, 247980.1, 6944, 396724.3, 6944, 210176.2, 6944, 123404.6, 6944, 319869.4, 6944, 232239.6
6946, 177186.9, 6946, 217705.0, 6946, 325478.5, 6946, -386610.3, 6946, 424538.4, 6946, 501993.8, 6946, 396483.6, 6946, 372983.4, 6946, 211165.5, 6946, 302179.6, 6946, 248009.1, 6946, 396739.1, 6946, 210184.0, 6946, 123427.5, 6946, 319910.3, 6946, 232221.5
6948, 177200.1, 6948, 217710.4, 6948, 325482.4, 6948, -386584.6, 6948, 424591.2, 6948, 501977.1, 6948, 396466.3, 6948, 372955.9, 6948, 211163.9, 6948, 302164.7, 6948, 247998.8, 6948, 396736.3, 6948, 210182.9, 6948, 123417.5, 6948, 319906.8, 6948, 232236.6
6950, 177191.2, 6950, 217696.2, 6950, 325452.5, 6950, -386574.5, 6950, 424548.0, 6950, 501986.0, 6950, 396486.2, 6950, 372947.6, 6950, 211153.1, 6950, 302173.6, 6950, 247999.9, 6950, 396720.4, 6950, 210165.9, 6950, 123403.4, 6950, 319896.4, 6950, 232218.9
6952, 177201.6, 6952, 217708.0, 6952, 325477.0, 6952, -386594.1, 6952, 424556.0, 6952, 501977.9, 6952, 396470.0, 6952, 372973.9, 6952, 211172.6, 6952, 302154.4, 6952, 248017.9, 6952, 396731.2, 6952, 210182.2, 6952, 123418.0, 6952, 319900.9, 6952, 232249.4
6954, 177195.7, 6954, 217699.0, 6954, 325464.7, 6954, -386544.2, 6954, 424561.9, 6954, 501997.1, 6954, 396466.7, 6954, 372940.6, 6954, 211134.7, 6954, 302164.5, 6954, 247995.1, 6954, 396737.8, 6954, 210145.9, 6954, 123432.9, 6954, 319867.0, 6954, 232234.2
6956, 177215.9, 6956, 217725.4, 6956, 325469.4, 6956, -386555.6, 6956, 424568.4, 6956, 501983.2, 6956, 396472.8, 6956, 372942.9, 6956, 211179.7, 6956, 302160.6, 6956, 248006.6, 6956, 396736.9, 6956, 210161.1, 6956, 123416.6, 6956, 319888.2, 6956, 232213.0
6958, 177206.0, 6958, 217722.7, 6958, 325452.7, 6958, -386545.0, 6958, 424550.2, 6958, 501972.6, 6958, 396464.1, 6958, 372952.3, 6958, 211162.1, 6958, 302143.3, 6958, 247981.9, 6958, 396730.7, 6958, 210153.6, 6958, 123426.8, 6958, 319909.0, 6958, 232223.5
6960, 177211.3, 6960, 217725.1, 6960, 325469.5, 6960, -386567.9, 6960, 424523.3, 6960, 501968.9, 6960, 396498.5, 6960, 372960.1, 6960, 211136.5, 6960, 302146.6, 6960, 247995.0, 6960, 396730.5, 6960, 210117.0, 6960, 123427.3, 6960, 319857.9, 6960, 232224.4
6962, 177194.4, 6962, 217701.9, 6962, 325487.3, 6962, -386571.4, 6962, 424555.4, 6962, 501973.7, 6962, 396457.2, 6962, 372979.3, 6962, 211153.6, 6962, 302147.9, 6962, 247999.2, 6962, 396733.9, 6962, 210148.3, 6962, 123436.6, 6962, 319931.2, 6962, 232239.0
6964, 177214.2, 6964, 217745.2, 6964, 325482.7, 6964, -386608.9, 6964, 424560.1, 6964, 501961.7, 6964, 396489.1, 6964, 372986.0, 6964, 211163.8, 6964, 302164.1, 6964, 247997.3, 6964, 396750.1, 6964, 210174.6, 6964, 123431.6, 6964, 319945.7, 6964, 232222.9
6966, 177222.7, 6966, 217811.5, 6966, 325518.3, 6966, -386626.5, 6966, 424527.3, 6966, 501940.7, 6966, 396487.3, 6966, 372969.4, 6966, 211155.5, 6966, 302107.3, 6966, 248013.1, 6966, 396763.0, 6966, 210175.4, 6966, 123413.0, 6966, 319911.3, 6966, 232227.2
6968, 177184.9, 6968, 217877.0, 6968, 325563.8, 6968, -386713.2, 6968, 424509.9, 6968, 501864.4, 6968, 396505.9, 6968, 372999.5, 6968, 211112.0, 6968, 302036.3, 6968, 247996.7, 6968, 396772.7, 6968, 210158.6, 6968, 123389.9, 6968, 319920.1, 6968, 232224.1
6970, 177174.4, 6970, 217904.9, 6970, 325621.4, 6970, -386789.4, 6970, 424457.7, 6970, 501828.1, 6970, 396523.5, 6970, 373000.4, 6970, 211064.1, 6970, 301988.9, 6970, 247975.8, 6970, 396728.9, 6970, 210164.0, 6970, 123387.4, 6970, 319917.5, 6970, 232231.7
6972, 177149.6, 6972, 217882.7, 6972, 325641.5, 6972, -386803.5, 6972, 424479.8, 6972, 501862.6, 6972, 396513.8, 6972, 373027.0, 6972, 211004.2, 6972, 302009.2, 6972, 247973.2, 6972, 396739.4, 6972, 210161.1, 6972, 123388.7, 6972, 319895.2, 6972, 232238.0
6974, 177145.4, 6974, 217862.0, 6974, 325640.3, 6974, -386779.7, 6974, 424470.9, 6974, 501896.8, 6974, 396533.6, 6974, 373028.1, 6974, 210984.2, 6974, 302032.6, 6974, 247973.8, 6974, 396728.9, 6974, 210175.3, 6974, 123361.1, 6974, 319902.3, 6974, 232207.7
6976, 177163.3, 6976, 217826.2, 6976, 325607.3, 6976, -386731.9, 6976, 424514.0, 6976, 501938.4, 6976, 396505.8, 6976, 373024.8, 6976, 211011.8, 6976, 302033.0, 6976, 247981.5, 6976, 396730.0, 6976, 210172.2, 6976, 123390.1, 6976, 319904.3, 6976, 232198.5
6978, 177144.3, 6978, 217777.3, 6978, 325562.8, 6978, -386698.0, 6978, 424516.9, 6978, 501947.5, 6978, 396474.6, 6978, 373005.9, 6978, 211013.6, 6978, 302079.1, 6978, 247942.5, 6978, 396699.3, 6978, 210162.6, 6978, 123388.8, 6978, 319910.8, 6978, 232201.0
6980, 177172.6, 6980, 217767.1, 6980, 325531.7, 6980, -386675.4, 6980, 424519.1, 6980, 501957.8, 6980, 396499.9, 6980, 373007.6, 6980, 211049.6, 6980, 302107.0, 6980, 247995.6, 6980, 396708.3, 6980, 210166.4, 6980, 123401.8, 6980, 319914.3, 6980, 232204.4
6982, 177171.6, 6982, 217747.9, 6982, 325521.6, 6982, -386640.6, 6982, 424532.2, 6982, 501984.8, 6982, 396492.4, 6982, 372975.0, 6982, 211045.4, 6982, 302108.6, 6982, 247967.6, 6982, 396694.9, 6982, 210142.1, 6982, 123370.9, 6982, 319910.3, 6982, 232233.3
6984, 177181.4, 6984, 217718.4, 6984, 325505.6, 6984, -386615.6, 6984, 424540.1, 6984, 501983.6, 6984, 396484.3, 6984, 372981.3, 6984, 211074.1, 6984, 302117.5, 6984, 247969.6, 6984, 396683.8, 6984, 210156.8, 6984, 123397.7, 6984, 319894.1, 6984, 232222.3
6986, 177172.5, 6986, 217732.8, 6986, 325508.9, 6986, -386614.6, 6986, 424548.0, 6986, 501988.7, 6986, 396460.2, 6986, 372976.1, 6986, 211102.1, 6986, 302154.0, 6986, 247981.5, 6986, 396684.7, 6986, 210142.5, 6986, 123400.3, 6986, 319884.7, 6986, 232212.5
6988, 177170.0, 6988, 217711.7, 6988, 325492.9, 6988, -386607.4, 6988, 424534.3, 6988, 501984.3, 6988, 396489.2, 6988, 372952.1, 6988, 211106.9, 6988, 302143.3, 6988, 247985.8, 6988, 396672.8, 6988, 210114.0, 6988, 123389.4, 6988, 319881.1, 6988, 232224.3
6990, 177191.7, 6990, 217723.8, 6990, 325475.8, 6990, -386617.8, 6990, 424539.4, 6990, 502003.6, 6990, 396491.9, 6990, 372977.8, 6990, 211105.4, 6990, 302140.3, 6990, 247972.7, 6990, 396691.5, 6990, 210144.4, 6990, 123414.8, 6990, 319908.5, 6990, 232229.5
6992, 177197.2, 6992, 217728.7, 6992, 325498.8, 6992, -386625.3, 6992, 424549.6, 6992, 501986.6, 6992, 396500.1, 6992, 372963.5, 6992, 211131.3, 6992, 302152.8, 6992, 248009.3, 6992, 396704.8, 6992, 210144.9, 6992, 123434.7, 6992, 319907.3, 6992, 232234.3
6994, 177159.1, 6994, 217761.4, 6994, 325515.0, 6994, -386623.1, 6994, 424531.9, 6994, 501969.9, 6994, 396502.0, 6994, 372977.6, 6994, 211091.3, 6994, 302112.2, 6994, 247990.4, 6994, 396665.0, 6994, 210120.2, 6994, 123406.2, 6994, 319917.8, 6994, 232227.6
6996, 177185.9, 6996, 217795.8, 6996, 325534.7, 6996, -386689.7, 6996, 424500.5, 6996, 501932.6, 6996, 396492.4, 6996, 372996.1, 6996, 211089.0, 6996, 302068.5, 6996, 247988.4, 6996, 396679.5, 6996, 210106.9, 6996, 123403.7, 6996, 319889.9, 6996, 232231.3
6998, 177184.8, 6998, 217790.1, 6998, 325565.0, 6998, -386686.2, 6998, 424503.5, 6998, 501924.5, 6998, 396518.2, 6998, 372999.1, 6998, 211077.3, 6998, 302077.7, 6998, 247994.9, 6998, 396675.5, 6998, 210132.3, 6998, 123375.0, 6998, 319926.0, 6998, 232208.2
7000, 177180.1, 7000, 217822.5, 7000, 325589.5, 7000, -386727.9, 7000, 424519.9, 7000, 501929.4, 7000, 396502.1, 7000, 372998.6, 7000, 211071.4, 7000, 302059.3, 7000, 248002.4, 7000, 396696.1, 7000, 210145.8, 7000, 123403.8, 7000, 319915.9, 7000, 232224.9
7002, 177178.8, 7002, 217815.6, 7002, 325568.3, 7002, -386714.7, 7002, 424500.7, 7002, 501907.0, 7002, 396502.5, 7002, 373015.7, 7002, 211062.6, 7002, 302051.0, 7002, 247987.0, 7002, 396710.3, 7002, 210148.0, 7002, 123397.3, 7002, 319914.4, 7002, 232222.8
7004, 177156.0, 7004, 217810.9, 7004, 325572.6, 7004, -386708.7, 7004, 424497.1, 7004, 501912.8, 7004, 396505.2, 7004, 372994.1, 7004, 211033.6, 7004, 302047.9, 7004, 247969.0, 7004, 396683.4, 7004, 210115.4, 7004, 123377.7, 7004, 319897.0, 7004, 232232.4
7006, 177154.6, 7006, 217774.3, 7006, 325553.8, 7006, -386732.8, 7006, 424504.9, 7006, 501929.9, 7006, 396494.8, 7006, 372996.2, 7006, 211057.3, 7006, 302046.5, 7006, 247954.8, 7006, 396671.2, 7006, 210119.7, 7006, 123364.6, 7006, 319902.3, 7006, 232214.7
7008, 177174.6, 7008, 217788.7, 7008, 325554.6, 7008, -386657.3, 7008, 424529.4, 7008, 501966.0, 7008, 396506.5, 7008, 372973.6, 7008, 211039.5, 7008, 302101.8, 7008, 247972.8, 7008, 396651.0, 7008, 210112.7, 7008, 123360.5, 7008, 319906.7, 7008, 232204.8
7010, 177162.0, 7010, 217739.7, 7010, 325507.6, 7010, -386664.5, 7010, 424512.7, 7010, 501968.7, 7010, 396493.6, 7010, 372983.3, 7010, 211080.1, 7010, 302086.7, 7010, 247986.9, 7010, 396652.4, 7010, 210091.6, 7010, 123389.5, 7010, 319885.9, 7010, 232215.3
7012, 177173.4, 7012, 217745.0, 7012, 325510.5, 7012, -386641.2, 7012, 424534.7, 7012, 501986.9, 7012, 396504.1, 7012, 372975.2, 7012, 211065.7, 7012, 302134.1, 7012, 247978.9, 7012, 396627.2, 7012, 210093.5, 7012, 123398.6, 7012, 319902.0, 7012, 232247.1
7014, 177170.0, 7014, 217693.3, 7014, 325492.1, 7014, -386605.3, 7014, 424520.3, 7014, 501977.7, 7014, 396491.6, 7014, 372953.6, 7014, 211084.4, 7014, 302138.2, 7014, 248000.9, 7014, 396644.5, 7014, 210088.3, 7014, 123387.5, 7014, 319887.6, 7014, 232237.3
7016, 177182.2, 7016, 217702.1, 7016, 325472.9, 7016, -386584.2, 7016, 424537.0, 7016, 501982.7, 7016, 396490.9, 7016, 372968.8, 7016, 211103.5, 7016, 302145.6, 7016, 247994.1, 7016, 396639.6, 7016, 210107.2, 7016, 123406.2, 7016, 319891.3, 7016, 232239.6
7018, 177185.0, 7018, 217715.0, 7018, 325471.9, 7018, -386603.5, 7018, 424549.7, 7018, 501993.9, 7018, 396492.9, 7018, 372972.8, 7018, 211127.7, 7018, 302144.6, 7018, 247997.8, 7018, 396632.9, 7018, 210088.5, 7018, 123396.2, 7018, 319906.7, 7018, 232207.9
7020, 177188.7, 7020, 217707.4, 7020, 325460.5, 7020, -386597.1, 7020, 424538.2, 7020, 501982.0, 7020, 396496.7, 7020, 372948.5, 7020, 211116.1, 7020, 302121.8, 7020, 247992.2, 7020, 396623.2, 7020, 210044.0, 7020, 123402.9, 7020, 319893.6, 7020, 232231.2
7022, 177198.4, 7022, 217711.7, 7022, 325467.2, 7022, -386597.8, 7022, 424539.8, 7022, 502004.4, 7022, 396481.2, 7022, 372950.2, 7022, 211130.9, 7022, 302137.7, 7022, 248004.5, 7022, 396636.5, 7022, 210053.4, 7022, 123412.3, 7022, 319903.0, 7022, 232214.7
7024, 177196.5, 7024, 217722.7, 7024, 325491.1, 7024, -386591.0, 7024, 424540.4, 7024, 501984.1, 7024, 396495.2, 7024, 372961.5, 7024, 211127.6, 7024, 302146.7, 7024, 248005.8, 7024, 396634.9, 7024, 210073.2, 7024, 123407.3, 7024, 319876.0, 7024, 232248.9
7026, 177180.9, 7026, 217725.0, 7026, 325505.6, 7026, -386600.8, 7026, 424533.7, 7026, 501967.4, 7026, 396510.0, 7026, 372948.5, 7026, 211134.2, 7026, 302118.8, 7026, 248003.6, 7026, 396622.5, 7026, 210077.6, 7026, 123407.9, 7026, 319894.9, 7026, 232232.5
7028, 177180.7, 7028, 217715.2, 7028, 325472.0, 7028, -386608.2, 7028, 424521.6, 7028, 501942.6, 7028, 396497.5, 7028, 372971.5, 7028, 211131.0, 7028, 302115.2, 7028, 247986.8, 7028, 396600.0, 7028, 210044.8, 7028, 123418.9, 7028, 319902.8, 7028, 232254.4
7030, 177186.6, 7030, 217738.6, 7030, 325505.6, 7030, -386620.6, 7030, 424559.8, 7030, 501962.5, 7030, 396505.0, 7030, 372963.1, 7030, 211122.0, 7030, 302136.9, 7030, 247988.5, 7030, 396633.6, 7030, 210062.8, 7030, 123410.3, 7030, 319919.2, 7030, 232240.4
7032, 177188.2, 7032, 217710.3, 7032, 325507.1, 7032, -386596.7, 7032, 424526.1, 7032, 501979.2, 7032, 396488.0, 7032, 372966.3, 7032, 211126.4, 7032, 302145.0, 7032, 248004.2, 7032, 396621.9, 7032, 210033.9, 7032, 123428.1, 7032, 319898.1, 7032, 232217.7
7034, 177200.7, 7034, 217726.6, 7034, 325498.3, 7034, -386602.3, 7034, 424566.3, 7034, 501986.6, 7034, 396502.2, 7034, 372971.0, 7034, 211142.2, 7034, 302138.1, 7034, 248002.6, 7034, 396609.7, 7034, 210071.3, 7034, 123424.6, 7034, 319913.1, 7034, 232223.1
7036, 177213.2, 7036, 217743.6, 7036, 325483.6, 7036, -386607.2, 7036, 424560.6, 7036, 501968.7, 7036, 396495.8, 7036, 372979.6, 7036, 211135.2, 7036, 302134.1, 7036, 247979.3, 7036, 396633.2, 7036, 210064.7, 7036, 123411.1, 7036, 319900.8, 7036, 232237.9
7038, 177189.3, 7038, 217777.3, 7038, 325494.4, 7038, -386635.7, 7038, 424541.5, 7038, 501958.7, 7038, 396507.4, 7038, 372986.2, 7038, 211117.9, 7038, 302118.0, 7038, 247972.1, 7038, 396622.3, 7038, 210026.8, 7038, 123417.3, 7038, 319892.1, 7038, 232234.0
7040, 177169.1, 7040, 217768.2, 7040, 325492.5, 7040, -386630.4, 7040, 424513.8, 7040, 501937.2, 7040, 396494.3, 7040, 372999.7, 7040, 211097.1, 7040, 302097.7, 7040, 247976.9, 7040, 396604.7, 7040, 210018.3, 7040, 123413.0, 7040, 319872.3, 7040, 232226.1
7042, 177193.6, 7042, 217764.1, 7042, 325517.3, 7042, -386637.7, 7042, 424521.9, 7042, 501953.7, 7042, 396496.1, 7042, 372979.8, 7042, 211105.9, 7042, 302123.0, 7042, 247995.7, 7042, 396618.7, 7042, 210045.7, 7042, 123409.8, 7042, 319896.2, 7042, 232233.9
7044, 177160.1, 7044, 217705.5, 7044, 325497.0, 7044, -386612.6, 7044, 424521.5, 7044, 501963.7, 7044, 396507.4, 7044, 372993.0, 7044, 211101.1, 7044, 302106.4, 7044, 248005.1, 7044, 396594.0, 7044, 210027.2, 7044, 123397.0, 7044, 319870.5, 7044, 232239.8
7046, 177175.8, 7046, 217690.9, 7046, 325468.3, 7046, -386589.4, 7046, 424537.2, 7046, 501986.7, 7046, 396505.9, 7046, 372966.4, 7046, 211124.9, 7046, 302140.6, 7046, 248012.5, 7046, 396597.6, 7046, 210027.5, 7046, 123413.3, 7046, 319904.3, 7046, 232215.0
7048, 177185.1, 7048, 217709.0, 7048, 325475.9, 7048, -386572.3, 7048, 424541.5, 7048, 501968.4, 7048, 396514.1, 7048, 372950.8, 7048, 211124.3, 7048, 302142.9, 7048, 248006.5, 7048, 396587.3, 7048, 210016.6, 7048, 123418.7, 7048, 319898.0, 7048, 232222.0
7050, 177178.0, 7050, 217715.3, 7050, 325460.9, 7050, -386589.5, 7050, 424519.7, 7050, 501983.3, 7050, 396510.6, 7050, 372948.5, 7050, 211124.9, 7050, 302143.1, 7050, 247980.5, 7050, 396586.9, 7050, 210017.3, 7050, 123429.5, 7050, 319858.6, 7050, 232237.1
7052, 177199.8, 7052, 217694.2, 7052, 325448.3, 7052, -386565.0, 7052, 424570.2, 7052, 501973.5, 7052, 396508.0, 7052, 372969.8, 7052, 211162.0, 7052, 302172.5, 7052, 247994.5, 7052, 396573.0, 7052, 210001.7, 7052, 123430.3, 7052, 319892.7, 7052, 232231.2
7054, 177206.9, 7054, 217691.8, 7054, 325440.9, 7054, -386557.8, 7054, 424531.6, 7054, 501994.0, 7054, 396488.0, 7054, 372940.3, 7054, 211142.8, 7054, 302163.3, 7054, 248001.5, 7054, 396572.0, 7054, 209975.9, 7054, 123414.8, 7054, 319899.1, 7054, 232231.6
7056, 177185.3, 7056, 217699.1, 7056, 325448.0, 7056, -386551.7, 7056, 424541.3, 7056, 502008.1, 7056, 396500.5, 7056, 372941.8, 7056, 211159.7, 7056, 302186.7, 7056, 247985.7, 7056, 396586.2, 7056, 209993.2, 7056, 123436.4, 7056, 319895.7, 7056, 232232.3
7058, 177201.6, 7058, 217672.9, 7058, 325429.4, 7058, -386530.2, 7058, 424538.3, 7058, 501988.0, 7058, 396497.7, 7058, 372945.7, 7058, 211144.6, 7058, 302172.2, 7058, 247993.8, 7058, 396572.9, 7058, 209998.0, 7058, 123423.4, 7058, 319869.6, 7058, 232218.3
7060, 177188.5, 7060, 217690.6, 7060, 325437.1, 7060, -386566.8, 7060, 424535.4, 7060, 501975.7, 7060, 396494.7, 7060, 372953.5, 7060, 211170.2, 7060, 302166.2, 7060, 248020.9, 7060, 396581.8, 7060, 209993.4, 7060, 123419.9, 7060, 319912.1, 7060, 232219.3
7062, 177217.0, 7062, 217702.0, 7062, 325455.9, 7062, -386548.4, 7062, 424565.5, 7062, 501979.9, 7062, 396503.2, 7062, 372949.5, 7062, 211192.4, 7062, 302176.5, 7062, 247995.1, 7062, 396594.9, 7062, 210005.3, 7062, 123443.9, 7062, 319918.3, 7062, 232222.7
7064, 177202.3, 7064, 217686.2, 7064, 325438.9, 7064, -386554.6, 7064, 424550.5, 7064, 501971.4, 7064, 396486.8, 7064, 372932.0, 7064, 211166.9, 7064, 302157.2, 7064, 247996.9, 7064, 396555.0, 7064, 209966.2, 7064, 123424.8, 7064, 319901.0, 7064, 232232.1
7066, 177193.6, 7066, 217674.8, 7066, 325463.2, 7066, -386557.6, 7066, 424536.9, 7066, 501961.3, 7066, 396512.6, 7066, 372962.7, 7066, 211142.7, 7066, 302133.9, 7066, 247999.4, 7066, 396548.5, 7066, 209967.4, 7066, 123419.3, 7066, 319897.7, 7066, 232227.2
7068, 177202.9, 7068, 217701.8, 7068, 325471.4, 7068, -386570.5, 7068, 424553.7, 7068, 501978.7, 7068, 396506.8, 7068, 372956.2, 7068, 211154.4, 7068, 302147.1, 7068, 248026.2, 7068, 396602.3, 7068, 209990.4, 7068, 123421.7, 7068, 319893.4, 7068, 232204.3
7070, 177212.4, 7070, 217736.3, 7070, 325467.3, 7070, -386567.8, 7070, 424529.4, 7070, 501958.1, 7070, 396498.4, 7070, 372956.9, 7070, 211167.4, 7070, 302135.1, 7070, 248006.1, 7070, 396564.9, 7070, 210003.4, 7070, 123443.5, 7070, 319925.2, 7070, 232231.6
7072, 177205.0, 7072, 217767.1, 7072, 325501.5, 7072, -386616.8, 7072, 424497.0, 7072, 501919.2, 7072, 396499.5, 7072, 372964.6, 7072, 211143.4, 7072, 302092.9, 7072, 248011.4, 7072, 396596.0, 7072, 209994.8, 7072, 123409.2, 7072, 319886.1, 7072, 232241.7
7074, 177181.2, 7074, 217776.6, 7074, 325515.6, 7074, -386668.7, 7074, 424479.3, 7074, 501912.1, 7074, 396502.9, 7074, 372987.7, 7074, 211140.9, 7074, 302068.6, 7074, 247985.1, 7074, 396570.3, 7074, 209980.9, 7074, 123412.7, 7074, 319873.9, 7074, 232238.9
7076, 177178.8, 7076, 217793.6, 7076, 325536.5, 7076, -386673.4, 7076, 424487.5, 7076, 501906.9, 7076, 396522.2, 7076, 372998.5, 7076, 211089.0, 7076, 302065.0, 7076, 247976.5, 7076, 396576.3, 7076, 209978.7, 7076, 123405.0, 7076, 319886.6, 7076, 232210.4
7078, 177173.2, 7078, 217788.5, 7078, 325523.1, 7078, -386652.3, 7078, 424533.7, 7078, 501943.8, 7078, 396510.0, 7078, 372982.4, 7078, 211087.0, 7078, 302089.0, 7078, 247994.5, 7078, 396576.5, 7078, 209991.6, 7078, 123418.2, 7078, 319888.9, 7078, 232209.7
7080, 177159.3, 7080, 217740.0, 7080, 325508.1, 7080, -386650.4, 7080, 424511.3, 7080, 501945.5, 7080, 396495.6, 7080, 373014.2, 7080, 211102.6, 7080, 302099.2, 7080, 247969.7, 7080, 396562.9, 7080, 209990.6, 7080, 123392.5, 7080, 319890.3, 7080, 232226.0
7082, 177190.6, 7082, 217742.7, 7082, 325502.2, 7082, -386637.2, 7082, 424523.7, 7082, 501972.8, 7082, 396513.1, 7082, 372985.1, 7082, 211114.4, 7082, 302131.5, 7082, 248003.3, 7082, 396560.9, 7082, 209962.0, 7082, 123410.4, 7082, 319895.0, 7082, 232230.2
7084, 177204.4, 7084, 217718.3, 7084, 325486.2, 7084, -386600.5, 7084, 424555.2, 7084, 501961.7, 7084, 396493.4, 7084, 372962.7, 7084, 211104.8, 7084, 302132.6, 7084, 248000.7, 7084, 396559.5, 7084, 209963.9, 7084, 123417.6, 7084, 319901.3, 7084, 232216.0
7086, 177195.4, 7086, 217705.4, 7086, 325459.6, 7086, -386582.5, 7086, 424551.5, 7086, 501981.4, 7086, 396503.7, 7086, 372968.1, 7086, 211136.7, 7086, 302138.8, 7086, 247993.5, 7086, 396546.5, 7086, 209965.8, 7086, 123401.7, 7086, 319899.4, 7086, 232232.7
7088, 177186.7, 7088, 217711.4, 7088, 325459.6, 7088, -386568.6, 7088, 424561.9, 7088, 501984.6, 7088, 396483.1, 7088, 372971.3, 7088, 211130.3, 7088, 302144.1, 7088, 248014.2, 7088, 396547.8, 7088, 209953.8, 7088, 123418.0, 7088, 319904.2, 7088, 232211.1
7090, 177185.8, 7090, 217696.1, 7090, 325460.6, 7090, -386547.6, 7090, 424541.2, 7090, 501967.2, 7090, 396472.2, 7090, 372954.8, 7090, 211165.9, 7090, 302147.5, 7090, 247991.9, 7090, 396546.1, 7090, 209938.7, 7090, 123418.2, 7090, 319887.7, 7090, 232225.9
7092, 177182.1, 7092, 217687.8, 7092, 325447.6, 7092, -386546.1, 7092, 424549.0, 7092, 501964.8, 7092, 396481.8, 7092, 372968.9, 7092, 211137.1, 7092, 302144.4, 7092, 248002.6, 7092, 396537.9, 7092, 209960.5, 7092, 123429.3, 7092, 319911.4, 7092, 232223.3
7094, 177206.7, 7094, 217710.4, 7094, 325464.4, 7094, -386575.6, 7094, 424587.2, 7094, 501974.4, 7094, 396475.2, 7094, 372955.4, 7094, 211166.4, 7094, 302140.5, 7094, 248022.9, 7094, 396534.1, 7094, 209971.5, 7094, 123416.2, 7094, 319892.3, 7094, 232229.4
7096, 177207.0, 7096, 217729.3, 7096, 325464.7, 7096, -386598.6, 7096, 424529.1, 7096, 501965.6, 7096, 396481.6, 7096, 372963.9, 7096, 211156.6, 7096, 302116.9, 7096, 248007.8, 7096, 396552.6, 7096, 209948.2, 7096, 123405.6, 7096, 319881.6, 7096, 232245.8
7098, 177176.2, 7098, 217728.7, 7098, 325484.9, 7098, -386601.0, 7098, 424534.1, 7098, 501939.5, 7098, 396488.4, 7098, 372971.6, 7098, 211151.1, 7098, 302108.7, 7098, 247983.9, 7098, 396538.6, 7098, 209931.8, 7098, 123411.1, 7098, 319864.6, 7098, 232237.8
