time 1,PET_0.03mm_1, time 2,PUL-1,time 3,PUL-2, time 4,PUL-3,time 5 ,Marino-wool_1, time 6,Marino-wool_2,time 7,Marino-wool_3, time 8,Nylon_1,time 9 ,Nylon_2, time 10,Nylon_3,time 11,Polyester_1, time 12,Polyester_2,time 13 ,Polyester_3, time 14,Silk_1,time 15,Silk_2, time 16,Silk_3
6756, 177170.0, 6756, 217815.0, 6756, 325563.8, 6756, -386680.9, 6756, 424507.1, 6756, 502033.4, 6756, 396478.6, 6756, 372976.0, 6756, 211392.3, 6756, 302108.6, 6756, 248253.6, 6756, 397038.0, 6756, 210501.7, 6756, 123412.3, 6756, 319922.6, 6756, 232218.6
6758, 177183.2, 6758, 217797.4, 6758, 325556.7, 6758, -386678.3, 6758, 424500.7, 6758, 502037.6, 6758, 396452.7, 6758, 372957.8, 6758, 211358.3, 6758, 302082.2, 6758, 248251.2, 6758, 397019.0, 6758, 210476.4, 6758, 123397.8, 6758, 319893.3, 6758, 232231.4
6760, 177174.6, 6760, 217797.3, 6760, 325543.6, 6760, -386685.8, 6760, 424504.6, 6760, 502026.9, 6760, 396492.3, 6760, 373008.7, 6760, 211357.6, 6760, 302102.2, 6760, 248243.0, 6760, 397022.7, 6760, 210502.6, 6760, 123404.1, 6760, 319915.5, 6760, 232226.2
6762, 177192.6, 6762, 217789.8, 6762, 325536.2, 6762, -386649.8, 6762, 424534.2, 6762, 502055.7, 6762, 396479.1, 6762, 373013.0, 6762, 211389.1, 6762, 302120.5, 6762, 248243.5, 6762, 397023.9, 6762, 210508.2, 6762, 123401.3, 6762, 319911.1, 6762, 232224.7
6764, 177174.8, 6764, 217771.3, 6764, 325518.4, 6764, -386628.4, 6764, 424518.5, 6764, 502047.4, 6764, 396491.2, 6764, 372967.8, 6764, 211352.1, 6764, 302112.9, 6764, 248208.6, 6764, 397017.4, 6764, 210493.4, 6764, 123394.3, 6764, 319905.1, 6764, 232222.1
6766, 177192.5, 6766, 217764.6, 6766, 325498.3, 6766, -386621.5, 6766, 424534.6, 6766, 502050.5, 6766, 396487.3, 6766, 372958.8, 6766, 211389.3, 6766, 302155.0, 6766, 248233.3, 6766, 396990.3, 6766, 210476.8, 6766, 123397.3, 6766, 319925.9, 6766, 232214.5
6768, 177177.9, 6768, 217736.8, 6768, 325499.6, 6768, -386598.2, 6768, 424545.8, 6768, 502048.4, 6768, 396467.4, 6768, 372986.6, 6768, 211385.1, 6768, 302117.8, 6768, 248220.6, 6768, 397025.7, 6768, 210473.2, 6768, 123401.6, 6768, 319877.7, 6768, 232233.7
6770, 177182.6, 6770, 217754.1, 6770, 325488.0, 6770, -386597.9, 6770, 424548.2, 6770, 502058.0, 6770, 396483.0, 6770, 372969.1, 6770, 211396.3, 6770, 302157.8, 6770, 248236.6, 6770, 397017.3, 6770, 210476.8, 6770, 123415.2, 6770, 319895.7, 6770, 232227.1
6772, 177213.2, 6772, 217733.9, 6772, 325467.7, 6772, -386585.1, 6772, 424549.9, 6772, 502060.3, 6772, 396467.6, 6772, 372969.3, 6772, 211418.5, 6772, 302160.5, 6772, 248233.0, 6772, 396983.1, 6772, 210450.7, 6772, 123407.9, 6772, 319918.9, 6772, 232212.7
6774, 177201.9, 6774, 217726.5, 6774, 325471.0, 6774, -386593.8, 6774, 424531.6, 6774, 502046.1, 6774, 396478.5, 6774, 372954.4, 6774, 211435.7, 6774, 302151.9, 6774, 248205.0, 6774, 397005.6, 6774, 210453.7, 6774, 123433.7, 6774, 319879.8, 6774, 232244.4
6776, 177213.0, 6776, 217730.3, 6776, 325477.6, 6776, -386614.7, 6776, 424555.4, 6776, 502038.9, 6776, 396479.6, 6776, 372967.7, 6776, 211413.4, 6776, 302161.1, 6776, 248251.2, 6776, 397019.7, 6776, 210450.9, 6776, 123435.6, 6776, 319922.7, 6776, 232240.1
6778, 177203.5, 6778, 217737.7, 6778, 325496.5, 6778, -386586.3, 6778, 424542.9, 6778, 502049.6, 6778, 396474.8, 6778, 372951.5, 6778, 211410.3, 6778, 302165.4, 6778, 248201.9, 6778, 396987.6, 6778, 210432.1, 6778, 123435.0, 6778, 319902.7, 6778, 232239.6
6780, 177198.1, 6780, 217757.0, 6780, 325479.0, 6780, -386585.2, 6780, 424563.8, 6780, 502011.3, 6780, 396483.9, 6780, 372961.1, 6780, 211404.0, 6780, 302129.4, 6780, 248222.7, 6780, 396971.2, 6780, 210420.4, 6780, 123410.6, 6780, 319924.1, 6780, 232225.5
6782, 177210.8, 6782, 217747.5, 6782, 325504.5, 6782, -386590.4, 6782, 424538.5, 6782, 502026.4, 6782, 396472.1, 6782, 372949.1, 6782, 211405.0, 6782, 302151.0, 6782, 248217.6, 6782, 397007.5, 6782, 210434.4, 6782, 123444.1, 6782, 319902.0, 6782, 232225.3
6784, 177205.0, 6784, 217725.9, 6784, 325475.2, 6784, -386597.1, 6784, 424529.3, 6784, 502014.6, 6784, 396472.4, 6784, 372984.9, 6784, 211405.0, 6784, 302152.6, 6784, 248219.3, 6784, 396980.6, 6784, 210438.1, 6784, 123426.6, 6784, 319922.2, 6784, 232226.8
6786, 177214.3, 6786, 217744.8, 6786, 325489.5, 6786, -386610.6, 6786, 424544.2, 6786, 502008.6, 6786, 396487.6, 6786, 372959.6, 6786, 211392.6, 6786, 302137.4, 6786, 248219.7, 6786, 397007.4, 6786, 210423.4, 6786, 123435.8, 6786, 319915.1, 6786, 232243.6
6788, 177220.7, 6788, 217747.7, 6788, 325484.5, 6788, -386605.5, 6788, 424558.0, 6788, 502020.5, 6788, 396458.0, 6788, 372959.6, 6788, 211387.0, 6788, 302139.1, 6788, 248211.5, 6788, 397002.2, 6788, 210423.9, 6788, 123444.6, 6788, 319936.7, 6788, 232209.0
6790, 177220.3, 6790, 217801.2, 6790, 325511.3, 6790, -386632.9, 6790, 424556.4, 6790, 501971.4, 6790, 396478.9, 6790, 372994.4, 6790, 211406.3, 6790, 302113.2, 6790, 248224.9, 6790, 397000.5, 6790, 210453.9, 6790, 123432.6, 6790, 319930.9, 6790, 232216.9
6792, 177194.7, 6792, 217856.7, 6792, 325556.7, 6792, -386709.6, 6792, 424512.9, 6792, 501940.2, 6792, 396485.8, 6792, 372990.7, 6792, 211364.6, 6792, 302071.0, 6792, 248207.0, 6792, 397021.6, 6792, 210459.3, 6792, 123434.8, 6792, 319923.8, 6792, 232225.6
6794, 177185.5, 6794, 217890.2, 6794, 325598.8, 6794, -386750.4, 6794, 424470.3, 6794, 501910.2, 6794, 396503.6, 6794, 373024.2, 6794, 211318.0, 6794, 302012.2, 6794, 248196.0, 6794, 396995.3, 6794, 210425.2, 6794, 123392.1, 6794, 319921.0, 6794, 232232.4
6796, 177147.7, 6796, 217874.8, 6796, 325609.9, 6796, -386791.1, 6796, 424490.9, 6796, 501906.9, 6796, 396503.8, 6796, 372998.4, 6796, 211278.7, 6796, 302023.9, 6796, 248190.7, 6796, 397006.0, 6796, 210439.0, 6796, 123389.9, 6796, 319910.4, 6796, 232222.0
6798, 177153.7, 6798, 217833.5, 6798, 325600.2, 6798, -386747.6, 6798, 424508.9, 6798, 501945.8, 6798, 396514.5, 6798, 373009.6, 6798, 211272.0, 6798, 302050.7, 6798, 248171.5, 6798, 396989.1, 6798, 210469.4, 6798, 123407.1, 6798, 319927.0, 6798, 232209.9
6800, 177178.8, 6800, 217819.9, 6800, 325577.5, 6800, -386727.8, 6800, 424509.9, 6800, 501967.0, 6800, 396496.3, 6800, 372993.5, 6800, 211282.5, 6800, 302085.1, 6800, 248186.1, 6800, 396982.6, 6800, 210440.6, 6800, 123407.1, 6800, 319915.2, 6800, 232233.0
6802, 177189.9, 6802, 217823.2, 6802, 325561.7, 6802, -386703.4, 6802, 424509.2, 6802, 501970.8, 6802, 396494.2, 6802, 372996.8, 6802, 211278.2, 6802, 302060.9, 6802, 248176.5, 6802, 397006.5, 6802, 210449.2, 6802, 123398.0, 6802, 319922.5, 6802, 232230.8
6804, 177153.2, 6804, 217826.0, 6804, 325574.6, 6804, -386708.3, 6804, 424493.1, 6804, 501970.2, 6804, 396496.2, 6804, 372992.3, 6804, 211270.9, 6804, 302079.6, 6804, 248172.3, 6804, 396972.9, 6804, 210434.1, 6804, 123382.8, 6804, 319923.4, 6804, 232209.8
6806, 177174.7, 6806, 217787.0, 6806, 325556.2, 6806, -386721.9, 6806, 424519.7, 6806, 501962.6, 6806, 396519.8, 6806, 372990.6, 6806, 211306.9, 6806, 302088.2, 6806, 248173.7, 6806, 396983.1, 6806, 210436.2, 6806, 123400.0, 6806, 319925.3, 6806, 232204.2
6808, 177164.0, 6808, 217767.7, 6808, 325536.0, 6808, -386680.6, 6808, 424519.5, 6808, 501965.5, 6808, 396481.7, 6808, 372976.9, 6808, 211299.2, 6808, 302124.9, 6808, 248179.6, 6808, 396965.4, 6808, 210419.9, 6808, 123395.8, 6808, 319887.5, 6808, 232236.3
6810, 177183.0, 6810, 217773.2, 6810, 325541.7, 6810, -386646.6, 6810, 424540.2, 6810, 501986.4, 6810, 396491.7, 6810, 372993.9, 6810, 211292.7, 6810, 302122.9, 6810, 248173.0, 6810, 396950.8, 6810, 210440.9, 6810, 123413.0, 6810, 319908.8, 6810, 232220.6
6812, 177205.6, 6812, 217785.5, 6812, 325519.9, 6812, -386641.9, 6812, 424558.8, 6812, 501997.4, 6812, 396493.3, 6812, 372986.6, 6812, 211329.5, 6812, 302120.7, 6812, 248181.2, 6812, 396966.5, 6812, 210421.3, 6812, 123433.5, 6812, 319907.9, 6812, 232217.1
6814, 177186.1, 6814, 217779.6, 6814, 325511.2, 6814, -386629.4, 6814, 424530.4, 6814, 501970.1, 6814, 396484.8, 6814, 372981.6, 6814, 211326.4, 6814, 302114.9, 6814, 248175.3, 6814, 396941.5, 6814, 210418.6, 6814, 123397.5, 6814, 319908.9, 6814, 232236.1
6816, 177176.3, 6816, 217773.8, 6816, 325510.3, 6816, -386677.9, 6816, 424518.4, 6816, 501964.5, 6816, 396508.6, 6816, 372966.4, 6816, 211296.3, 6816, 302123.0, 6816, 248143.4, 6816, 396940.1, 6816, 210394.3, 6816, 123395.7, 6816, 319904.8, 6816, 232233.9
6818, 177182.6, 6818, 217763.3, 6818, 325513.9, 6818, -386678.3, 6818, 424537.0, 6818, 501986.9, 6818, 396496.6, 6818, 372963.9, 6818, 211305.0, 6818, 302137.4, 6818, 248162.2, 6818, 396966.1, 6818, 210414.4, 6818, 123400.2, 6818, 319906.6, 6818, 232217.1
6820, 177169.0, 6820, 217758.5, 6820, 325501.7, 6820, -386638.2, 6820, 424545.4, 6820, 501996.3, 6820, 396495.7, 6820, 372969.5, 6820, 211300.8, 6820, 302106.0, 6820, 248139.2, 6820, 396937.2, 6820, 210378.2, 6820, 123388.6, 6820, 319909.9, 6820, 232212.1
6822, 177191.0, 6822, 217742.9, 6822, 325501.0, 6822, -386635.0, 6822, 424536.1, 6822, 501987.4, 6822, 396501.6, 6822, 372957.1, 6822, 211301.1, 6822, 302154.9, 6822, 248140.1, 6822, 396914.2, 6822, 210369.3, 6822, 123404.3, 6822, 319931.9, 6822, 232234.5
6824, 177206.0, 6824, 217745.6, 6824, 325500.7, 6824, -386621.4, 6824, 424567.0, 6824, 501998.7, 6824, 396493.8, 6824, 372966.2, 6824, 211320.8, 6824, 302123.5, 6824, 248180.6, 6824, 396973.9, 6824, 210426.5, 6824, 123432.7, 6824, 319937.9, 6824, 232236.4
6826, 177195.6, 6826, 217776.1, 6826, 325496.2, 6826, -386642.3, 6826, 424547.7, 6826, 501985.4, 6826, 396474.7, 6826, 372972.9, 6826, 211311.2, 6826, 302111.5, 6826, 248161.6, 6826, 396933.9, 6826, 210384.1, 6826, 123401.4, 6826, 319914.8, 6826, 232233.1
6828, 177167.8, 6828, 217795.3, 6828, 325497.9, 6828, -386661.0, 6828, 424523.0, 6828, 501941.1, 6828, 396494.1, 6828, 372982.7, 6828, 211293.7, 6828, 302107.6, 6828, 248124.3, 6828, 396929.6, 6828, 210355.6, 6828, 123373.4, 6828, 319892.5, 6828, 232220.4
6830, 177178.0, 6830, 217796.2, 6830, 325538.8, 6830, -386684.8, 6830, 424526.0, 6830, 501956.2, 6830, 396509.2, 6830, 372978.4, 6830, 211280.0, 6830, 302101.7, 6830, 248142.9, 6830, 396943.0, 6830, 210373.0, 6830, 123417.0, 6830, 319927.8, 6830, 232203.6
6832, 177202.2, 6832, 217799.6, 6832, 325541.5, 6832, -386661.3, 6832, 424554.0, 6832, 501966.8, 6832, 396492.1, 6832, 372996.2, 6832, 211306.5, 6832, 302093.1, 6832, 248160.3, 6832, 396953.6, 6832, 210409.5, 6832, 123429.0, 6832, 319939.6, 6832, 232215.8
6834, 177189.8, 6834, 217810.3, 6834, 325529.7, 6834, -386672.1, 6834, 424532.1, 6834, 501955.5, 6834, 396482.6, 6834, 372990.1, 6834, 211279.3, 6834, 302088.5, 6834, 248140.4, 6834, 396955.7, 6834, 210402.9, 6834, 123401.4, 6834, 319939.4, 6834, 232226.0
6836, 177187.3, 6836, 217863.7, 6836, 325546.3, 6836, -386724.3, 6836, 424498.3, 6836, 501898.5, 6836, 396488.7, 6836, 372986.6, 6836, 211274.3, 6836, 302032.5, 6836, 248129.9, 6836, 396952.8, 6836, 210396.3, 6836, 123411.1, 6836, 319911.5, 6836, 232226.3
6838, 177175.1, 6838, 217872.4, 6838, 325602.5, 6838, -386773.9, 6838, 424477.0, 6838, 501890.2, 6838, 396515.5, 6838, 373019.2, 6838, 211236.7, 6838, 302017.0, 6838, 248127.8, 6838, 396940.2, 6838, 210368.6, 6838, 123374.2, 6838, 319880.1, 6838, 232230.3
6840, 177147.0, 6840, 217846.4, 6840, 325592.0, 6840, -386775.7, 6840, 424469.3, 6840, 501896.5, 6840, 396530.3, 6840, 373009.1, 6840, 211185.9, 6840, 301990.1, 6840, 248120.2, 6840, 396910.0, 6840, 210381.4, 6840, 123393.8, 6840, 319904.5, 6840, 232214.2
6842, 177157.2, 6842, 217839.4, 6842, 325604.2, 6842, -386750.6, 6842, 424498.5, 6842, 501928.6, 6842, 396510.7, 6842, 373012.6, 6842, 211198.5, 6842, 302047.3, 6842, 248111.5, 6842, 396917.4, 6842, 210401.8, 6842, 123374.7, 6842, 319917.9, 6842, 232206.8
6844, 177177.7, 6844, 217796.7, 6844, 325543.2, 6844, -386697.3, 6844, 424517.8, 6844, 501955.0, 6844, 396499.6, 6844, 373002.4, 6844, 211193.2, 6844, 302066.7, 6844, 248081.3, 6844, 396904.2, 6844, 210353.2, 6844, 123367.0, 6844, 319906.6, 6844, 232219.7
6846, 177172.3, 6846, 217771.1, 6846, 325552.1, 6846, -386688.2, 6846, 424523.0, 6846, 501983.1, 6846, 396501.6, 6846, 372991.5, 6846, 211227.1, 6846, 302089.8, 6846, 248114.7, 6846, 396904.1, 6846, 210372.7, 6846, 123389.0, 6846, 319908.3, 6846, 232228.9
6848, 177189.2, 6848, 217754.3, 6848, 325541.7, 6848, -386644.5, 6848, 424530.6, 6848, 501990.0, 6848, 396492.3, 6848, 372994.7, 6848, 211233.6, 6848, 302110.3, 6848, 248121.3, 6848, 396924.0, 6848, 210358.4, 6848, 123412.4, 6848, 319917.6, 6848, 232218.1
6850, 177170.8, 6850, 217729.3, 6850, 325515.4, 6850, -386638.2, 6850, 424529.4, 6850, 501973.6, 6850, 396492.8, 6850, 372950.2, 6850, 211220.1, 6850, 302095.5, 6850, 248101.2, 6850, 396854.1, 6850, 210337.7, 6850, 123386.1, 6850, 319870.8, 6850, 232223.5
6852, 177183.2, 6852, 217729.6, 6852, 325500.0, 6852, -386627.3, 6852, 424540.0, 6852, 501992.6, 6852, 396482.8, 6852, 372969.9, 6852, 211239.8, 6852, 302131.8, 6852, 248093.5, 6852, 396917.5, 6852, 210343.0, 6852, 123400.9, 6852, 319923.7, 6852, 232237.9
6854, 177176.7, 6854, 217742.4, 6854, 325486.3, 6854, -386615.8, 6854, 424530.6, 6854, 501992.0, 6854, 396492.1, 6854, 372961.2, 6854, 211241.3, 6854, 302136.4, 6854, 248090.6, 6854, 396883.4, 6854, 210347.5, 6854, 123387.1, 6854, 319887.6, 6854, 232207.7
6856, 177188.1, 6856, 217715.4, 6856, 325475.3, 6856, -386615.0, 6856, 424537.1, 6856, 501995.6, 6856, 396495.4, 6856, 372961.9, 6856, 211265.5, 6856, 302124.8, 6856, 248096.8, 6856, 396875.0, 6856, 210326.1, 6856, 123384.8, 6856, 319919.5, 6856, 232238.5
6858, 177184.9, 6858, 217730.1, 6858, 325489.3, 6858, -386608.1, 6858, 424551.4, 6858, 501990.1, 6858, 396494.4, 6858, 372956.5, 6858, 211270.9, 6858, 302155.2, 6858, 248119.9, 6858, 396902.5, 6858, 210331.0, 6858, 123426.9, 6858, 319929.8, 6858, 232227.6
6860, 177200.2, 6860, 217756.4, 6860, 325497.8, 6860, -386604.0, 6860, 424551.0, 6860, 501984.7, 6860, 396484.1, 6860, 372978.8, 6860, 211284.3, 6860, 302138.2, 6860, 248105.3, 6860, 396895.0, 6860, 210358.6, 6860, 123409.0, 6860, 319916.0, 6860, 232214.1
6862, 177194.3, 6862, 217793.8, 6862, 325511.6, 6862, -386628.0, 6862, 424515.9, 6862, 501946.1, 6862, 396492.9, 6862, 372978.3, 6862, 211260.1, 6862, 302084.4, 6862, 248098.2, 6862, 396878.3, 6862, 210322.6, 6862, 123400.1, 6862, 319911.1, 6862, 232234.9
6864, 177150.5, 6864, 217817.3, 6864, 325521.9, 6864, -386667.7, 6864, 424495.2, 6864, 501931.8, 6864, 396510.2, 6864, 373000.3, 6864, 211232.8, 6864, 302080.1, 6864, 248083.8, 6864, 396893.0, 6864, 210324.1, 6864, 123413.1, 6864, 319915.5, 6864, 232223.8
6866, 177170.6, 6866, 217818.0, 6866, 325551.9, 6866, -386693.5, 6866, 424509.7, 6866, 501941.5, 6866, 396503.3, 6866, 372995.3, 6866, 211231.7, 6866, 302081.5, 6866, 248061.2, 6866, 396904.2, 6866, 210331.2, 6866, 123412.1, 6866, 319913.6, 6866, 232219.6
6868, 177179.9, 6868, 217784.4, 6868, 325537.8, 6868, -386666.8, 6868, 424530.2, 6868, 501962.0, 6868, 396488.9, 6868, 372969.1, 6868, 211233.4, 6868, 302111.5, 6868, 248077.7, 6868, 396878.6, 6868, 210328.7, 6868, 123408.2, 6868, 319915.7, 6868, 232231.0
6870, 177176.1, 6870, 217781.6, 6870, 325528.5, 6870, -386666.9, 6870, 424514.6, 6870, 501987.9, 6870, 396475.2, 6870, 372976.2, 6870, 211235.0, 6870, 302105.4, 6870, 248057.4, 6870, 396873.8, 6870, 210308.9, 6870, 123397.1, 6870, 319905.0, 6870, 232239.8
6872, 177182.6, 6872, 217763.3, 6872, 325522.9, 6872, -386666.8, 6872, 424544.3, 6872, 501948.3, 6872, 396472.1, 6872, 372977.9, 6872, 211239.7, 6872, 302129.0, 6872, 248076.9, 6872, 396864.6, 6872, 210330.9, 6872, 123422.4, 6872, 319918.4, 6872, 232227.1
6874, 177207.9, 6874, 217771.3, 6874, 325522.1, 6874, -386660.9, 6874, 424539.2, 6874, 501973.1, 6874, 396482.0, 6874, 372983.6, 6874, 211228.0, 6874, 302143.9, 6874, 248089.3, 6874, 396869.5, 6874, 210316.6, 6874, 123442.8, 6874, 319922.9, 6874, 232220.1
6876, 177196.6, 6876, 217787.3, 6876, 325530.9, 6876, -386643.0, 6876, 424528.8, 6876, 501945.8, 6876, 396493.3, 6876, 372992.7, 6876, 211236.2, 6876, 302083.9, 6876, 248086.9, 6876, 396878.4, 6876, 210325.1, 6876, 123400.4, 6876, 319918.8, 6876, 232236.2
6878, 177183.1, 6878, 217812.6, 6878, 325557.5, 6878, -386684.0, 6878, 424500.2, 6878, 501915.0, 6878, 396485.4, 6878, 373019.5, 6878, 211200.5, 6878, 302051.4, 6878, 248066.8, 6878, 396873.6, 6878, 210317.8, 6878, 123385.3, 6878, 319892.2, 6878, 232213.7
6880, 177164.0, 6880, 217820.6, 6880, 325546.7, 6880, -386724.4, 6880, 424492.5, 6880, 501920.0, 6880, 396486.3, 6880, 373008.7, 6880, 211173.2, 6880, 302035.4, 6880, 248055.4, 6880, 396862.5, 6880, 210310.5, 6880, 123383.1, 6880, 319891.9, 6880, 232218.3
6882, 177166.3, 6882, 217804.6, 6882, 325563.7, 6882, -386710.7, 6882, 424515.6, 6882, 501955.3, 6882, 396495.1, 6882, 372978.8, 6882, 211161.4, 6882, 302078.0, 6882, 248050.5, 6882, 396852.6, 6882, 210310.7, 6882, 123403.9, 6882, 319893.1, 6882, 232219.0
6884, 177173.2, 6884, 217769.7, 6884, 325543.4, 6884, -386677.9, 6884, 424526.9, 6884, 501954.6, 6884, 396481.7, 6884, 372974.0, 6884, 211190.1, 6884, 302086.5, 6884, 248035.2, 6884, 396848.8, 6884, 210297.5, 6884, 123393.2, 6884, 319905.1, 6884, 232223.7
6886, 177165.2, 6886, 217767.7, 6886, 325527.3, 6886, -386678.5, 6886, 424527.3, 6886, 501967.7, 6886, 396489.7, 6886, 372972.9, 6886, 211175.2, 6886, 302105.7, 6886, 248046.6, 6886, 396852.2, 6886, 210305.5, 6886, 123422.4, 6886, 319906.6, 6886, 232219.0
6888, 177174.9, 6888, 217757.5, 6888, 325531.5, 6888, -386639.7, 6888, 424532.4, 6888, 501983.6, 6888, 396482.0, 6888, 372988.7, 6888, 211180.9, 6888, 302125.9, 6888, 248029.4, 6888, 396846.1, 6888, 210279.8, 6888, 123389.5, 6888, 319913.1, 6888, 232219.1
6890, 177176.8, 6890, 217733.9, 6890, 325491.9, 6890, -386607.4, 6890, 424527.4, 6890, 501967.5, 6890, 396484.6, 6890, 372972.2, 6890, 211208.3, 6890, 302110.7, 6890, 248033.8, 6890, 396836.0, 6890, 210291.4, 6890, 123392.9, 6890, 319888.6, 6890, 232221.8
6892, 177199.3, 6892, 217724.6, 6892, 325475.0, 6892, -386627.3, 6892, 424537.8, 6892, 501997.3, 6892, 396485.6, 6892, 372976.9, 6892, 211210.0, 6892, 302142.9, 6892, 248057.2, 6892, 396824.3, 6892, 210291.4, 6892, 123414.6, 6892, 319902.7, 6892, 232233.3
6894, 177215.6, 6894, 217751.3, 6894, 325509.8, 6894, -386628.5, 6894, 424559.5, 6894, 501983.2, 6894, 396470.4, 6894, 372987.2, 6894, 211229.6, 6894, 302161.4, 6894, 248055.4, 6894, 396846.9, 6894, 210289.5, 6894, 123411.8, 6894, 319929.9, 6894, 232227.0
6896, 177199.1, 6896, 217776.3, 6896, 325507.7, 6896, -386653.1, 6896, 424528.2, 6896, 501956.9, 6896, 396483.0, 6896, 372972.0, 6896, 211210.5, 6896, 302110.4, 6896, 248027.9, 6896, 396816.3, 6896, 210289.7, 6896, 123423.3, 6896, 319920.0, 6896, 232243.8
6898, 177172.0, 6898, 217853.1, 6898, 325557.6, 6898, -386722.0, 6898, 424477.9, 6898, 501920.7, 6898, 396510.9, 6898, 373008.9, 6898, 211187.9, 6898, 302066.2, 6898, 248034.6, 6898, 396880.5, 6898, 210283.9, 6898, 123386.1, 6898, 319914.9, 6898, 232238.8
6900, 177157.8, 6900, 217842.1, 6900, 325580.6, 6900, -386750.9, 6900, 424483.1, 6900, 501886.1, 6900, 396529.0, 6900, 373003.4, 6900, 211139.3, 6900, 302018.1, 6900, 248018.1, 6900, 396853.7, 6900, 210278.3, 6900, 123378.4, 6900, 319894.4, 6900, 232213.4
6902, 177152.2, 6902, 217845.4, 6902, 325581.5, 6902, -386744.6, 6902, 424513.6, 6902, 501926.8, 6902, 396476.4, 6902, 373029.2, 6902, 211129.3, 6902, 302036.7, 6902, 248017.7, 6902, 396836.9, 6902, 210272.8, 6902, 123378.9, 6902, 319893.8, 6902, 232228.0
6904, 177156.6, 6904, 217810.4, 6904, 325576.9, 6904, -386739.6, 6904, 424526.5, 6904, 501943.4, 6904, 396489.9, 6904, 373021.9, 6904, 211124.4, 6904, 302085.4, 6904, 248000.2, 6904, 396848.4, 6904, 210280.7, 6904, 123388.8, 6904, 319900.8, 6904, 232206.1
6906, 177172.5, 6906, 217820.2, 6906, 325566.4, 6906, -386712.1, 6906, 424498.7, 6906, 501935.6, 6906, 396479.6, 6906, 373004.6, 6906, 211118.1, 6906, 302064.1, 6906, 248014.2, 6906, 396814.0, 6906, 210257.1, 6906, 123389.2, 6906, 319897.5, 6906, 232221.4
6908, 177151.8, 6908, 217810.3, 6908, 325577.9, 6908, -386709.2, 6908, 424498.2, 6908, 501933.0, 6908, 396490.5, 6908, 373018.7, 6908, 211121.3, 6908, 302063.2, 6908, 247997.2, 6908, 396817.9, 6908, 210274.8, 6908, 123392.4, 6908, 319878.9, 6908, 232246.7
6910, 177168.1, 6910, 217789.3, 6910, 325565.0, 6910, -386705.4, 6910, 424518.5, 6910, 501938.1, 6910, 396505.5, 6910, 373023.3, 6910, 211126.5, 6910, 302054.0, 6910, 247998.6, 6910, 396822.0, 6910, 210278.9, 6910, 123387.5, 6910, 319905.5, 6910, 232210.3
6912, 177173.8, 6912, 217781.9, 6912, 325558.5, 6912, -386673.8, 6912, 424529.7, 6912, 501947.2, 6912, 396498.5, 6912, 372982.8, 6912, 211130.1, 6912, 302091.4, 6912, 247992.2, 6912, 396800.6, 6912, 210267.1, 6912, 123371.8, 6912, 319891.0, 6912, 232228.0
6914, 177166.1, 6914, 217774.8, 6914, 325549.8, 6914, -386661.4, 6914, 424520.4, 6914, 501972.8, 6914, 396494.2, 6914, 372980.2, 6914, 211146.5, 6914, 302104.9, 6914, 248013.7, 6914, 396805.4, 6914, 210248.3, 6914, 123393.2, 6914, 319912.9, 6914, 232231.7
6916, 177167.6, 6916, 217750.0, 6916, 325537.4, 6916, -386643.5, 6916, 424547.2, 6916, 501965.5, 6916, 396478.2, 6916, 372980.8, 6916, 211146.7, 6916, 302127.9, 6916, 248017.2, 6916, 396803.7, 6916, 210262.2, 6916, 123389.0, 6916, 319911.2, 6916, 232234.6
6918, 177189.6, 6918, 217731.6, 6918, 325511.0, 6918, -386624.8, 6918, 424536.7, 6918, 501994.4, 6918, 396469.8, 6918, 372983.4, 6918, 211152.5, 6918, 302136.3, 6918, 248004.8, 6918, 396773.0, 6918, 210234.1, 6918, 123389.7, 6918, 319895.1, 6918, 232213.4
6920, 177169.2, 6920, 217731.9, 6920, 325488.9, 6920, -386611.3, 6920, 424533.8, 6920, 501982.3, 6920, 396490.1, 6920, 372986.6, 6920, 211156.6, 6920, 302135.7, 6920, 247984.5, 6920, 396757.2, 6920, 210247.2, 6920, 123407.9, 6920, 319902.7, 6920, 232216.9
6922, 177199.3, 6922, 217740.7, 6922, 325479.7, 6922, -386595.3, 6922, 424554.9, 6922, 502007.1, 6922, 396481.0, 6922, 373001.2, 6922, 211166.7, 6922, 302167.6, 6922, 248001.6, 6922, 396784.9, 6922, 210236.9, 6922, 123418.3, 6922, 319920.7, 6922, 232219.3
6924, 177193.5, 6924, 217740.3, 6924, 325502.2, 6924, -386601.6, 6924, 424559.9, 6924, 502004.7, 6924, 396489.4, 6924, 372964.9, 6924, 211172.2, 6924, 302147.4, 6924, 247990.1, 6924, 396783.2, 6924, 210221.6, 6924, 123377.1, 6924, 319894.0, 6924, 232237.5
6926, 177186.5, 6926, 217732.3, 6926, 325494.7, 6926, -386607.6, 6926, 424536.4, 6926, 501965.0, 6926, 396503.6, 6926, 372974.5, 6926, 211147.0, 6926, 302113.3, 6926, 247998.1, 6926, 396782.3, 6926, 210217.5, 6926, 123393.1, 6926, 319896.0, 6926, 232249.9
